id,name,desc
10001,Sonnenbaden,Kostümladen
10002,Nr. Alpha,Kostümladen
10003,Seeprinzessin,Kostümladen
10004,Schicksalslinie,Kostümladen
10005,Hexenanzug,Kostümladen
10006,Kampfelite,Kostümladen
10007,Karatemeisterin,Kostümladen
10008,Wunderland,Kostümladen
10009,Eisprinzessin,Kostümladen
10010,Weihnachtsmarkt,Kostümladen
10011,Wichtelelf,Kostümladen
10012,Winterland,Kostümladen
10013,Frostige Ritterin,Kostümladen
10014,Neujahrskleid,Limitierte Events
10015,Schatz,Kostümladen
10016,Rosa Schatz,Kostümladen
10017,Kirschblüten-Regen,Kostümladen
10018,Nachtrose,Eid leisten
10019,Tagundnachtgleiche,Eid leisten
10020,Scharlachrot,Eid leisten
10021,Pinkes Lob,Eid leisten
10022,Eisrose,Eid leisten
10023,Weiße Rose,Eid leisten
10024,Blüte,Kostümladen
10025,Osterjägerin,Kostümladen
10026,Liebeslied,Eid leisten
10027,Rote Rose,Eid leisten
10028,Katzen PJ,Kostümladen
10029,Engelsprüferin,Kostümladen
10030,Menschenprüferin,Kostümladen
10031,Zongzi-Trägerin,Limitierte Events
10032,Monsterprüferin,Kostümladen
10033,Sommerwind,Limitierte Events
10034,Azurblaues Meer,Limitierte Events
10035,Dämonenprüferin,Limitierte Events
10036,Spielverderber,Kostümladen
10037,Honig-Göttin,Kostümladen
10038,Wellenreiterin,Limitierte Events
10039,Göttliche Braut,Eid leisten
10040,Rosenquarz,Eid leisten
10041,Meeresbrise,Limitierte Events
10042,Feenprüferin,Limitierte Events
10043,Sommerfantasie,Limitierte Events
10044,Weißer Kimono,Eid leisten
10045,Geisterprüferin,Limitierte Events
10046,Reine Feder,Eid leisten
10047,Verlockung,Mädchen Aufgaben·Hottie
10048,Ewige Flamme,Eid leisten
10049,Anmutiger Schleier,Eid leisten
10050,Düstere Musik,Limitierte Events
10051,Rock-Konzert,"Limitierte Events, Kostümladen"
10052,Trommel schlagen,"Limitierte Events, Kostümladen"
10053,Tiefes Brüllen,Limitierte Events
10054,Haus-Kaninchen,Limitierte Events
10055,Geheime Operation,"Limitierte Events, Kostümladen"
10056,Grimoire,Limitierte Events
10057,Strahlende Feder,Limitierte Events
10058,Neubeginn,Schließe die Neubeginn-Aufgabe von Iron Fist ab
10059,Herbst,Kostümladen
10060,Hasenöhrchen,Limitierte Events
10061,Süßes oder Saures,Limitierte Events
10062,Charmante Zauberin,Limitierte Events
10063,Komet,Limitierte Events
10064,Sternschnuppe,"Limitierte Events, Kostümladen"
10065,Cyberangriff,Limitierte Events
10066,Fallende Blüten,Limitierte Events
10067,Leichte Brise,Limitierte Events
10068,Heiße Quellen,"Limitierte Events, Kostümladen"
10069,Verlockende Hitze,Limitierte Events
10070,Heißes Bad,Kostümladen
10071,Sylphe,Limitierte Events
10072,Nymphe,Limitierte Events
10073,Weihnachtsgeschenke,Limitierte Events
10074,Xmas-Mädchen,Limitierte Events
10075,Winterprinzessin,Limitierte Events
10076,Eiskönigin,Limitierte Events
10077,Kaffeepause,Limitierte Events
10078,Löwentanz,Limitierte Events
10079,Schicksal,Limitierte Events
10080,Fliegende Laterne,Limitierte Events
10081,Königin der Herzen,Limitierte Events
10082,Blutrote Rose,Limitierte Events
10083,Barista,Limitierte Events
10084,Gouvernante,Limitierte Events
10085,Aristokratisch,Limitierte Events
10086,Blumiger Tanz,Limitierte Events
10087,Weiß-Rosa Kimono,Limitierte Events
10088,Doppeltes Glück,Eid leisten
10089,Schiedsrichter,Limitierte Events
10090,Baseballstar,Limitierte Events
10091,Sprinterin,Limitierte Events
10092,Volleyballprofi,Limitierte Events
10093,Revolverheldin,Limitierte Events
10094,Ewige Liebe,Eid leisten
10095,Gei­gen­vir­tu­o­sin,Limitierte Events
10096,Blumige Liebe,Eid leisten
10097,Vorteilshafte Liebe,Eid leisten
21001,Abendrot,Überflüssige EXP beim Leveln der Antiquitäten
21002,Kreide,Kampfausbeute
21003,Hocker,Kampfausbeute
21004,Böse Machete,Kampfausbeute
21005,Warnleuchte,Kampfausbeute
21006,Zauberbuch für Anfänger,Kampfausbeute
22001,Goldener Würfel,Kampfausbeute
22002,Silberne Krone,Kampfausbeute
22003,Hexenfluch,Kampfausbeute
22004,Universaltasche,Kampfausbeute
22005,Fortgeschrittener Zauberführer,Kampfausbeute
23001,Kleeblatt,"Kampfausbeute, Synthetisieren, Glücksautomat"
23002,Schleuder,"Kampfausbeute, Synthetisieren, Glücksautomat"
23003,Kuss des Schnees,"Kampfausbeute, Synthetisieren, Glücksautomat"
23004,Schwarzer Gürtel,"Kampfausbeute, Synthetisieren, Glücksautomat"
23005,Judo-Stirnband,"Kampfausbeute, Synthetisieren, Glücksautomat"
24001,Baseballschläger,"Synthetisieren, Markt"
24002,Katana,"Synthetisieren, Laden"
24003,Gedichte,"Synthetisieren, Laden"
24004,Drachenzähne,"Synthetisieren, Laden"
24005,Öltank,"Synthetisieren, Laden"
24006,Lederschuhe,"Synthetisieren, Laden"
24007,Obstkuchen,"Synthetisieren, Laden"
25001,Engelsstab,"Synthetisieren, Laden"
25002,Flammenfeder,"Synthetisieren, Laden"
25003,Dämonische Klinge,"Synthetisieren, Laden"
25004,Blitz-Rune,"Synthetisieren, Laden"
25005,Mutiges Herz,"Synthetisieren, Laden"
25006,Spitzen-Strumpf,"Synthetisieren, Laden"
25007,Kirschblüten,"Synthetisieren, Laden"
25008,Tanzende Maske,"Synthetisieren, Laden"
25009,Königin des Pokers,"Synthetisieren, Laden"
25010,Axt des Schnees,"Synthetisieren, Laden"
25011,Weihnachtsbaum,"Synthetisieren, Laden"
25012,Donnerherz,"Synthetisieren, Laden"
25013,Supertrank,"Synthetisieren, Laden"
25014,Seelenanhänger,"Synthetisieren, Laden"
25015,Gabriels Lied,"Synthetisieren, Laden"
25016,Dämonisches Buch,"Synthetisieren, Laden"
25017,Schicksalskreuz,"Synthetisieren, Laden"
25018,Feenhafte Krone,"Synthetisieren, Laden"
25019,Katzenhut,"Synthetisieren, Laden"
25020,Strumpfband,"Synthetisieren, Laden"
25021,Beachvolleyball,"Synthetisieren, Laden"
25022,Herz-Ohrring,"Synthetisieren, Laden"
25023,Magischer Ziegel,"Synthetisieren, Laden"
25024,Sand der Zeit,"Synthetisieren, Laden"
