id,name,skill_name,ex_skill_desc
751001011,董卓,生命吸取,Erhöht den Angriffsschaden auf {1} des AW und den Heilungseffekt auf {2}.
751001012,董卓,生命吸取,Erhöht den Angriffsschaden auf {1} des AW und den Heilungseffekt auf {2}.
751001013,董卓,生命吸取,Erhöht den Angriffsschaden auf {1} des AW und den Heilungseffekt auf {2}.
751001014,董卓,生命吸取,Erhöht den Angriffsschaden auf {1} des AW und den Heilungseffekt auf {2}.
751001015,董卓,生命吸取,"Erhöht den Angriffsschaden auf {1} des AW, die Wahrscheinlichkeit, den Gegner [c][01a310]einzufrieren[-][/c], auf {2} und den Heilungseffekt auf {3}."
751001021,董卓,霸王之心,Erhöht die HP um {1}.
751001022,董卓,霸王之心,Erhöht die HP um {1} und die Präzision um {2}.
751001023,董卓,霸王之心,Erhöht die HP um {1} und die Präzision um {2}.
751001024,董卓,霸王之心,Erhöht die HP um {1} und die Präzision um {2}.
751001025,董卓,霸王之心,Erhöht die HP um {1} und die Präzision um {2}.
751001031,董卓,靈魂儀式,Erhöht den Heilungseffekt auf {1}.
751001032,董卓,靈魂儀式,Erhöht den Heilungseffekt auf {1}.
751001033,董卓,靈魂儀式,Erhöht den Heilungseffekt auf {1}.
751001034,董卓,靈魂儀式,Erhöht den Heilungseffekt auf {1}.
751001035,董卓,靈魂儀式,Erhöht den Heilungseffekt auf {1}.
751001041,董卓,吸取,Erhöht den Heilungseffekt auf {1}.
751001042,董卓,吸取,Erhöht den Heilungseffekt auf {1}.
751001043,董卓,吸取,Erhöht den Heilungseffekt auf {1}.
751001044,董卓,吸取,Erhöht den Heilungseffekt auf {1}.
751001045,董卓,吸取,Erhöht den Heilungseffekt auf {1}.
751002011,德古拉,蝙蝠爆破,Erhöht den Angriffsschaden auf {1} des AW und den [c][01a310]Blutschaden[-][/c] gegen Magier auf {2} des AW.
751002012,德古拉,蝙蝠爆破,Erhöht den Angriffsschaden auf {1} des AW und den [c][01a310]Blutschaden[-][/c] gegen Magier auf {2} des AW.
751002013,德古拉,蝙蝠爆破,Erhöht den Angriffsschaden auf {1} des AW und den [c][01a310]Blutschaden[-][/c] gegen Magier auf {2} des AW.
751002014,德古拉,蝙蝠爆破,Erhöht den Angriffsschaden auf {1} des AW und den [c][01a310]Blutschaden[-][/c] gegen Magier auf {2} des AW.
751002015,德古拉,蝙蝠爆破,Erhöht den Angriffsschaden auf {1} des AW und den [c][01a310]Blutschaden[-][/c] gegen Magier auf {2} des AW.
751002021,德古拉,破綻,Erhöht den Angriff um {1}.
751002022,德古拉,破綻,Erhöht den Angriff um {1} und die HP um {2}.
751002023,德古拉,破綻,Erhöht den Angriff um {1} und die HP um {2}.
751002024,德古拉,破綻,Erhöht den Angriff um {1} und die HP um {2}.
751002025,德古拉,破綻,Erhöht den Angriff um {1} und die HP um {2}.
751002031,德古拉,致命一擊,Erhöht den Angriffsschaden auf {1} des AW.
751002032,德古拉,致命一擊,Erhöht den Angriffsschaden auf {1} des AW.
751002033,德古拉,致命一擊,Erhöht den Angriffsschaden auf {1} des AW.
751002034,德古拉,致命一擊,Erhöht den Angriffsschaden auf {1} des AW.
751002035,德古拉,致命一擊,Erhöht den Angriffsschaden auf {1} des AW und senkt die Rüstung des Ziels um {2}.
751002041,德古拉,致命破甲,Erhöht den Heilungseffekt auf {1}.
751002042,德古拉,致命破甲,Erhöht den Heilungseffekt auf {1}.
751002043,德古拉,致命破甲,Erhöht den Heilungseffekt auf {1}.
751002044,德古拉,致命破甲,Erhöht den Heilungseffekt auf {1}.
751002045,德古拉,致命破甲,"Erhöht den Rüstungsbruch um {1}, die Krit. Rate um {2} und den Heilungseffekt auf {3}."
751003011,孟獲,巨象之力,Erhöht den Angriffsschaden auf {1} des AW und den [c][01a310]Blutschaden[-][/c] auf {2} des AW.
751003012,孟獲,巨象之力,Erhöht den Angriffsschaden auf {1} des AW und den [c][01a310]Blutschaden[-][/c] auf {2} des AW.
751003013,孟獲,巨象之力,Erhöht den Angriffsschaden auf {1} des AW und den [c][01a310]Blutschaden[-][/c] auf {2} des AW.
751003014,孟獲,巨象之力,"Erhöht den Angriffsschaden auf {1} des AW, die Wahrscheinlichkeit, die Gegner zum [c][01a310]Bluten[-][/c] zu bringen, auf {2} und den [c][01a310]Blutschaden[-][/c] auf {3} des AW."
751003015,孟獲,巨象之力,"Erhöht den Angriffsschaden auf {1} des AW, die Wahrscheinlichkeit, die Gegner zum [c][01a310]Bluten[-][/c] zu bringen, auf {2} und den [c][01a310]Blutschaden[-][/c] auf {3} des AW."
751003021,孟獲,野性意志,Erhöht die HP um {1}.
751003022,孟獲,野性意志,Erhöht die HP um {1} und den Rüstungsbruch um {2}.
751003023,孟獲,野性意志,Erhöht die HP um {1} und den Rüstungsbruch um {2}.
751003024,孟獲,野性意志,Erhöht die HP um {1} und den Rüstungsbruch um {2}.
751003025,孟獲,野性意志,Erhöht die HP um {1} und den Rüstungsbruch um {2}.
751003031,孟獲,原始力量,Erhöht den Rüstungsbruch um {1}.
751003032,孟獲,原始力量,Erhöht den Rüstungsbruch um {1} und die Krit. Rate um {2}.
751003033,孟獲,原始力量,Erhöht den Rüstungsbruch um {1} und die Krit. Rate um {2}.
751003034,孟獲,原始力量,Erhöht den Rüstungsbruch um {1} und die Krit. Rate um {2}.
751003035,孟獲,原始力量,Erhöht den Rüstungsbruch um {1} und die Krit. Rate um {2}.
751003041,孟獲,嗜血強攻,Erhöht den Angriff um {1}.
751003042,孟獲,嗜血強攻,Erhöht den Angriff um {1}.
751003043,孟獲,嗜血強攻,Erhöht den Angriff um {1}.
751003044,孟獲,嗜血強攻,Erhöht den Angriff um {1}.
751003045,孟獲,嗜血強攻,Erhöht den Angriff um {1} und die Krit. Rate um {2}.
751004011,甘夫人,火狐爆炸,Erhöht den Angriffsschaden auf {1} des AW.
751004012,甘夫人,火狐爆炸,Erhöht den Angriffsschaden auf {1} des AW.
751004013,甘夫人,火狐爆炸,Erhöht den Angriffsschaden auf {1} des AW.
751004014,甘夫人,火狐爆炸,Erhöht den Angriffsschaden auf {1} des AW.
751004015,甘夫人,火狐爆炸,Erhöht den Angriffsschaden auf {1} des AW und den Angriff um {2}.
751004021,甘夫人,冷血,Erhöht die Krit. Rate um {1}.
751004022,甘夫人,冷血,Erhöht die Krit. Rate um {1} und den Angriff um {2}.
751004023,甘夫人,冷血,"Erhöht die Krit. Rate um {1}, den Angriff um {2} und die Kontrollimmunitätsrate um {3}."
751004024,甘夫人,冷血,"Erhöht die Krit. Rate um {1}, den Angriff um {2} und die Kontrollimmunitätsrate um {3}."
751004025,甘夫人,冷血,"Erhöht die Krit. Rate um {1}, den Angriff um {2} und die Kontrollimmunitätsrate um {3}."
751004031,甘夫人,花噬,Erhöht die HP um {1}.
751004032,甘夫人,花噬,Erhöht die HP um {1} und den Angriff um {2}.
751004033,甘夫人,花噬,Erhöht die HP um {1} und den Angriff um {2}.
751004034,甘夫人,花噬,Erhöht die HP um {1} und den Angriff um {2}.
751004035,甘夫人,花噬,Erhöht die HP um {1} und den Angriff um {2}.
