id,unknown_2,name,desc
1100100,Skarivine,Einfacher Angriff,Standardangriff
1100200,Cayla,Einfacher Angriff,Standardangriff
1100300,Vanessa,Einfacher Angriff,Standardangriff
1200100,Madam,Einfacher Angriff,Standardangriff
1200200,Agesia,Einfacher Angriff,Standardangriff
1200300,Handana,Einfacher Angriff,Standardangriff
1300100,Lin AI,Einfacher Angriff,Standardangriff
1300200,Hexe,Einfacher Angriff,Standardangriff
1300300,Stella,Einfacher Angriff,Standardangriff
1400100,Elloi,Einfacher Angriff,Standardangriff
1400200,Vella,Einfacher Angriff,Standardangriff
1400300,Yuri,Einfacher Angriff,Standardangriff
2100100,Talia,Einfacher Angriff,Standardangriff
2100200,Nasha,Einfacher Angriff,Standardangriff
2100300,Hani,Einfacher Angriff,Standardangriff
2100400,Nono,Einfacher Angriff,Standardangriff
2200100,Roselle,Einfacher Angriff,Standardangriff
2200200,Hynel,Einfacher Angriff,Standardangriff
2200300,Fleur,Einfacher Angriff,Standardangriff
2200400,Meimi,Einfacher Angriff,Standardangriff
2300100,Boro,Einfacher Angriff,Standardangriff
2300200,Lana,Einfacher Angriff,Standardangriff
2300300,Sasuke,Einfacher Angriff,Standardangriff
2300400,Schamane,Einfacher Angriff,Standardangriff
2400100,Pyra,Einfacher Angriff,Standardangriff
2400200,Oktia,Einfacher Angriff,Standardangriff
2400300,Aeris,Einfacher Angriff,Standardangriff
2400400,Puny,Einfacher Angriff,Standardangriff
3100100,Poppi,Einfacher Angriff,Standardangriff
3100200,Jade,Einfacher Angriff,Standardangriff
3100300,Ursula,Einfacher Angriff,Standardangriff
3100400,Kitty,Einfacher Angriff,Standardangriff
3100500,Samurai,Einfacher Angriff,Standardangriff
3200100,Tula,Einfacher Angriff,Standardangriff
3200200,Edward,Einfacher Angriff,Standardangriff
3200300,King,Einfacher Angriff,Standardangriff
3200400,Donna,Einfacher Angriff,Standardangriff
3200500,Nobuna,Einfacher Angriff,Standardangriff
3300100,Annabella,Einfacher Angriff,Standardangriff
3300200,Harley,Einfacher Angriff,Standardangriff
3300300,Zauberin,Einfacher Angriff,Standardangriff
3300400,Caitlin,Einfacher Angriff,Standardangriff
3300500,Lesia,Einfacher Angriff,Standardangriff
3400100,Robin,Einfacher Angriff,Standardangriff
3400200,Sisha,Einfacher Angriff,Standardangriff
3400300,Mythra,Einfacher Angriff,Standardangriff
3400400,Athena,Einfacher Angriff,Standardangriff
3400500,Kenshin,Einfacher Angriff,Standardangriff
3500100,Reo,Einfacher Angriff,Standardangriff
3600100,Luna,Einfacher Angriff,Standardangriff
4100100,Zombia,Einfacher Angriff,Standardangriff
