id,title,name,dialog,select_text
1,Neue Mädchen,Schulmädchen,Bald kommen neue Studierenden auf den Campus!,
2,,Schulmädchen,Wie sie wohl sein werden? Bin echt neugierig~,
3,,Hottie,"Ihr werdet es wissen, wenn es soweit ist~ aber jetzt...",
4,,Hottie,Geht mal schnell zurück zum Untericht! Ihr wollt doch wohl nicht meinen Kurs verpassen!,
5,,Schulmädchen,Sie macht mir echt Angst...,
6,,,Im Korridor wurde es plötzlich leise.,
7,,Hottie,Warte mal.,
8,,*,Ah? Meinst du mich?,
9,,Hottie,"Stell dich nicht dumm, wen gibt es sonst dir hier im Korridor außer dir?",
10,,*,"Also…Hottie, was gibt es?",
11,,Hottie,"Warum hast du Angst? Machst du dir Sorgen, dass ich dich aufessen?",
12,,*,Ah!!,
13,,Hottie,"Ich glaube du hast auch von den neuen Schülerinnen gehört, aber ich bin zu beschäftigt…",
14,,Hottie,Ich habe ihre Lernmaterialen noch nicht vorbereitet…,
15,,Hottie,Es macht mir wirklich Sorgen. Kannst du das übernehmen~,
16,,*,Nur das…?,
17,,Hottie,"Ja? Also, wo willst du von mir gefressen werden~",
18,,Hottie,Also worauf wartest du~,
19,,*,Ich kümmer mich direkt darum!,
20,,Hottie,"Ah, ich bin noch nicht fertig~",
21,,,"Als ich die Einkaufsstraße fast erreicht hatte, hörte ich einen lauten Streit.",
22,,,Von der Ferne konnte ich ein Mädchen in schwarz in einer Menschentraube sehen.,
23,,Ladenbesitzer,"Kleine, willst du gehen ohne zu bezhalen? Diese Sachen müssen bezahlt werden~",
24,,Jakob,"Es tut mir leid, ich kannte die Regeln nicht…",
25,,Ladenbesitzer,"Wenn du nicht bezahlen kannst, wie wäre es wenn du in meinem Laden arbeitest~",
26,,Ladenbesitzer,"Du hast bereits Flügel und ein Horn, du musst noch nichtmal für ein Kostüm bezahlen~",
27,,Ladenbesitzer,"Aber schade, du hast nur ein Flügelpaar, du musst noch ein Paar kaufen.",
28,,*,"Dämon, ein Flügelpaar… war das Jakob?!",
29,,*,"Macht Platz bitte, entschuldigung.",
30,,*,Ich bin ihr Bruder. Wieveil macht es? Ich zahle.,
31,,Ladenbesitzer,Tss! Wo kommt der interessierte Fußgänger plötzlich her…,
32,,*,Ah! Wenigstens hab ich mein eigenes Bild und bin die Hauptperson!,
33,,Ladenbesitzer,"Pff, auf meiner Einkaufsstraße, gibt es niemanden der sich traut die Hauptperson zu spielen.",
34,,Ladenbesitzer,Holt ihn mir! Gebt ihm eine Geschmacksprobe! Er hat keine der Mädchen mit sich mitgebracht~,
35,,Jakob,"Wer sagt das! ""Bruder"" ich helfe dir!",
36,,Ladenbesitzer,Verdammt! Sie ist so stark! Wenn… wenn sie in meinem Laden arbeiten würde…,
37,,*,Denk nicht daran! Du ekelhafter Dummkopf!,
38,,*,"Und wieder sehen wir uns, Schattenbringer——",
39,,Ladenbesitzer,Halt den Mund!,
40,,*,Entschuldige! Ich meinte…Schattenbringer——Jakob~,
41,,Jakob,Ah! Du kennst meinen Namen??,
42,,Jakob,Gerade hast du auch noch gesagt du wärest mein Bruder… ich dachte du wärest nur ein Idiot…,
43,,*,Sprich es nicht aus! Wir haben uns bereits gesehen!,
44,,Jakob,Wirklich?? Ich… erinner mich nicht.,
45,,*,"Im Disziplinarkomitee! Du, Kratos… und der Stein der Weisen…",
46,,Jakob,"Kratos? Entschuldigung… ich glaub ich verstehe nicht, was du sagst… Aber der Stein der Weisen…",
47,,Jakob,Ah! Meine Schwester!,
48,,,"Ich schaute in die Richtung, eine weiße Figur erschien.",
49,,,"Weiße Haare, Kleid und Flügel. Und ihr Gesicht…war ein Spiegelbild von Jakobs",
50,,*,Natürlich! Das weiße Mädchen——Esau~,
51,Schwester？,Esau,"Jakob, ich bin zurück!",
52,,,"Ohne auf die Reaktion der anderen zu warten, flog die weiße Figur herüber und umarmte Jakob an ihrer Seite.",
53,,Jakob,"Schwester… Sei nicht so, das ist peinlich!",
54,,*,(Seufzen)...,
55,,Esau,"Ah, tut mir leid, mir war nicht bewusst, dass hier noch andere sind…",
56,,*,"Hast du auch vergessen, wer ich bin?",
57,,Esau,Ah! Du bist… Senpai~,
58,,*,(Arme verschränkt) Was… wollt ihr tun?,
59,,Esau,"Ah, bleib ruhig.",
