id,title,text
1,vip_awards,到達該VIP等級，可領取：
2,vip_giftbox,到達該VIP等級，可購買：
3,month_card_awards_show,購買月卡後，可每日領取額外獎勵：
4,gacha_box,解鎖高級扭蛋能量達標獎勵
5,gamble,開啟普通販賣機十連抽模式
7,partners_limit,戰姬攜帶數量上限：＋
8,extra_midas,點金額外獲得金幣：＋
10,extra_output,掛機額外金幣，玩家經驗，經驗飲料產出：＋
11,pub_mission_num,打工任務數量上限：
12,battle_speed,可開啟戰鬥4倍速度
13,quiz_buy_times,測驗副本購買次數：＋
9,midas_buy_times,點金每日鑽石購買上限：
14,travel_buy_time_limit,美味麵包購買上限：
6,gamble_up,開啟高級販賣機十連抽模式
15,gacha_50times,扭蛋迎新活動期間開啟高級扭蛋池五十連抽模式
16,auto_transfer,扭蛋迎新活動期間開啟高級扭蛋池自動轉學功能
