id,text
1,1、歡迎來到幽夢學園，您對這裡的初印象如何呢？
2,2、學妹還想再確認下，您最早是從哪裡瞭解到gxb2的呢？
3,3、對於acgn等二次元文化，以下哪句描述最符合您的喜歡程度
4,4、您平時偏好在哪個遊戲平臺玩遊戲呢？（可多選）
5,5、以下類型的手遊，您玩過並且比較熟悉的有哪些？（多選）
6,6、學妹能否瞭解下，您歷史累計在所有手機遊戲中的總花銷大概是多少呢？（單位為新台幣NTD）
7,7、您通常遊戲的主要動力是（最多選兩項）
8,8、您的興趣愛好有以下哪些？（多選）
9,9、您的性別是
10,10、您的年齡是？
11,11、您符合現在哪種情況？
12,12、學長近期在遊戲中努力的目標是什麼呢？學妹很想知道學長是致力於集齊角色，升級水晶，培養魔物，還是競技上頂樓或者其他學妹沒有想起來的事情呢（可選填）
13,您的遊戲時長是？
14,您的等級是？
15,您最近兩周玩學妹2的遊戲頻率是？
16,您的遊戲時間較少的原因主要是？（多選）
17,您對目前學妹2的整體遊戲感受如何？
18,您對目前學妹2感到滿意的點有哪些？（多選）
19,您對目前學妹2感到不滿意的點有哪些？（多選）
20,您在看劇情時，屬於哪種情況？
21,請問您對新角色巴尼拉的以下方面滿意度如何？
22,請問您是否體驗並瞭解了音樂節祭典及現場演出活動？
23,請問您對音樂祭典活動的玩法方面感受如何？
24,請問您對以下音樂祭典活動劇情的描述，同意程度如何？
25,請問您是由於什麼原因而沒有體驗音樂節活動呢？（多選）
26,請問您對音樂節系列造型的以下方面感覺如何？
27,請問您是否體驗並瞭解了典籍研究及圖書館裡的觀察者活動？
28,請問您對典籍研究活動的玩法方面感受如何？
29,請問您對以下關於新主線劇情的描述，同意程度如何？
30,請問您對新劇情中魏延的立繪的感覺如何？
31,請問您是由於什麼原因而沒有體驗典籍研究及圖書館裡的觀察者活動呢？（多選）
32,請問您對女武神系列造型的以下方面感覺如何？
33,請問您是否體驗並瞭解了終極聯賽玩法？
34,請問您對終極聯賽的以下方面感受如何？
35,請問您是由於什麼原因而沒有體驗終極聯賽玩法呢？（多選）
36,您有在哪些社區或群組中參與關於學妹2的遊戲討論？（多選）
37,請問您對今後推出內容的哪些方面比較期待？（多選）
38,請問您對遊戲是否有什麼建議？（可填寫，選做）
39,角色設計
40,立繪品質
41,戰鬥能力
42,動作特效
43,背景故事
44,遊戲形式
45,遊戲難度
46,遊戲獎勵
47,所需投入時間
48,角色形象印象深刻
49,故事展開精彩有趣
50,世界設定富有深度
51,每段劇情的長度適宜
52,對接下來的劇情發展充滿興趣
53,角色設計
54,立繪品質
55,動作特效
56,加成效果
57,單場戰鬥體驗
58,總體賽制形式
59,參賽者獎勵
60,競猜系統
61,競猜獎勵
62,學長您的遊戲時長是？
63,請問學長對學妹2近期更新內容的整體體驗如何呢？
64,學長最近在用在學妹2上時間較之前的時間相比？
65,學長遊戲時長減少的原因主要是？
66,請問學長最近被什麼遊戲吸引了呢？（可填寫，選做）
67,請問學長對學妹2興趣減少的原因是什麼呢？（多選）
68,請問學長對近期哪些更新內容不滿意呢？（多選）
69,請問哪些描述符合學長對宿舍的看法呢？（最多選3項）
70,請問以下哪些描述符合學長對學院考核的看法呢？（最多選3項）
71,請問以下哪些描述符合學長對退治小隊的看法呢？（最多選3項）
