id,name,desc
1,厚重裝甲,所有敵人增加30%生命
2,腎上腺素,所有敵人增加30%攻擊
3,防護屏障,所有敵人增加30%暴擊抗性（計算自身受到的傷害是否暴擊時，攻擊者的暴擊率降低等同於自身暴擊抗性的數值）
4,瘴氣,己方戰姬的受治療量降低60%
5,能量渙散,在戰鬥的前3回合中，己方戰姬無法釋放主動技能
6,集團作戰,所有敵人在受到傷害時會令其所有友軍分擔傷害
7,醫療援兵,每個敵人在回合結束時，恢復其生命上限15%的生命
8,痛苦轉移,回合結束時，每個敵人將其自身的隨機2種負面效果轉移至1名己方戰姬（優先轉移控制效果，優先選擇負面效果最少的目標）
9,終極封印,每名敵人在首次受到致命傷害時，獲得2層免死護盾，同時隨機1名己方戰姬受到完全封印（無法進行任何行動，無法觸發被動技能、潛能技能或職業套技能，持續2回合）
10,未知禁錮,戰鬥開始時，隨機3名己方戰姬被封印（無法觸發被動技能，此效果無法被清除），持續2回合。該效果每2回合觸發1次。
11,裝甲板,每個敵人在受到傷害時，單次傷害不會超過其生命上限10%
12,致盲,戰鬥開始時，隨機2名己方戰姬受到致盲（主動技能的攻擊目標強制變為「隨機1名敵人」，持續1回合）。該效果每回合觸發1次。
13,流血,回合結束時，每個己方戰姬受到自身生命上限12%的傷害
14,緩衝裝置,戰鬥開始時，敵人受到的所有傷害降低90%（包括百分比傷害）。回合結束時，該效果減少10%，最多減少至50%
15,荊棘,己方戰姬進行普通攻擊或釋放主動技能造成傷害時，自身受到當次傷害量100%的傷害
16,總攻擊,戰鬥開始時，所有敵人擁有200點能量。在戰鬥的前2回合中，回合結束時，所有敵人恢復100點能量；第3回合開始，回合結束時，所有敵人恢復50點能量
17,防護服,敵人在戰鬥的第1個回合中免疫所有負面效果，在戰鬥的前2回合中不會受到任何傷害
18,疲勞,己方戰士降低20%格擋，己方法師降低20%精準，己方遊俠降低20%精準，己方刺客降低25%破甲，己方牧師降低15%治療量
19,消毒藥水,回合結束時，每個敵人隨機清除自身3個負面效果
20,重振旗鼓,戰鬥中前2個受到致命傷害的敵人，立即恢復100%的血量
21,活力藥水,回合結束時，隨機恢復1名前排敵人生命上限8%的生命，同時隨機1名後排敵人增加20%攻擊力，持續2回合。
22,暈眩,奇數回合中，隨機暈眩1名己方前排戰姬，持續1回合；偶數回合中，隨機暈眩1名己方後排戰姬，持續1回合。
23,交替感染,奇數回合中，奇數站位的己方戰姬造成的傷害降低15%；偶數回合中，偶數站位的己方戰姬的被治療量降低30%。
24,乘勝追擊,戰鬥開始時，己方血量最低的戰姬受到的傷害增加20%，持續3回合。敵人的攻擊在選擇隨機目標時，優先選擇己方血量最低的戰姬。
25,無力,己方戰姬降低10%攻擊。
26,背水一戰,所有敵人的生命低於50%時，受到的所有傷害降低30%。
27,痛覺麻痺,所有敵人在受到傷害時，受到的傷害降低70%，回合結束時受到25%降低傷害量的傷害，持續4回合（無法轉移，無法被清除）。
28,體弱,己方戰姬降低15%生命。
29,士氣低落,己方戰姬造成的傷害無法暴擊（必定暴擊的除外）。
30,復仇,每當1名敵人死亡時，所有敵人恢復自身生命上限30%的生命，同時增加30%攻擊、30%精準、30%格擋、30%暴擊，持續3回合。
31,隱身,每個敵人在戰鬥中生命值首次低於50%時進入隱身（閃避單體攻擊或隨機攻擊，受到的所有傷害降低50%，暴擊增加100%），持續4回合。
32,放逐,戰鬥開始時，放逐己方生命最高的1名戰姬直到戰鬥結束（被放逐的角色生命、能量不發生變化，不能進行任何行動，不會被附加任何buff，無法被選為隨機效果的目標。若一方場上只有被放逐的角色，則該方判斷為戰敗。）
33,治療詛咒,戰鬥開始時，己方戰姬獲得3層治療詛咒。己方戰姬的治愈詛咒被清除時，每層buff給予擁有者其生命上限10%的傷害。
34,能量枯竭,己方戰姬的能量獲取量降低50%，能量為0的己方戰姬無法造成任何傷害，能量高於50點的己方戰姬攻擊力降低20%。回合結束時，將所有能量不超過50點的己方戰姬能量清0。
35,死亡宣告,戰鬥開始時，給予己方攻擊力最高的戰姬「死亡宣告」效果（獲得死亡宣告效果的戰姬會在4回合後死亡，無法被清除。擁有死亡宣告效果的戰姬死亡後，死亡宣告效果會轉移到存活的攻擊力最高的己方戰姬身上。）
36,技能封印,己方戰姬同一回合内只能有1名戰姬釋放主動技能。己方戰姬釋放主動技能後自身攻擊力降低100%，持續6回合。
37,致幻痛覺,己方戰姬的攻擊力會隨自身生命值百分比的變化而等比例變化。自身生命值為100%時自身攻擊力為實際攻擊力的100%，自身生命值為0%時自身攻擊力也降為實際攻擊力的0%。
38,攻擊竊取,戰鬥開始的前4回合，每個回合開始時，敵方戰姬都會永久偷取己方戰姬5%初始攻擊力，無法被清除。（依據位置關係偷取，對應位置無戰姬時無法偷取。）
