id,title,name,dialog,select_text
1,周而復始的情人節,,漫長的星河摻雜著點點星光,
2,,戰姬甲,你聽說了嗎，今晚有難得一見的七星連珠哦~我們要不要去看看？,
3,,戰姬乙,唉，算了吧~大半夜的，還是想好好睡覺。,
4,,戰姬甲,是嗎，我還以為你會期待呢,
5,,戰姬乙,畢竟我沒有薇薇安那麼癡迷星星！而且我更期待明天的巧克力展示大賽──,
6,,戰姬甲,什麼什麼，你也參賽了嗎？,
7,,戰姬乙,對啊，而且我也很想去看看呢。看看會不會有其他厲害的傢伙們來參加！,
8,,戰姬甲,看來你是真的很有信心呢……,
9,,,幽夢學園 2月13日 PM23：59,
10,,神秘人A,呼……呼……沒想到那個叫做稀風的傢伙那麼能跑……這座學園果然很有意思,
11,,神秘人B,能夠把一座圖書室都差點掀飛的力量，應該不是普通人吧。,
12,,神秘人A,總之麻煩你動作快點，雖然我覺得那傢伙不會追到這裡。但，如果不是你非要跟她比試一下，我們早就走掉了好嗎？,
13,,神秘人B,……好吧。,
14,,大鐘,噹──,
15,,,指標指向了12點。鐘聲宣告了情人節的到來。,
16,,神秘人A,糟……我們快走！,
17,,神秘人B,！？不需要在這裡使用瞬移吧——卡——,
18,,神秘人A,呼……好險，差點就被關在裡面了。這股能量究竟是什麼……,
19,,神秘人B,呼！真的好險，重要的巧克力差點就掉了！,
20,,神秘人A,……算了。以你來說已經是不錯的覺悟了。還有我說了多少次行動的時候不要叫我的本名？,
21,,神秘人A,幽夢學園嗎……真是個有趣的地方。可以的話，什麼時候再來看看吧。,
22,,神秘人B,唔……能讓卡，不對，K你覺得有趣的地方。該說是有趣好呢，還是可怕好呢？,
23,,神秘人A,我還是很期待能再來這裡的呢。對了，事先要發的預告函你發了嗎？,
24,,神秘人B,啊……,
25,,神秘人A,看你這個表情就是沒有呢。……果然這部分工作以後還是交給我來吧。,
26,,神秘人B,對不起──,
27,,神秘人A,不要賣萌逃避。,
28,,神秘人B,對不起──卡──,
29,,神秘人A,停。不用道歉，別叫名字。道歉也於事無補。還好剛剛被那個稀風追著跑的時候我有扔卡片給她。唔……也算符合怪盜美學的收尾了吧?,
30,,神秘人B,（話說收尾的時候給的那不叫預告函，而是犯罪聲明吧──）,
31,,神秘人B,唔……還是不要說出來好了。說到底還是我的錯。實在不想再被說教了……,
32,,,此時，操場的另一邊,
33,,稀風,剛剛那兩個傢伙到底在幹嘛啊，身手倒是不錯,
34,,稀風,這卡片，是什麼東西……,
35,,稀風,「感謝貴學園的厚禮。巧克力已收下。雙子怪盜參上」,
36,,稀風,…………什麼，原來不是單純的入侵者嗎……,
37,,稀風,巧克力都被偷走的話……我猜諸葛亮會長會大發雷霆吧……,
38,,稀風,說到大發雷霆……,
39,,,……,
40,,,圖書室一片狼藉。昔日擺放整齊的書架此刻只剩殘骸。,
41,,稀風,嗯，可以先確定的是曹植跟巴尼拉一定是會大發雷霆的。,
42,,稀風,為了安全起見，我先跑路吧。,
43,,,幽夢學園 2月14日 AM6：00,
44,,*,~,
45,,*,哎呀！難得我起得這麼早~所以是為什麼呢~為什麼呢~♪,
46,,*,當然是期待已久的情人節啦！♪♪♪,
47,,,幽夢學園的戰姬們對人類的情人節，也就是2.14這個特殊的日子。也非常有興趣。於是，便在這天自發的舉行了一些活動。其中最有名的就是諸葛亮會長帶頭舉辦的巧克力製作大賽。每年這天，都會有很多戰姬帶著自己親手做的巧克力來參加比賽,
48,,*,不知道可愛的學妹們會製作出怎樣的巧克力，光想我就萬分期待呢~出發──♪,
49,,*,……發……,
50,,*,什麼情況？剛剛一瞬間我的世界好像天旋地轉了……,
51,,*,今天可是情人節啊！,真可惜，先去華佗醫生那裡看看吧|為了巧克力，區區頭暈不用在意！
52,,*,出發~我可以，我還能走！,
53,,*,啊咧，這裡是……,
54,,*,雖然感覺這樣講很失禮，但是……昨晚並沒有感覺到有龍捲風造訪啊。難道是情人節的餘興節目？,
55,,*,但是同樣的日子連著來兩遍,
56,,*,果然還是應該去看看醫生吧,
57,,,不然真的會覺得自己精神錯亂,
58,,,難道是壓力太大了……,
59,,,不，與其想這些有的沒的。還是快點去會場吧,
60,,,往哪邊走來著……啊對了圖書室這邊會比較快,
61,,,……咦？發生什麼了？,
62,,*,餘……餘興節目？,
