name,translation
MAIN_STORY,主線冒險
MAIN_SCHOOL,校園
MAIN_ARENA,挑戰
SEVENDAY_NORMAL,第[c][5c5c5c][size=42][sc][ffffff]{1}[-][/c][-][/sc]天
SEVENDAY_AVAILABEL,第[c][d76500][size=42][sc][ffffff]{1}[-][/c][-][/sc]天
SEVEN_DAY_DES1,登錄[sc][d36901]2天[/sc]可獲得[sc][d36901]5星戰姬曹操[/sc]
SEVEN_DAY_DES2,登錄[sc][d36901]7天[/sc]可獲得[sc][d36901]戰姬造型[/sc]
CONCERN_SNS_HTTP_H5,https://www.facebook.com/cht.gxb2/
NEED_GO_APPSTORE,請前往應用商店更新遊戲
ACCOUNT_IS_BANNED,該賬號已被禁止登錄
NEW_GAME_RESOURCE_LOADED,游戲有新版本更新，請關閉後重新登入游戲！
CONCERN_SNS_HTTP,https://www.facebook.com/Yume-Academy-100123678376158
WELFARE_LIMIT_NUM,{1}/[size=15]{2}[-]
TERMS_SERVICE_URL_UNITY_IOS,http://www.soaindo.com/article/terms_of_use
PRIVACY_POLICY_URL_UNITY_IOS,http://www.soaindo.com/article/privacy_policy
