id,title,name,dialog,select_text
1,,,沙灘上，帶著海水氣息的微風挑撥著我的鼻腔，明媚的陽光讓海灘反射出耀眼的金色。,
2,,,無論是誰看到這幅場景，都會覺得心曠神怡吧……除了我。,
3,,,至於為什麼，只要看看我現在的樣子就能明白了——,
4,,,臉上的皮膚被曬得發紅，雙眼緊閉卻還是被陽光刺得生疼，不知是汗水還是淚水的液體如瀑布一般滴落。,
5,,,當然了，想要擺脫這樣的境地，只要轉身離開，去找個陰涼的地方就行。,
6,,,……但那前提是我有能力離開。,
7,,,此時，從旁邊來了一隻大小不過幾釐米的螃蟹，那對柄狀的眼睛剛好能夠與我平視。,
8,,,我下意識地想要抬手將它趕走，卻發現四肢動彈不得。,
9,,,……沒錯，我脖子以下的部分現在全部埋在沙子裡，只有腦袋還露在外面。,
10,,,那只螃蟹揮舞著形狀怪異的蟹鉗，抬起帶刺的步足，跨過落在沙灘上的一張照片，氣勢洶洶地逼近過來。,
11,,,眼前這不過一指大小的生物，此時卻仿佛某種巨大的怪物一般令人絕望。,
12,,,事情究竟為什麼會變成這樣……,
13,,,——某個夏天。,
14,,,日益炎熱的天氣讓學生們無心學習和訓練，為了讓學生打起精神，同時也是放鬆一下——,
15,,,學生會帶頭組織起了一次海邊度假。,
16,,以掃,雅各雅各快看！是海耶！,
17,,雅各,海……我還是第一次見。,
18,,夏侯惇,哈哈哈，我剛看到的時候也吃了一驚。沒想到這世界上還有比草原更廣闊的地方。,
19,,夏侯惇,聽說技術部有一種能在海上馳騁的坐騎……不知道下次能不能借來試一試。,
20,,*,……技術部還真是會開發一些奇怪的東西啊。,
21,,*,話說回來，竟然已經有人到了，還開起了店來……,
22,,夏侯惇,這好像也是學生會的計畫之一，商品和店面都是她們準備的，我只是來幫個忙而已啦。,
23,,貂蟬,好了，大家先去換衣服吧。既然來了海邊，那就得換成合適的打扮才對哦。,
24,,銀月,更衣室就在不遠處，大家一起過去吧。,
25,,巴尼拉,嗯，為了防止學長偷窺，稍微設一個結界吧~！,
26,,*,誰會幹那種事啦！,
27,,*,（不過，大家穿泳裝的樣子……的確有些期待）,
