id,name,desc
1,赤焰刀,提升己方戰姬10%攻擊力
2,鑽心刻骨,戰鬥開始時，所有敵人受到隨機持續傷害，持續3回合；所有敵人受到的持續傷害（流血、中毒、燃燒）增加25%。
3,二刀流,己方戰姬的普攻傷害增加100%；己方戰姬每次普攻後有50%機率進行一次額外的普攻。
4,潛能激發,己方戰姬的暴擊增加25%，暴擊傷害值增加25%。
5,修羅之道,己方戰姬受到傷害時，有75%機率進行一次自身攻擊100%的反擊，必中。
6,過度生長,提升己方戰姬20%最大生命值
7,曇華風暴,己方戰姬的生命回復比例增加25%，所有敵人的生命回復比例降低75%；每次有角色回復生命，血量最高的敵人會受到其血量上限5%的傷害（不超過80000），必中。
8,一心同體,己方戰姬獲得25%減傷率；己方戰姬受到傷害時，有50%機率令所有友軍分擔該傷害。
9,免疫,提高己方戰姬40%免控率
10,無畏之盾,己方戰姬格擋率增加30%
11,衝鋒陷陣,上陣在前排的戰姬護甲提升25%，受傷回能效果提升100%
12,能量狂涌,戰姬施放技能後，有25%機率再施放一次技能
13,邪惡儀式,戰鬥開始時，己方戰姬擁有90%生命值和200點能量。
14,吸血,己方戰姬造成傷害時，會回復與傷害量15%等量的生命值
15,神聖庇護,免疫致死傷害（每局僅觸發一次，可疊加）
