id,fort_name,fort_name2,name,description,skill
1,華佗·醫者的信條,華佗·醫者的信條,醫務室的天使,華佗是幽夢學園中唯一的校醫，負責全校學生的身體健康，同時也是學生們傾訴的對象。\n一天，華佗向學長提出了一個請求……,
2,華佗·醫者的信條,華佗·醫者的信條,奇怪的病人,醫務室的工作繁忙而充實，學長逐漸習慣了醫務室的工作。\n本以為助手生涯就將平靜的過去時，醫務室里來了一位奇怪的病人。,
3,華佗·醫者的信條,華佗·醫者的信條,急轉直下,在病情穩定之後，眾人以為事情會就此告一段落。然而幾天後，狀況便急轉直下……,
4,華佗·醫者的信條,華佗·醫者的信條,出診,為了查清真相，華佗選擇久違的離開醫務室，親自展開調查。,
5,華佗·醫者的信條,華佗·醫者的信條,線索,華佗來到食堂，從張飛處驗證了自己的猜想。但要解決這次事件，還需要進一步的行動。,
6,華佗·醫者的信條,華佗·醫者的信條,實地考察,華佗做好外出的準備，進入幽夢森林之中。她已經有很久沒有來過這裡了，這一次的心情也與之前大相徑庭。,
7,華佗·醫者的信條,華佗·醫者的信條,醫者仁心,經過了一段時間的搜索，華佗找到了污染的源頭，但在此處等待著意想不到的東西……,
8,華佗·醫者的信條,華佗·醫者的信條,醫生的戰鬥,華佗不斷地閃避著對方的攻擊，卻沒有一點要反擊的樣子。所謂「醫生的戰鬥」究竟是指什麼？,
9,華佗·醫者的信條,華佗·醫者的信條,醫生的使命,野獸陷入安穩的沉睡，為這場戰鬥畫上了句號。不過對於醫生來說，真正的戰鬥還在後面。,
10,華佗·醫者的信條,華佗·醫者的信條,重歸平靜,危機被化解，學園回歸了往日的平靜，而作為助手在醫務室幫忙的時光也即將結束。為了慰勞學長，華佗準備了一點東西……,
11,于吉·死神的心,于吉·死神的心,誕生於荒野,死神「于吉」于荒野中誕生，誕生之初，她并無任何「多餘的情感」。她只想盡情狩獵這個世界上的靈魂,
12,于吉·死神的心,于吉·死神的心,成長的果實,四處游走的于吉除了與混沌戰鬥外，也經常看心情收割著人類的靈魂。這天的她經過一個村莊，本想收割一個孩子靈魂的她，卻因爲一種她無法理解的情感停下了揮出的鐮刀……,
13,于吉·死神的心,于吉·死神的心,再次相逢,四處游蕩的于吉，在一處城鎮裏看到了熟悉的身影……,
14,于吉·死神的心,于吉·死神的心,結緣於此？,于吉與少女再次相遇。此時的少女既讓失去最後一位親人，看起來沒精打采的樣子。面對少女與家人的羈絆，不能理解也無法共鳴的于吉，對眼前這一切產生了興趣……,
15,于吉·死神的心,于吉·死神的心,照拂之人,于吉仍然沒有收割少女的靈魂，她只是偶爾會去關照一下這位在世界已經沒有任何親人的少女。面對自己的情感，于吉認爲這不過是自己心血來潮的慈善舉動……,
16,于吉·死神的心,于吉·死神的心,矛盾的情感,朝夕相處中于吉對少女產生了更加強烈又奇怪的情感,持有回合印記的角色會降低自身受治療量
17,于吉·死神的心,于吉·死神的心,衝突所在,少女對于吉講述了自己的夢境，并對于吉覺得于吉是「強大又神聖」的，于吉對此感到好笑。,持有回合印記的角色會降低自身受治療量；\n于吉復活時對所有敵人附加1個回合印記
18,于吉·死神的心,于吉·死神的心,不可結緣,于吉在等著少女長大，在等著「果實成熟」，以及自己可以「毫不猶豫揮刀斬落」的那個瞬間。沒想到此時少女所在的城鎮產生了巨大的變故……,持有回合印記的角色會降低自身受治療量；\n戰鬥開始時，隨機2名己方戰姬被附加1個回合印記；\n于吉在復活時對所有敵人附加1個回合印記
19,于吉·死神的心,于吉·死神的心,人類之心,面對自己期待已久的收割靈魂的時刻，于吉懷著複雜的心情舉起了鐮刀。那個瞬間，「死神」于吉擁有了名爲「情感」的事物。,持有回合印記的角色會降低自身受治療量，自身受到的傷害增加；\n戰鬥開始時，隨機3名己方戰姬被附加1個回合印記；\n于吉在復活時對所有敵人附加1個回合印記
20,于吉·死神的心,于吉·死神的心,幽夢學園？,外出的學長遇到了混沌，被于吉救下。面對學長，于吉提出想要跟隨的意願……,回合印記在觸發時，額外生效1次；\n于吉在死亡時，若還有其餘友軍存活，則必定復活；\n于吉在復活時對所有敵人附加1個回合印記
21,雲母·往昔之劍,雲母·往昔之劍,人偶之謎,呂蒙發現自己的劍術老師雲母，似乎對人偶有著某種執念，這其中究竟有什麼秘密？,
22,雲母·往昔之劍,雲母·往昔之劍,幻術之戰,在戰鬥練習中，呂蒙看到了過去所遭遇的劫難，而拯救了她的人的身份究竟為何？,
23,雲母·往昔之劍,雲母·往昔之劍,劍聖的往事,閃閃發光的記憶碎片，卻為什麼讓雲母不敢回憶？,
24,雲母·往昔之劍,雲母·往昔之劍,紫色的夢魘,雲母家鄉所遭遇的滅頂之災，究竟是誰的過錯？,
25,雲母·往昔之劍,雲母·往昔之劍,踩碎的人偶,人偶的秘密終於水落石出……,
26,雲母·往昔之劍,雲母·往昔之劍,劍的意義,放下劍之後的雲母，又該如何自處呢……,
27,雲母·往昔之劍,雲母·往昔之劍,峭壁之劫,呂蒙決定拿起劍，立志成為下一個劍術大師的理由究竟是……,
28,雲母·往昔之劍,雲母·往昔之劍,懸崖之光,呂蒙的往事中，那個一閃而過的偉岸身影，究竟和眼前的雲母有何關聯……,
29,雲母·往昔之劍,雲母·往昔之劍,被忘記的善行,記憶中有哪些閃光的時刻被雲母所遺忘了？,
30,雲母·往昔之劍,雲母·往昔之劍,劍的傳承,劍術的傳承似乎將延續下去……因為有人放下劍，就有人拿起劍……,
