id,name,desc,unlock_desc
110101,基礎補給 Lv.1,在觀測結束後，隨機獲得以下道具：金幣/經驗飲料/水晶刻刀/便當/鑽石,
110102,基礎補給 Lv.2,在觀測結束後，隨機獲得以下道具：金幣/經驗飲料/水晶刻刀/便當/鑽石,
110103,基礎補給 Lv.3,在觀測結束後，隨機獲得以下道具：金幣/經驗飲料/水晶刻刀/便當/鑽石,
110104,基礎補給 Lv.4,在觀測結束後，隨機獲得以下道具：金幣/經驗飲料/水晶刻刀/便當/鑽石,
110105,基礎補給 Lv.5,在觀測結束後，隨機獲得以下道具：金幣/經驗飲料/水晶刻刀/便當/鑽石,
110106,基礎補給 Lv.6,在觀測結束後，隨機獲得以下道具：金幣/經驗飲料/水晶刻刀/便當/鑽石,
110201,普通紐扣 Lv.1,在觀測結束後，獲得一定數量的普通紐扣,
110202,普通紐扣 Lv.2,在觀測結束後，獲得一定數量的普通紐扣,
110203,普通紐扣 Lv.3,在觀測結束後，獲得一定數量的普通紐扣,
110204,普通紐扣 Lv.4,在觀測結束後，獲得一定數量的普通紐扣,
110205,普通紐扣 Lv.5,在觀測結束後，獲得一定數量的普通紐扣,
110206,普通紐扣 Lv.6,在觀測結束後，獲得一定數量的普通紐扣,
110301,絲綢 Lv.1,在觀測結束後，獲得一定數量的絲綢,
110302,絲綢 Lv.2,在觀測結束後，獲得一定數量的絲綢,
110303,絲綢 Lv.3,在觀測結束後，獲得一定數量的絲綢,
110304,絲綢 Lv.4,在觀測結束後，獲得一定數量的絲綢,
110305,絲綢 Lv.5,在觀測結束後，獲得一定數量的絲綢,
110306,絲綢 Lv.6,在觀測結束後，獲得一定數量的絲綢,
110401,高級絲綢 Lv.1,在觀測結束後，獲得一定數量的高級絲綢,
110402,高級絲綢 Lv.2,在觀測結束後，獲得一定數量的高級絲綢,
110403,高級絲綢 Lv.3,在觀測結束後，獲得一定數量的高級絲綢,
110404,高級絲綢 Lv.4,在觀測結束後，獲得一定數量的高級絲綢,
110405,高級絲綢 Lv.5,在觀測結束後，獲得一定數量的高級絲綢,
110406,高級絲綢 Lv.6,在觀測結束後，獲得一定數量的高級絲綢,
120101,挑戰·初級,面對初級敵人，將勇氣、魅力、知識三項屬性轉換為戰鬥屬性進行挑戰,
120102,挑戰·初級（勝利）,在初級挑戰中勝利，獲得全額獎勵,
120103,挑戰·初級（失敗）,在初級挑戰中失敗，僅獲得一半獎勵,
120201,挑戰·中級,面對中級敵人，將勇氣、魅力、知識三項屬性轉換為戰鬥屬性進行挑戰,
120202,挑戰·中級（勝利）,在中級挑戰中勝利，獲得全額獎勵,
120203,挑戰·中級（失敗）,在中級挑戰中失敗，僅獲得一半獎勵,
120301,挑戰·高級,面對高級敵人，將勇氣、魅力、知識三項屬性轉換為戰鬥屬性進行挑戰,
