id,name,desc
1,進攻,己方戰姬增加30%攻擊
2,防禦,己方戰姬受到的所有傷害降低30%
3,晉升,星級小於等於9的己方戰姬增加100000攻擊和500000生命，星級大於9星的己方戰姬增加15%攻擊和15%生命
4,突襲,戰鬥開始時，敵人擁有70%的生命。己方戰姬在戰鬥的前3回合不會受到任何傷害，免疫所有負面效果
5,強力打擊,戰鬥開始時，己方戰姬擁有200點能量。己方戰姬釋放主動技能時，對目標額外造成目標生命上限10%的傷害
6,強硬體質,己方戰姬在受到致命傷害時免疫該次傷害，同時清除自身所有負面效果。自身會抵消受到的所有傷害，并將傷害量的100%反射給攻擊者，持續2回合
7,厚重裝甲,所有敵人增加30%生命
8,腎上腺素,所有敵人增加30%攻擊
9,盾墻,所有敵人增加30%護甲
10,星隕,己方所有辰星或修羅陣營的戰姬降低20%生命上限
11,迷霧,己方所有隱蹤、神威、風見、曇華陣營的戰姬造成的所有傷害降低15%
12,疲勞,己方戰士降低20%格擋，己方法師降低20%精準，己方遊俠降低20%精準，己方刺客降低25%破甲，己方牧師降低15%治療量
13,防護屏障,所有敵人增加30%暴擊抗性（計算自身受到的傷害是否暴擊時，攻擊者的暴擊率降低等同於自身暴擊抗性的數值）
14,瘴氣,己方戰姬的受治療量降低60%
15,醫療援兵,每個敵人在回合結束時，恢復其生命上限15%的生命
16,能量渙散,在戰鬥的前3回合中，己方戰姬無法釋放主動技能
17,重振旗鼓,戰鬥中前2個受到致命傷害的敵人，立即恢復100%的血量
18,總攻擊,戰鬥開始時，所有敵人擁有200點能量。在戰鬥的前2回合中，回合結束時，所有敵人恢復100點能量
19,未知禁錮,戰鬥開始時，隨機3名己方戰姬被封印（所有觸發類被動技能無法生效，無法被淨化），持續2回合。該效果每2回合觸發1次。
20,流血,回合結束時，每個己方戰姬受到自身生命上限10%的傷害
21,消毒藥水,回合結束時，每個敵人隨機清除自身3個負面效果
22,防護服,敵人在戰鬥的第1個回合中免疫所有負面效果，在戰鬥的前2回合中不會受到任何傷害
23,緩衝裝置,戰鬥開始時，敵人受到的所有傷害降低90%。回合結束時，該效果減少10%，最多減少至50%
24,荊棘,己方戰姬進行普通攻擊或釋放主動技能造成傷害時，自身受到當次傷害量100%的傷害
25,裝甲板,每個敵人在受到傷害時，單次傷害不會超過其生命上限10%
