id,name,desc
10001,海濱閒憩,幽夢時裝店兌換
10002,源數之序,幽夢時裝店兌換
10003,海之公主,幽夢時裝店兌換
10004,命運的紅線,幽夢時裝店兌換
10005,萬聖華裳,幽夢時裝店兌換
10006,戰場精英,幽夢時裝店兌換
10007,風拳流宗師,幽夢時裝店兌換
10008,夢境愛麗絲,幽夢時裝店兌換
10009,冰雪女王,幽夢時裝店兌換
10010,聖誕狂歡,幽夢時裝店兌換
10011,聖誕仙靈,幽夢時裝店兌換
10012,冬季仙境,幽夢時裝店兌換
10013,冰霜騎士,幽夢時裝店兌換
10014,新年紅妝,限時活動
10015,甜心寶貝,幽夢時裝店兌換
10016,粉紅甜心,幽夢時裝店兌換
10017,櫻雨謠,幽夢時裝店兌換
10018,夜薇低羞,與戰姬誓約
10019,彼岸之守,與戰姬誓約
10020,緋色之吻,與戰姬誓約
10021,粉櫻禮贊,與戰姬誓約
10022,冰薔輕舞,與戰姬誓約
10023,白玫之誓,與戰姬誓約
10024,櫻之華,幽夢時裝店兌換
10025,春日蛋生,幽夢時裝店兌換
10026,荼蘼戀歌,與戰姬誓約
10027,紅瑰之約,與戰姬誓約
10028,喵之萌殺,幽夢時裝店兌換
10029,辰星考核官,幽夢時裝店兌換
10030,神威考核官,幽夢時裝店兌換
10031,香蒲青粽,限時活動
10032,風見考核官,幽夢時裝店兌換
10033,清涼海灘,限時活動
10034,蔚瀾海域,限時活動
10035,修羅考核官,限時活動
10036,派對破壞王,幽夢時裝店兌換
10037,甜點女神,幽夢時裝店兌換
10038,破浪之劍,限時活動
10039,傾城眷屬,與戰姬誓約
10040,緋想幻戀,與戰姬誓約
10041,乘風之矢,限時活動
10042,曇華考核官,限時活動
10043,夏色幽夢,限時活動
10044,落櫻無垢,與戰姬誓約
10045,隱蹤考核官,限時活動
10046,無瑕輕羽,與戰姬誓約
10047,誘惑之顏,角色挑戰·貂蟬
10048,熾熱之羽,與戰姬誓約
10049,浮光倩影,與戰姬誓約
10050,黑羽魂音,限時活動
10051,虹音亂墜,限時活動、幽夢時裝店兌換
10052,爆音連打,限時活動、幽夢時裝店兌換
10053,低音咆哮,限時活動
10054,月下宅兔,限時活動
10055,煞影之蜂,限時活動、幽夢時裝店兌換
10056,炎霜之書,限時活動
10057,流焰赤凰,限時活動
10058,初心,完成魏延初心任務
10059,丹楓化雨,幽夢時裝店兌換
10060,岑中楓色,限時活動
10061,不給糖就搗蛋,限時活動
10062,魅惑女巫,限時活動
10063,赤之流火,限時活動
10064,流光星隕,限時活動、幽夢時裝店兌換
10065,AI驅逐者,限時活動
10066,無瑕之櫻,限時活動
10067,竹間悠風,限時活動
10068,醉酒縱歌,限時活動、幽夢時裝店兌換
10069,醉翁之意,限時活動
10070,溫泉妖精,幽夢時裝店兌換
10071,蒼之雀羽,限時活動
10072,遠川游浪,限時活動
10073,聖誕禮讚,限時活動
10074,聖夜霜雪,限時活動
10075,冬日奇緣,限時活動
10076,冰雪之刃,限時活動
10077,假日午後,限時活動
10078,獅虎當道,限時活動
10079,閃滅雙星,限時活動
10080,玉鼠迎春,限時活動
10081,幽夢之戀,限時活動
10082,血瑰銀棘,限時活動
10083,金檳舞醉,限時活動
10084,辛辣女僕,限時活動
10085,死執事,限時活動
10086,櫻花之舞,限時活動
10087,春櫻細雪,限時活動
10088,雙生之幸,與戰姬誓約
10089,大裁判長,限時活動
10090,棒球新星,限時活動
10091,衝刺少女,限時活動
10092,排球女將,限時活動
10093,齒輪狂想,綺幻手冊
10094,不渝之戀,與戰姬誓約
10095,寂夜弦音,限時活動
10096,粉色摯愛,與戰姬誓約
10097,豆蔻紅顏,與戰姬誓約
21001,精華,魂器升級時溢出經驗返還
21002,彩色粉筆,掛機掉落
21003,板凳,掛機掉落
21004,邪惡彎刀,掛機掉落
21005,警示燈,掛機掉落
21006,魔法入門指導,掛機掉落
22001,黃金魔方,掛機掉落
22002,銀白皇冠,掛機掉落
22003,巫女詛咒,掛機掉落
22004,萬能包,掛機掉落
22005,魔法進階指南,掛機掉落
23001,幸運四葉草,掛機掉落、碎片合成、販賣機抽取
23002,彈弓,掛機掉落、碎片合成、販賣機抽取
23003,雪精靈之吻,掛機掉落、碎片合成、販賣機抽取
23004,柔道黑帶,掛機掉落、碎片合成、販賣機抽取
23005,柔道頭巾,掛機掉落、碎片合成、販賣機抽取
24001,棒球棍,碎片合成、商店購買
24002,武士刀,碎片合成、商店購買
24003,封印之書,碎片合成、商店購買
24004,龍牙,碎片合成、商店購買
24005,燃油桶,碎片合成、商店購買
24006,小皮鞋,碎片合成、商店購買
24007,水果蛋糕,碎片合成、商店購買
25001,天使之杖,碎片合成、商店購買
25002,火羽,碎片合成、商店購買
25003,妖刀赤染櫻,碎片合成、商店購買
25004,引雷符,碎片合成、商店購買
25005,呂布的勇猛,碎片合成、商店購買
25006,蕾絲襪,碎片合成、商店購買
25007,櫻花枝,碎片合成、商店購買
25008,舞會面具,碎片合成、商店購買
25009,撲克女王,碎片合成、商店購買
25010,雪精靈之斧,碎片合成、商店購買
25011,聖誕樹,碎片合成、商店購買
25012,雷神之心,碎片合成、商店購買
25013,超能藥劑,碎片合成、商店購買
25014,魂石掛墜,碎片合成、商店購買
25015,加百列之歌,碎片合成、商店購買
25016,惡魔之書,碎片合成、商店購買
25017,命運十字,碎片合成、商店購買
25018,精靈祝福頭冠,碎片合成、商店購買
25019,貓兒兜帽,碎片合成、商店購買
25020,吊帶襪,碎片合成、商店購買
25021,沙灘排球,碎片合成、商店購買
25022,愛心耳環,碎片合成、商店購買
25023,魔法磚頭,碎片合成、商店購買
25024,時之沙,碎片合成、商店購買
25025,優雅騎士,碎片合成、商店購買
25026,對立,碎片合成、商店購買
25027,心靈之鑰,碎片合成、商店購買
26001,大喬的祝福,碎片合成
26002,迷魂香爐,碎片合成
26003,妖刀村正,碎片合成
26004,火精靈之怒,碎片合成
26005,萬物復甦,碎片合成
26006,風之力,碎片合成
26007,雪球,碎片合成
26008,黑魔法帽,碎片合成
26009,命運指南,碎片合成
26010,封印之劍·隱蹤,碎片合成、專屬魂器商店購買
26011,痛苦鐐銬·隱蹤,碎片合成、專屬魂器商店購買
26012,尖刺盾牌·隱蹤,碎片合成、專屬魂器商店購買
26013,封印之心·神威,碎片合成、專屬魂器商店購買
26014,惡魔之血·神威,碎片合成、專屬魂器商店購買
26015,雪精靈之弓,碎片合成、專屬魂器商店購買
26016,封印之劍·風見,碎片合成、專屬魂器商店購買
26017,痛苦鐐銬·風見,碎片合成、專屬魂器商店購買
26018,尖刺盾牌·風見,碎片合成、專屬魂器商店購買
26019,封印之心·曇華,碎片合成、專屬魂器商店購買
26020,女王皇冠,碎片合成、專屬魂器商店購買
26021,惡魔之羽,碎片合成、專屬魂器商店購買
26022,命運魔鏡,碎片合成、專屬魂器商店購買
26023,隱形斗篷,碎片合成、專屬魂器商店購買
26024,瑞士軍刀,碎片合成
26025,探知懷錶,碎片合成
26026,審判之劍,碎片合成、專屬魂器商店購買
26027,平衡,碎片合成、專屬魂器商店購買
26028,天堂之鑰,碎片合成、專屬魂器商店購買
26029,命運魂晶,限時活動
26030,金輝之翼,限時活動
26031,荊棘之心,限時活動
26032,機關穹傘,限時活動
26033,雙生魔杖,限時活動
26034,赤刃鎖鐮,限時活動
26035,銀月飛刃,限時活動
26036,都市幻想,限時活動
26037,鋸齒獠牙,限時活動
26038,破碎狂潮,限時活動
31001,首次決戰競技場限定頭像,限時活動
31002,炎陽冠軍頭像,組隊聯賽冠軍獎勵
31003,星月交輝頭像,組隊聯賽亞軍獎勵
31004,六芒徽章頭像,組隊聯賽季軍獎勵
31005,銀牌徽章頭像,組隊聯賽4-10排名獎勵
31006,銅牌徽章頭像,組隊聯賽11-20排名獎勵
31007,萬聖節限定頭像,限時活動、競技場商店購買
31008,拼圖集限定頭像,限時活動、競技場商店購買
31009,新年限定頭像,限時活動、競技場商店購買
31010,雪花限定頭像,限時活動、競技場商店購買
31011,限定頭像,限時活動、競技場商店購買
31012,春節限定頭像,限時活動、競技場商店購買
31013,非洲酋長,達成成就
31014,非洲大酋長,達成成就
31015,真·非洲大酋長,達成成就
31016,春暖花開限定頭像,限時活動、競技場商店購買
31017,婚禮手捧花頭像,限時活動、競技場商店購買
31018,復活節限定頭像,限時活動、競技場商店購買
31019,母親節限定頭像,限時活動、競技場商店購買
31020,入學式限定頭像,限時活動、競技場商店購買
31021,端午節限定頭像,限時活動、競技場商店購買
31022,海灘樂鬥限定頭像,限時活動、競技場商店購買
31023,一週年限定頭像,限時活動
31024,夏日雪糕限定頭像,限時活動
31025,決意之劍,限時活動
31026,樂隊演出,限時活動、競技場商店購買
31027,楓香晚華,限時活動
31028,萬聖黑貓,限時活動
31029,2020年限定頭像,限時活動
31030,2019聖誕社區活動頭像,營運活動
32001,社團戰冠軍頭像框,社團戰冠軍獎勵
32002,社團戰亞軍頭像框,社團戰亞軍獎勵
32003,社團戰四強頭像框,社團戰四強獎勵
32004,社團戰八強頭像框,社團戰八強獎勵
32005,社團戰十六強頭像框,社團戰十六強獎勵
32006,真心誓言,限時活動、競技場商店購買
32008,清涼一夏,限時活動、競技場商店購買
32009,夏日泳池,限時活動、競技場商店購買
32010,樂隊演出,限時活動、競技場商店購買
32011,資深研究員,限時活動、競技場商店購買
32012,終極聯賽64強,終極聯賽達到六十四強
32013,終極聯賽8強,終極聯賽達到八強
32014,終極聯賽4強,終極聯賽達到四強
32015,終極聯賽冠軍,終極聯賽達到冠軍1次
32016,終極聯賽冠軍,終極聯賽達到冠軍2次
32017,終極聯賽冠軍,終極聯賽達到冠軍3次
32018,終極聯賽冠軍,終極聯賽達到冠軍4次
32019,終極聯賽冠軍,終極聯賽達到冠軍5次
32020,圖靈之證,角色挑戰·圖靈
32021,情意綿綿,限時活動、競技場商店購買
32022,別具匠心,營運活動
32023,金牌運動員,限時活動
32024,銀牌運動員,限時活動
32025,銅牌運動員,限時活動
32026,蒸汽滾滾,限時活動
40001,純色墻紙,預設獲得
