name,translation
STAGE_NAME,關卡{1}-{2}
BIG_MAP,地圖
YES,是
NO,否
GET,獲得
GET2,領取
TEAM,隊伍
AWARD,戰利品
EQUIP,裝備
ITEM,物品
DEBRIS,碎片
ARTIFACT,魂器
NOW_NONE,沒 有 {1}
NOT_SELL,不可出售
BATTLE_FORMATION_WIN,戰姬出戰
FRONT_ROW,前 排
BACK_ROW,後 排
ARTIFACT_ATTR_LIMIT,屬性啟動限定：{1}
GET_WAYS,獲得途徑：
FORT_NAME_1,薩拉曇華
FORT_NAME_2,月沙島
FORT_NAME_3,恐懼之地
FORT_NAME_4,克羅姆礦山
FORT_NAME_5,遺忘冰原
FORT_NAME_6,海德堡
FORT_NAME_7,炙熱之地
FORT_NAME_8,至高天
FORT_NAME_9,薩拉曇華
FORT_NAME_10,月沙島
FORT_NAME_11,恐懼之地
FORT_NAME_12,克羅姆礦山
FORT_NAME_13,遺忘冰原
FORT_NAME_14,海德堡
FORT_NAME_15,炙熱之地
FORT_NAME_16,至高天
FORT_NAME_17,神木林
FORT_NAME_18,亡靈要塞
FORT_NAME_19,薩拉曇華
FORT_NAME_20,月沙島
FORT_NAME_21,恐懼之地
FORT_NAME_22,克羅姆礦山
FORT_NAME_23,遺忘冰原
FORT_NAME_24,海德堡
FORT_NAME_25,炙熱之地
FORT_NAME_26,至高天
FORT_NAME_27,神木林
FORT_NAME_28,亡靈要塞
FORT_NAME_29,上古遺跡
FORT_NAME_30,隱蹤風見
FORT_NAME_31,薩拉曇華
FORT_NAME_32,月沙島
FORT_NAME_33,恐懼之地
FORT_NAME_34,克羅姆礦山
FORT_NAME_35,遺忘冰原
FORT_NAME_36,海德堡
FORT_NAME_37,炙熱之地
FORT_NAME_38,至高天
FORT_NAME_39,神木林
FORT_NAME_40,亡靈要塞
FORT_NAME_41,上古遺跡
FORT_NAME_42,隱蹤風見
PARTNER_DETAIL_TIPS,聽好了，太拘泥於面板上的數字可是會吃大虧的
GRADE,品階
LEV_UP,升級
AWAKE,覺醒
JOB_1,戰士
JOB_2,法師
JOB_3,遊俠
JOB_4,刺客
JOB_5,牧師
STAGE_RES,關卡產出
STAGE_ITEM,關卡掉落
STAGE_RES_NUM,+{1}/5s
STAGE_HANG,掛 機
ATK,攻擊力
HP,血量
ARM,護甲
ATKP,攻擊力
HPP,血量
ARMP,護甲
SPD,速度
ENERGY,能量
HIT,精準
MISS,格擋
CRIT,暴擊
TRUEATK,神聖傷害
BRK,破甲
CRITTIME,暴擊傷害值
FREE,免控率
SKLP,技能傷害率
DECDMG,減傷率
CAMPAIGN_HANG_ITEM_WINDOW,掉落獎勵
TIPS,提示
TOP_LEV_UP,等級上限
COMPOSE_EQUIP,裝備合成
COMPOSE_EQUIP_NO_MANA,金幣不足，無法合成！
COMPOSE_EQUIP_NUM_0,合成裝備數量不能為0!
POWER,戰鬥力
DAY,{1}天
HOUR,{1}小時
MINUTE,{1}分鐘
SECOND,{1}秒
CONFIRM,確 認
EQUIP_STRENGTHEN,合成裝備
PARTNER,戰姬
SUMMON,召喚
SELF,己方
ENEMY,敵方
DAMAGE,輸 出
HEAL,治 療
FAIL_ADVICE,可以透過以下途徑讓自己變得更強
PUB_MISSION_FULL_HERO,任務所需要戰姬已滿！
BATTLE_TIPS_TITLE,陣營剋制
CAMPAIGN_WINDOW_HELP,1.戰鬥區域的各個地區由多個小關組成，通關普通後可解鎖下一難度。|2.進入新的關卡後，會觸發戰鬥事件，戰鬥勝利後可獲得獎勵。|3.完成戰鬥事件後，才能解鎖下一關卡。|4.離線掛機最多持續10個小時，超過10個小時後不再獲得收益。|5.掛機固定掉落為學長經驗、經驗飲料、金幣，越後面的關卡掉落越多。|6.掛機有機率掉落裝備或者戰姬碎片。
CAMPAIGN_HANG_FORMATION_WINDOW,掛機陣容
SHENXUE_SELECT_WINDOW,請選擇材料戰姬
NO_PARTNER,沒有該材料戰姬
PUB_SPEED_MISSION_1,鑽石不足，無法加速！
PUB_SPEED_MISSION_2,是否花費{1}鑽石來加速完成該任務？
COMPOSE_EQUIP_NO_MATERIAL,沒有足夠的材料裝備！
CAMPAIGN_REQUIRE,要求
CAMPAIGN_REQUIRE_1,需要學長等級達到{1}級
CAMPAIGN_REQUIRE_2,掛機隊伍總戰鬥力達到{1}
CAMPAIGN_REQUIRE_3,需要完成上一關事件
CAMPAIGN_RANK_WINDOW,排行榜
PUT_IN,放入{1}個
REPLACE,替換
TRANSFORM,轉換
SAVE,保存
REMOVE,脫下
LOCK_NOW_ATTR,鎖定現有屬性（消耗鑽石）
UNKNOWN_TREASURE,未知的水晶
REMOVE_ALL,脫妝
EQUIP_ALL,一鍵穿戴
USE,使 用
REFRESH,刷新
PUB_MISSION_TIME,任務({1}/{2})將重置於
PUB_MISSION_NO_START,未開始
PUB_MISSION_COMPLETE,已完成
START,開 始
PUB_SPEED_UP,加 速
PUB_SPEED_FREE,免 費
PUB_MISSION_COMPLETE2,完 成
PUB_TICKET_NO_ENOUGH1,普通打工卷數量不足！
PUB_TICKET_NO_ENOUGH2,高級打工卷數量不足！
