id,title,name,dialog,select_text
1,夏天的正確打開方式不是這樣吧！,,炎炎夏日,
2,,,我躺在長椅上百無聊賴,
3,,,我,
4,,,薇薇安,
5,,,幽夢學園極富盛名的占卜師,
6,,,為何淪落到這般地步,
7,,,這一切大概都源於那該死的「失物招領占卜屋」吧,
8,,薇薇安,……失物招領？,
9,,諸葛亮,是的,
10,,薇薇安,我沒聽錯吧。用我的占卜來幫助大家找東西……？,
11,,諸葛亮,是的，沒錯。,
12,,諸葛亮,你開設占卜屋的初衷也是這個吧。為了給大家解決煩惱，帶來幸福,
13,,薇薇安,……請不要擅自把別人的初衷設定的這麼高尚。我的初衷只是傳達星星的旨意……可以把我當成一個單純的天文愛好者嗎？,
14,,諸葛亮,然後呢，加上最近夏季也到了，大家普遍情緒比較暴躁。丟東西讓人很不開心呢,
15,,諸葛亮,所以，你就放手去幫助大家吧！！,
16,,薇薇安,所以！請聽我說話啊！不要擅自把我的初衷定義得這麼崇高——,
17,,,……,
18,,,啊,
19,,,說起來這個失物招領處不是在大白天嗎,
20,,薇薇安,大白天哪來的星星！,
21,,薇薇安,沒有星星，我要如何指引迷途的大家？,
22,,司馬昭,唉呀，這裡好像有個很困擾的人呢？有什麼我能幫助你的嗎？,
23,,薇薇安,一般帶著這種笑容刻意靠近的可疑傢伙就是書上說的奸商吧？,
24,,司馬昭,喂！我可是感受到你的煩惱才出現的！薇薇安，既然看不到星星，你有沒有想過，要換一種占卜方式呢？,
25,,薇薇安,換一種占卜方式？,
26,,司馬昭,沒錯，這本古籍上記載了譬如「如何使用水晶球大全」、「如何使用其他方式占卜註解」這樣的東西。,
27,,薇薇安,敢問是哪年的古籍？,
28,,司馬昭,不要在意這些細節。,
29,,司馬昭,所以，要買嗎？現在買即贈水晶球哦。,
30,,,司馬昭露出了一個大大的笑容……,
31,,,異常、燦爛的笑容。,
32,,,我對著那個過於燦爛到可疑的笑容沉默了很久,
33,,,然後，掏錢買下了這本古籍。,
34,,薇薇安,（翻閱中）為什麼……為什麼古籍會是印刷本？,
35,,薇薇安,怎麼看怎麼可疑……,
36,,戰姬A,薇薇安學姐，牌子掛好了哦。,
37,,,……,
38,,,啊，是諸葛亮會長親自題字的「失物招領占卜屋」,
39,,薇薇安,居然動員全校同學來我這找東西……諸葛亮到底在想什麼……,
40,,薇薇安,哪會有那麼多人掉東西呢？,
41,,銀月,有人在嗎？,
42,,薇薇安,啊咧？？,
43,,,真的有人啊？,
44,,薇薇安,銀月學姐！,
45,,銀月,是這樣，聽說你最近轉行做失物招領占卜師了？,
46,,薇薇安,我沒有。我只是一個普通的天文愛好者。那麼，請問，你要尋找什麼呢？,
47,,銀月,我的新手套掉了。想麻煩你幫忙找一下。可以嗎？,
48,,薇薇安,手套……？,
49,,銀月,是的。那個是特製的，耐摩擦的。,
50,,呂蒙,薇薇安學姐——幫個忙——,
51,,,……,
52,,,這人怎麼回事。直接破門而入了呢。雖然我這是個帳篷。,
53,,呂蒙,薇薇安學姐，請、請幫我一個忙——,
54,,薇薇安,排個隊。,
55,,呂蒙,不、不是的。我和巴尼拉在排練一齣戲劇。裡面需要用到道具水晶球……,
56,,呂蒙,聽說你這裡有，可以借我用用嗎？,
57,,薇薇安,……你手上拿著的是什麼玩意兒？,
58,,呂蒙,超大號水銀球！,
59,,,……,
60,,呂蒙,巴尼拉說這個的色澤不是很好，要我去找一個更合適的。聽說你有，我就跑來找你了。,
61,,薇薇安,我這也是很重要的道具啊！,
62,,呂蒙,咦……「如何使用水晶球大全」？,
63,,呂蒙,借我看看……,
64,,呂蒙,薇薇安學姐，這上面只是說要圓形球體，並沒說非要水晶球啊？我這個水銀球給你吧！,
65,,銀月,優秀的劍術者不會因為使用更為鋒利的劍而變得更強，也不會因為使用鈍刀而變得軟弱。工具只是工具而已,
66,,銀月,她看起來很困擾的樣子，你就借給她吧。,
67,,呂蒙,（可憐巴巴看著）,
68,,薇薇安,……好吧。既然銀月都這麼說了。我就勉為其難……但是你排練完一定要早點還回來啊！,
69,占卜的正確打開方式不是這樣吧！,薇薇安,這期間就用這個水銀球代替一下吧……,
70,,薇薇安,銀月學姐，把手搭上來。,
71,,銀月,是這樣嗎？,
72,,薇薇安,是的。把手搭上來，然後冥想問題……,
73,,銀月,（照做）,
74,,,……,
75,,,……,
76,,薇薇安,……,
77,,銀月,已經過去十分鐘了呢。請問好了嗎？,
78,,薇薇安,……咦……為什麼，為什麼這個球沒有散發光芒啊,
79,,,因為是水銀的嗎……,
80,,薇薇安,這不科學啊。難道還是道具的事……我要去找呂蒙把水晶球拿回來……,
81,,薇薇安,對不起啊，銀月學姐。我可能還是學藝不精。耽誤你時間了,
82,,銀月,沒事。指望用占卜來獲取答案的我還是太怠惰了。接下來，我會更加勤奮的。那麼我先告辭了,
83,,薇薇安,雖然只是出借為何我覺得有點受打擊……什麼叫指望占卜……以及勤奮是什麼意思……更加勤奮的找東西嗎……,
84,,芬里爾,薇薇安！你在嗎！！,
85,,,……,
86,,,這人又是怎麼回事。為什麼要破窗而入，雖然我這是個帳篷。,
87,,芬里爾,聽說你這裡有靈驗的占卜服務能幫忙找東西？,
88,,薇薇安,服務有，但是好像不靈驗。,
89,,芬里爾,薇薇安！請看在同學情分上，幫我找一下「變強秘笈」吧！我要成為銀河第一強！,
90,,薇薇安,夢話留到晚上說。還是你要去找呂布打一架清醒點啊？,
91,,芬里爾,我很清醒啊，我這不就是為了超越她才來找你嗎？,
92,,薇薇安,……,
93,,,頭好痛,
94,,,趕緊打發她走吧,
95,,薇薇安,那你試試吧。不過我不保證效果。畢竟我也是第一次使用這個。可能會翻車的,
96,,,畢竟剛剛已經翻了,
97,,,如果這次也翻了,
98,,,你就趕緊走吧,
99,,芬里爾,好的！我已經準備好了！！！來吧——,
100,,,熱血的傢伙都是笨蛋。笨蛋都很麻煩。,
101,,薇薇安,……,
102,,芬里爾,……,
103,,芬里爾,你是不是不太行？,
104,,薇薇安,我確實好像不太行。,
105,,芬里爾,走了。實在是沒勁。,
106,,,……,
107,,,莫名想發火是怎麼回事。,
108,,,（十分鐘後）,
109,,華佗,打擾了，請問有人在……唉呀，薇薇安你在呀，你沒出來迎接，我還以為你不在而且你怎麼落淚了？,
110,,薇薇安,華佗學姐……你居然……這麼禮貌的……這麼正常的掀開門簾進來……我好感動……,
111,,華佗,……,
112,,薇薇安,（擦拭淚花）請問你有什麼事嗎？,
113,,華佗,我看你狀態不太好的樣子。需要我下次再來嗎？,
114,,薇薇安,不不不！請說吧……不會又是來占卜的吧？,
115,,華佗,不是的。是我那裡來了兩位奇怪的病患。病情很奇怪……我從他們身邊人打聽到……今天他們的行程路線裡和平時不一樣的地方只有到你這裡來了。,
116,,華佗,請問，你都做了些什麼呢？,
117,,薇薇安,兩位病患……？誰啊？,
118,,華佗,（往後一喊）你們，進來吧。,
119,,,應和她的聲音走進來兩個小女孩,
120,,,按道理，小女孩應該都是很美好的存在,
121,,,但是這倆讓我看了心裡多少有些害怕,
122,,薇薇安,……咦。,
123,,華佗,禮貌些要叫姐姐哦。,
124,,兒童版銀月,姐姐！,
125,,兒童版芬里爾,姐姐！,
126,,薇薇安,……,
127,,,……,
128,,華佗,啊！薇薇安同學！不要暈倒——,
129,好想逃避啊,,意識沉澱在一片虛無之海,
130,,,按照慣例，這個時候應該會出現一束微弱的光線,
131,,,然後會有人呼喚我的名字,
132,,,我就差不多該醒了……,
133,,？？,薇薇安……,
134,,？？？,薇薇……安……,
135,,,啊啊，來了，這溫柔的……呼喚……,
136,,隊員A,她怎麼還不醒？,
137,,隊員B,啊啊，這樣一直等下去不是辦法啊,
138,,呂玲綺,這個時候就是一桶水潑上去的時候了！不能等她醒來吧，芬里爾這個樣子好像耽誤不得吧？,
139,,薇薇安,我醒了。真的是很有用的呼喚。,
140,,華佗,你醒了，你有哪裡不適嗎？,
141,,薇薇安,目前沒有，如果我再不醒過來可能就要不適了。,
142,,華佗,這樣啊。那現在我可以問一下關於這兩位小朋友的事嗎？,
143,,,可以的話，確實還想多暈一會兒。,
144,,華佗,原來如此，如此說來。你是聽了司馬昭的建議臨時更換了占卜工具？,
145,,薇薇安,是的。,
146,,華佗,然後經不住呂蒙的懇求，又臨時換了水晶球？,
147,,薇薇安,是的……,
148,,華佗,這整個過程聽起來，只有水晶球的部分很可疑。,
149,,薇薇安,我覺得司馬昭也很可疑。,
