id,desc
1,學長，混沌首領出現在的學園里，目前我們戰力不足，需要請求支援，快去邀請好友組成小隊，一起退治混沌吧~
2,點擊這裡，可以查看好友信息，選擇適合您的隊友一起戰鬥~
3,點擊這裡，可以查看好友的隊伍，申請加入其它好友的小隊
4,這裡是學院地圖，混沌已經出現了，點擊頭像可以進入戰鬥~
5,對了，混沌出現期間無法邀請好友，也無法加入其它小隊，要在混沌被擊退的休整期抓緊時間與其他好友組成隊伍！
6,這裡會顯示本次退治剩餘時間
7,點擊這裡，可以查看退治混沌首領的獎勵
8,點擊這裡，可以查看其它的一些規則，接下來就由學長自由探索啦！
9,學長，混沌首領出現在的學園里，目前我們戰力不足，需要請求支援，快去邀請好友組成小隊，一起退治混沌吧~
10,點擊這裡，可以查看好友信息，選擇適合您的隊友一起戰鬥~
11,點擊這裡，可以查看好友的隊伍，申請加入其它好友的小隊
12,這裡是學院地圖，目前混沌還沒有出現
13,混沌出現期間無法邀請好友，也無法加入其它小隊，所以在混沌被擊退的休整期一定要抓緊時間與其他好友組成隊伍哦！
14,這裡會顯示距離下一次混沌侵襲的時間
15,點擊這裡，可以查看退治混沌首領的獎勵
16,點擊這裡，可以查看其它的一些規則，接下來就由學長自由探索啦！
