id,name,suit_name,skin_text
1011,騎士銀劍,,
2011,騎士鎧甲,,
3011,騎士銀盾,,
4011,騎士下裝,,
1012,高級騎士銀劍,,
2012,高級騎士鎧甲,,
3012,高級騎士銀盾,,
4012,高級騎士下裝,,
1021,運動排球,,
2021,運動短袖,,
3021,運動髮結,,
4021,運動短褲,,
1022,高級運動排球,,
2022,高級運動短袖,,
3022,高級運動髮結,,
4022,高級運動短褲,,
1031,沙灘水槍,,
2031,沙灘比基尼,,
3031,沙灘帽子,,
4031,沙灘泳褲,,
1032,中級沙灘水槍,,
2032,中級沙灘比基尼,,
3032,中級沙灘帽子,,
4032,中級沙灘泳褲,,
1033,高級沙灘水槍,,
2033,高級沙灘比基尼,,
3033,高級沙灘帽子,,
4033,高級沙灘泳褲,,
1041,校園課本,,
2041,校園服飾,,
3041,校園領結,,
4041,校園長裙,,
1042,高級校園課本,,
2042,高級校園服飾,,
3042,高級校園領結,,
4042,高級校園長裙,,
1043,兔女郎蘿蔔,兔女郎套裝,
2043,兔女郎上衣,兔女郎套裝,
3043,兔女郎耳飾,兔女郎套裝,
4043,兔女郎鞋子,兔女郎套裝,
1044,高級兔女郎蘿蔔,高級兔女郎套裝,
2044,高級兔女郎上衣,高級兔女郎套裝,
3044,高級兔女郎耳飾,高級兔女郎套裝,
4044,高級兔女郎鞋子,高級兔女郎套裝,
1051,歌姬電吉他,歌姬套裝,
2051,歌姬演出服,歌姬套裝,
3051,歌姬白耳機,歌姬套裝,
4051,歌姬龐克鞋,歌姬套裝,
1052,女僕蛋糕,女僕套裝,
2052,女僕圍裙,女僕套裝,
3052,女僕頭帶,女僕套裝,
4052,女僕皮鞋,女僕套裝,
1053,探險背包,探險套裝,
2053,探險服飾,探險套裝,
3053,探險眼鏡,探險套裝,
4053,探險短褲,探險套裝,
1054,魔法掃帚,魔法套裝,
2054,魔法服飾,魔法套裝,
3054,魔法帽子,魔法套裝,
4054,魔法長靴,魔法套裝,
1061,日式羽扇,日式套裝,
2061,日式和服,日式套裝,
3061,日式花結,日式套裝,
4061,日式木屐,日式套裝,
1062,古典紙傘,古典套裝,
2062,古典漢服,古典套裝,
3062,古典髮簪,古典套裝,
4062,古典繡鞋,古典套裝,
1063,公主布偶,公主套裝,
2063,公主服飾,公主套裝,
3063,公主皇冠,公主套裝,
4063,公主白鞋,公主套裝,
1064,電子雷光劍,電子套裝,
2064,電子緊身服,電子套裝,
3064,電子輻射鏡,電子套裝,
4064,電子潛行靴,電子套裝,
1065,惡魔鐮刀,惡魔套裝,
2065,惡魔華衣,惡魔套裝,
3065,惡魔耳朵,惡魔套裝,
4065,惡魔短靴,惡魔套裝,
1066,天使法杖,天使套裝,
2066,天使羽衣,天使套裝,
3066,天使花結,天使套裝,
4066,天使聖翼,天使套裝,
1999,特殊装备1,特殊套裝,
2999,特殊装备2,特殊套裝,
3999,特殊装备3,特殊套裝,
4999,特殊装备4,特殊套裝,
5101,冰藍水晶,,
5102,冰藍水晶,,
5103,冰藍水晶,,
5104,冰藍水晶,,
5105,冰藍水晶,,
5106,冰藍水晶,,
5107,冰藍水晶,,
5108,冰藍水晶,,
5109,冰藍水晶,,
5110,冰藍水晶,,
5111,冰藍水晶,,
5112,冰藍水晶,,
5113,冰藍水晶,,
5114,冰藍水晶,,
5115,冰藍水晶,,
5116,冰藍水晶,,
5201,晶黃水晶,,
5202,晶黃水晶,,
5203,晶黃水晶,,
5204,晶黃水晶,,
5205,晶黃水晶,,
5206,晶黃水晶,,
5207,晶黃水晶,,
5208,晶黃水晶,,
5209,晶黃水晶,,
5210,晶黃水晶,,
5211,晶黃水晶,,
5212,晶黃水晶,,
5213,晶黃水晶,,
5214,晶黃水晶,,
5215,晶黃水晶,,
5216,晶黃水晶,,
5301,符文水晶,,
5302,符文水晶,,
5303,符文水晶,,
5304,符文水晶,,
5305,符文水晶,,
5306,符文水晶,,
5307,符文水晶,,
5308,符文水晶,,
5309,符文水晶,,
5310,符文水晶,,
5311,符文水晶,,
5312,符文水晶,,
5313,符文水晶,,
5314,符文水晶,,
5315,符文水晶,,
5316,符文水晶,,
5317,符文水晶,,
5318,符文水晶,,
5319,符文水晶,,
5320,符文水晶,,
5321,符文水晶,,
5322,符文水晶,,
5323,符文水晶,,
5324,符文水晶,,
5401,蓬萊水晶,,
5402,蓬萊水晶,,
5403,蓬萊水晶,,
5404,蓬萊水晶,,
5405,蓬萊水晶,,
5406,蓬萊水晶,,
5407,蓬萊水晶,,
5408,蓬萊水晶,,
5409,蓬萊水晶,,
5410,蓬萊水晶,,
5411,蓬萊水晶,,
5412,蓬萊水晶,,
5413,蓬萊水晶,,
5414,蓬萊水晶,,
5415,蓬萊水晶,,
5416,蓬萊水晶,,
5417,蓬萊水晶,,
5418,蓬萊水晶,,
5419,蓬萊水晶,,
5420,蓬萊水晶,,
5421,蓬萊水晶,,
5422,蓬萊水晶,,
5423,蓬萊水晶,,
5424,蓬萊水晶,,
5501,紅瑪瑙水晶,,
5502,紅瑪瑙水晶,,
5503,紅瑪瑙水晶,,
5504,紅瑪瑙水晶,,
5505,紅瑪瑙水晶,,
5506,紅瑪瑙水晶,,
5507,紅瑪瑙水晶,,
5508,紅瑪瑙水晶,,
5509,紅瑪瑙水晶,,
5510,紅瑪瑙水晶,,
5511,紅瑪瑙水晶,,
5512,紅瑪瑙水晶,,
5513,紅瑪瑙水晶,,
5514,紅瑪瑙水晶,,
5515,紅瑪瑙水晶,,
5516,紅瑪瑙水晶,,
5517,紅瑪瑙水晶,,
5518,紅瑪瑙水晶,,
5519,紅瑪瑙水晶,,
5520,紅瑪瑙水晶,,
5521,紅瑪瑙水晶,,
5522,紅瑪瑙水晶,,
5523,紅瑪瑙水晶,,
5524,紅瑪瑙水晶,,
5525,紅瑪瑙水晶,,
5526,紅瑪瑙水晶,,
5527,紅瑪瑙水晶,,
5528,紅瑪瑙水晶,,
5529,紅瑪瑙水晶,,
5530,紅瑪瑙水晶,,
5531,紅瑪瑙水晶,,
5532,紅瑪瑙水晶,,
5533,紅瑪瑙水晶,,
5534,紅瑪瑙水晶,,
5535,紅瑪瑙水晶,,
5536,紅瑪瑙水晶,,
5537,紅瑪瑙水晶,,
5538,紅瑪瑙水晶,,
5539,紅瑪瑙水晶,,
5540,紅瑪瑙水晶,,
5541,紅瑪瑙水晶,,
5542,紅瑪瑙水晶,,
5543,紅瑪瑙水晶,,
5544,紅瑪瑙水晶,,
5545,紅瑪瑙水晶,,
5546,紅瑪瑙水晶,,
5601,龍玉,,
5602,龍玉,,
5603,龍玉,,
5604,龍玉,,
5605,龍玉,,
5606,龍玉,,
5607,龍玉,,
5608,龍玉,,
5609,龍玉,,
5610,龍玉,,
5611,龍玉,,
5612,龍玉,,
5613,龍玉,,
5614,龍玉,,
5615,龍玉,,
5616,龍玉,,
5617,龍玉,,
5618,龍玉,,
5619,龍玉,,
5620,龍玉,,
5621,龍玉,,
5622,龍玉,,
5623,龍玉,,
5624,龍玉,,
5625,龍玉,,
5626,龍玉,,
5627,龍玉,,
5628,龍玉,,
5629,龍玉,,
5630,龍玉,,
5631,龍玉,,
5632,龍玉,,
5633,龍玉,,
5634,龍玉,,
5635,龍玉,,
5636,龍玉,,
5637,龍玉,,
5638,龍玉,,
5639,龍玉,,
5640,龍玉,,
6000,精華,,
6001,彩色粉筆,,
6002,板凳,,
6003,邪惡彎刀,,
6004,警示燈,,
6005,魔法入門指導,,
6006,彩色粉筆,,
6007,板凳,,
6008,邪惡彎刀,,
6009,警示燈,,
6010,魔法入門指導,,
6011,彩色粉筆,,
6012,板凳,,
6013,邪惡彎刀,,
6014,警示燈,,
6015,魔法入門指導,,
6016,彩色粉筆,,
6017,板凳,,
6018,邪惡彎刀,,
6019,警示燈,,
6020,魔法入門指導,,
6021,黃金魔方,,
6022,銀白皇冠,,
6023,巫女詛咒,,
6024,萬能包,,
6025,魔法進階指南,,
6026,黃金魔方,,
6027,銀白皇冠,,
6028,巫女詛咒,,
6029,萬能包,,
6030,魔法進階指南,,
6031,黃金魔方,,
6032,銀白皇冠,,
6033,巫女詛咒,,
6034,萬能包,,
