id,desc
1,你就是從異次元被選召的人嗎，我們校園正處於危機之中，原本和平相處的惡魔學院突然開始發狂，可能是受神秘力量感染。\n快來和我們[c][d76500]締結契約[-][/c]，征服這個校園吧！
2,那么，學長快告訴我你的[c][d76500]名字[-][/c]吧！
3,那麼，接下來就由我帶著學長一步一步地熟悉校園喔~
4,學長看~這是[c][d76500]扭蛋[-][/c]的入口
5,[c][d76500]普通扭蛋[-][/c]可以獲得大部分的戰姬喔~\n（1-5星）\n不過需要消耗[c][d76500]普通扭蛋代幣[-][/c]呢！
6,正好免費喔~\n學長試一試吧~
7,
8,[c][d76500]高級扭蛋[-][/c]可以獲得更[c][d76500]高品質[-][/c]戰姬喔~\n（3-5星）\n需要消耗[c][d76500]鑽石[-][/c]或[c][d76500]高級扭蛋代幣[-][/c]喔~
9,看~這次高級扭蛋也免費
10,
11,好啦~學長已經熟悉抽取戰姬了，接下來就一起來看看[c][d76500]戰鬥[-][/c]吧~
12,這裡這裡~\n學長[c][d76500]戰鬥[-][/c]在這裡~
13,學長~戰鬥之前要先設置參戰的戰姬喔~
14,點擊戰姬頭像，選擇出戰的戰姬囉~
15,
16,準備就緒~\n學長快保存陣容吧~
17,那麼，就開始戰鬥啦~
18,出戰的戰姬們會自動戰鬥\n學長得常來收穫[c][d76500]戰利品[-][/c]喔
19,戰姬們正在探索這個關卡\n結束後會觸發[c][d76500]戰鬥[-][/c]喔~
20,哇！[c][d76500]戰鬥事件[-][/c]觸發啦！\n學長我們去看看吧！
21,首先~學長要選擇出戰的戰姬喔~
22,
23,準備好啦~\n那我們就開始戰鬥吧~
24,每個戰姬都有自己的[c][d76500]陣營[-][/c]喔~\n不同陣營之間的戰姬有互相對應的[c][d76500]剋制關係[-][/c]！\n點擊左下角按鈕就可查看詳情啦~
25,
26,
27,
28,誒嘿，獲得了戰姬碎片啦\n快來背包裡[c][d76500]合成[-][/c]戰姬囉~
29,學長，[c][d76500]碎片合成[-][/c]的入口在這裡啦~
30,碎片足夠可以召喚戰姬喔\n點擊戰姬頭像吧~
31,
32,
33,
34,啊~戰姬還需要變得更強喔
35,來~點擊[c][d76500]教務[-][/c]按鈕
36,學長來看看[c][d76500]轉學[-][/c]功能吧~
37,戰姬轉學後可以獲取[c][d76500]經驗飲料[-][/c]，飲料可是戰姬升級的重要材料呢~
38,快選擇要轉學的戰姬呢~
39,
40,
41,好噠~\n現在我們去[c][d76500]升級[-][/c]戰姬囉~
42,
43,經驗飲料夠了之後\n要點這裡升級戰姬喔~
44,哇，再升一級~
45,學長真聰明！\n我們再來一次吧！
46,升級後戰姬更厲害了喔！讓我們試最後一次吧~
47,接著給戰姬穿上[c][d76500]裝備[-][/c]喔~
48,點擊武器圖示，選擇一個武器吧~
49,
50,
51,哇，真厲害！\n戰姬又變得更強大了呢！
52,
53,走啦~學長~\n現在我們繼續去冒險吧~
54,唔…[c][d76500]解鎖關卡[-][/c]要強大的隊伍喔，去添加新的戰姬囉
55,
56,[c][d76500]掛機隊列[-][/c]會隨著學長等級逐步解鎖喔~要記得及時添加新戰姬喔~
57,學長~點擊這裡可以去\n下一個冒險區域喔~
58,
59,這裡可領取掛機戰利品，時間越長戰利品越多喔~
60,讓我們開始新的戰鬥吧~
61,點擊戰姬頭像，選擇出戰的戰姬囉~
62,[c][d76500]拖動[-][/c]頭像可以交換位置喔~
63,
64,
65,哇！又有新的戰利品了~\n點擊領取吧~
66,開心~\n又可以去新的區域啦~
67,
68,哇~學長真棒！不過學長要記得定時來領取掛機戰利品喔，掛機[c][d76500]10小時[-][/c]後就無法獲取更多的戰利品了呢~
69,[c][d76500]首頁[-][/c]好像發生了好事情\n學長我們去看看吧~
70,在這裡領取[c][d76500]上線獎勵[-][/c]喔~
71,點擊[c][d76500]精彩活動[-][/c]去領取每日[c][d76500]簽到[-][/c]獎勵吧~
72,
73,
74,[c][d76500]首頁[-][/c]還有好東西喔~
75,快來看看[c][d76500]福利[-][/c]裡有些什麼東西吧~
76,[c][d76500]福利社[-][/c]裡可是有很多寶貝的喔~
77,哇！居然有[c][d76500]高級扭蛋代幣[-][/c]\n學長運氣真好~快購買吧
78,
79,
80,快來試試[c][d76500]代幣[-][/c]扭蛋吧~
81,[c][d76500]高級扭蛋代幣[-][/c]可以進行一次高級扭蛋喔！試試吧~
82,
83,來繼續我們的冒險囉~
84,要記得經常提升你的戰姬喔~
85,當學長迷茫時，可點擊首頁上方的[c][d76500]變強[-][/c]按鈕喔~在那裡可以看到如何增強實力呢~\n那麼學長，就祝你有一個奇妙的校園生活啦~
86,
87,
88,
89,
90,
91,
92,
93,
94,
95,來~點擊[c][d76500]社團[-][/c]按鈕，創建或加入一個社團吧~
96,
97,
98,
99,
100,
101,
102,
103,
104,
105,
106,學長，點擊這裡進入造型介面~
107,點擊這裡查看造型的詳細信息~\n學長可以在[c][d76500]戰姬詳情[-][/c]介面中的[c][d76500]造型[-][/c]內為戰姬穿上該造型
