id,name,desc
1,隱蹤,上陣6個[c][0195c5]隱蹤學院[-][/c]的戰姬可獲得強大屬性加成
2,神威,上陣6個[c][0069cc]神威學院[-][/c]的戰姬可獲得強大屬性加成
3,風見,上陣6個[c][cc0011]風見學院[-][/c]的戰姬可獲得強大屬性加成
4,曇華,上陣6個[c][369900]曇華學院[-][/c]的戰姬可獲得強大屬性加成
5,修羅,上陣6個[c][9227cc]修羅學院[-][/c]的戰姬可獲得強大屬性加成
6,辰星,上陣6個[c][d76500]辰星學院[-][/c]的戰姬可獲得強大屬性加成
7,彩虹,上陣6個[c][000000]不同學院[-][/c]的戰姬可獲得強大屬性加成
8,天地,上陣3個[c][9227cc]修羅學院[-][/c]和3個[c][d76500]辰星學院[-][/c]的戰姬可獲得強大屬性加成
9,邪惡,上陣2個[c][9227cc]修羅學院[-][/c]、2個[c][0195c5]隱蹤學院[-][/c]以及2個[c][cc0011]風見學院[-][/c]的戰姬可獲得強大屬性加成
10,光明,上陣2個[c][d76500]辰星學院[-][/c]、2個[c][0069cc]神威學院[-][/c]以及2個[c][369900]曇華學院[-][/c]的戰姬可獲得強大屬性加成
11,平衡,上陣3個[c][0069cc]神威學院[-][/c]和3個[c][369900]曇華學院[-][/c]的戰姬可獲得強大屬性加成
12,妖靈,上陣3個[c][0195c5]隱蹤學院[-][/c]和3個[c][cc0011]風見學院[-][/c]的戰姬可獲得強大屬性加成
13,傳染,上陣3個[c][cc0011]風見學院[-][/c]和3個[c][369900]曇華學院[-][/c]的戰姬可獲得強大屬性加成
14,變異,上陣3個[c][0069cc]神威學院[-][/c]和3個[c][cc0011]風見學院[-][/c]的戰姬可獲得強大屬性加成
15,共生,上陣3個[c][0195c5]隱蹤學院[-][/c]和3個[c][369900]曇華學院[-][/c]的戰姬可獲得強大屬性加成
16,對立,上陣3個[c][0195c5]隱蹤學院[-][/c]和3個[c][0069cc]神威學院[-][/c]的戰姬可獲得強大屬性加成
17,混沌,上陣3個[c][d76500]辰星[-][/c]或[c][9227cc]修羅[-][/c]學院的戰姬和3個不同陣營的[c][0195c5]隱蹤[-][/c]、[c][0069cc]神威[-][/c]、[c][cc0011]風見[-][/c]或[c][369900]曇華[-][/c]學院的戰姬可獲得強大屬性加成
18,偽裝,上陣3個[c][0195c5]隱蹤學院[-][/c]、2個[c][369900]曇華學院[-][/c]以及1個[c][cc0011]風見學院[-][/c]的戰姬可獲得強大屬性加成
19,堅韌,上陣3個[c][0069cc]神威學院[-][/c]、2個[c][cc0011]風見學院[-][/c]以及1個[c][369900]曇華學院[-][/c]的戰姬可獲得強大屬性加成
20,融合,上陣3個[c][cc0011]風見學院[-][/c]、2個[c][0195c5]隱蹤學院[-][/c]以及1個[c][0069cc]神威學院[-][/c]的戰姬可獲得強大屬性加成
21,和諧,上陣3個[c][369900]曇華學院[-][/c]、2個[c][0069cc]神威學院[-][/c]以及1個[c][0195c5]隱蹤學院[-][/c]的戰姬可獲得強大屬性加成
22,阻礙,上陣2個[c][369900]曇華學院[-][/c]、2個[c][0195c5]隱蹤學院[-][/c]以及2個[c][0069cc]神威學院[-][/c]的戰姬可獲得強大屬性加成
23,凝聚,上陣2個[c][0195c5]隱蹤學院[-][/c]、2個[c][0069cc]神威學院[-][/c]以及2個[c][cc0011]風見學院[-][/c]的戰姬可獲得強大屬性加成
24,進化,上陣2個[c][0069cc]神威學院[-][/c]、2個[c][cc0011]風見學院[-][/c]以及2個[c][369900]曇華學院[-][/c]的戰姬可獲得強大屬性加成
25,新生,上陣2個[c][cc0011]風見學院[-][/c]、2個[c][369900]曇華學院[-][/c]以及2個[c][0195c5]隱蹤學院[-][/c]的戰姬可獲得強大屬性加成
