id,title,desc
10111,照相館-1,我不是故意的
10112,照相館-1,哪……哪有！我……我是在看牆上的裝飾……（心虛）
10113,照相館-1,因為小甘無論何時都很好看啊~
10121,照相館-2,與甘夫人衣著相似的小袖
10122,照相館-2,端莊整潔的洋服
10123,照相館-2,保持身上衣著不更換
10131,照相館-3,把這張照片給甘夫人
10132,照相館-3,靜靜等待
10133,照相館-3,索要底片
10211,高級餐廳-1,烤栗子布朗尼
10212,高級餐廳-1,香煎鮟鱇魚
10213,高級餐廳-1,燜蒸竹節蝦
10221,高級餐廳-2,除了金錢的味道並沒有嘗到其他呢……
10222,高級餐廳-2,並不怎麼樣呢，看起來這回廚師發揮失常了。
10223,高級餐廳-2,除了美味已經沒法用其他詞形容了。
10231,高級餐廳-3,豪邁地支付帳單
10232,高級餐廳-3,吐露無法支付的真相
10233,高級餐廳-3,扭扭捏捏地支付帳單
10311,和服店-1,因為真的非常美麗，所以情不自禁就誇獎了起來
10312,和服店-1,只是一句誇獎，小甘不要太過在意了。
10313,和服店-1,非常美麗，希望小甘下次還可以這麼裝扮。
10321,和服店-2,黑色
10322,和服店-2,紺青色
10323,和服店-2,茶色
10331,和服店-3,要先看看新款的振袖嗎？我覺得很適合小甘哦。
10332,和服店-3,暫時這種詞有一種不信任感呢……
10333,和服店-3,誒誒？暫時！不不，不是……
10411,和果子店-1,黑糖口味的羊羹
10412,和果子店-1,抹茶口味的羊羹
10413,和果子店-1,羊羹
10421,和果子店-2,嗯！綿密軟彈，非常美味呢~
10422,和果子店-2,雖然看上去非常不起眼，但是味道卻非常不錯
10423,和果子店-2,真是非常抱歉，果然太甜的口味不太適合我呢~
10431,和果子店-3,是什麼特別的東西，請小甘帶我去看吧~
10432,和果子店-3,特……特別，是為我準備的嗎？
10433,和果子店-3,真的要去嗎？那麼請恕我冒昧了。
10511,歇腳處-1,當……當然，作為學長，當然是要負起照顧大家的責任！
10512,歇腳處-1,小甘……不要為難我了啦。
10513,歇腳處-1,就算是大家都有的溫柔，給小甘的也是獨一份呢。
10521,歇腳處-2,將自己背包裡的水遞給小甘
10522,歇腳處-2,快速跑向旁邊的便利店買來礦泉水
10523,歇腳處-2,勸說甘夫人同你一起前往不遠處的飲品店
10531,歇腳處-3,從背包中拿出寫的滿滿的行程安排單
10532,歇腳處-3,從口袋中拿出為甘夫人準備好的禮物
10533,歇腳處-3,一籌莫展時只好拉住甘夫人的手
10611,金魚攤-1,不用擔心，金魚很好飼養的，只會按時投喂飼料、換水就可以了~
10612,金魚攤-1,正是因為沒有嘗試過，所以更值得去體驗一下不是嗎？
10613,金魚攤-1,不必擔憂，可以交給我哦，之後小甘也可以常常來探望它。
10621,金魚攤-2,金色的金魚
10622,金魚攤-2,紅色的金魚
10623,金魚攤-2,白色帶黑色斑點的金魚
10631,金魚攤-3,如果魚缸裡只有一條金魚的話，它會很寂寞吧，所以再為它尋找一位夥伴吧。
10632,金魚攤-3,放心，我會和小甘一起好好照顧這些金魚的。
10633,金魚攤-3,就算是最細心的照顧，金魚們還是會走向死亡的，所以不用太在意啦~
10711,炒麵攤-1,非常好吃哦！特別是醬油味的，小甘一定會喜歡的~
10712,炒麵攤-1,味道不錯呢~如果小甘相信我的話，一定要試一下哦！
