id,title,text
1,任性的貓,人們常說，貓是一種高傲的動物。但要以此來解釋這只大尾喵的態度仍然過於牽強。黃月英最早在森林中發現了他，在經歷了一場惡戰，並（被迫）交出大量使魔餅乾後，才將其帶回學園，並起名「阿喵」。黃月英本期望阿喵能像其他使魔一樣融入學園生活、幫助學生們訓練。但不久後，當她和巴魯又一次帶著一身燒傷和抓痕離開動物保護社時，她終於放棄了。「我受不了了啦！」一向耐心的黃月英無奈地哭道。不過，阿喵最終還是以自己的方式融入了學園——他（看似）可愛的外表讓學生們對他格外寬容，而不吃這套的人則大多領教過他纏繞火焰的利爪。儘管他時不時便引發些問題，但好在他似乎並不介意在必要時向學園提供協助……如果他心情好的話。
2,學園之主？,如果在學園裡做一個調查，「最羡慕誰的生活」的話，十人中起碼會有九人回答「阿喵」吧。阿喵的身影可能出現在學園的任何地方，樹上，牆上，教室裡，操場上，而大多數時候他都在悠閒地睡覺。當學生們在教室裡與書本苦戰，或是在操場上艱苦地訓練時，看到在一旁堂而皇之睡覺的阿喵，心中感到的不平衡不難想像。而在阿喵少見地醒著的時候，他則總是不厭其煩地穿梭於學園的角角落落，打量著遇見的每一個人，不時還仿佛認同般地微微點頭，簡直像是在巡視自己的領地……喂喂，怎麼回事，他該不會是把自己當成學園的主人了吧？
3,獵手的耐心,某一天，黃月英用盡千方百計，連哄帶騙，終於說服阿喵接受了一次體檢。這本來只是例行體檢，但體檢結果讓黃月英大為意外。阿喵的身體雖然並無大礙，但魔力卻極為虛弱，阿喵成天睡覺或許也是由此所致。黃月英沒能找出其原因，多種恢復魔力的方法也宣告失敗。魔力完全流失究竟會造成什麼影響？也許阿喵將再也無法使用火焰，也可能會有某種更為嚴重的後果。但看他那悠閒的樣子，他究竟是對此毫不知情，還是故作輕鬆？仔細觀察一下他審視學園的眼神就會發現，那是屬於獵手的眼神。而他正仿佛潛伏于林中的獵手，耐心等待著合適的時機。
4,身負「叛徒」之名,阿喵出生於昏暗的地道之中，從小挖掘著堅硬的泥土，從中尋找寥寥無幾的蠕動的食物；與此同時還要時常聆聽四周的動靜，提防那些危險的混沌。他們已經像這樣過了很長時間，但神奇的是，阿喵知道他們曾經的生活並不是這樣。他們在林間穿梭，在溪中嬉戲，虔誠地崇拜著狩獵與火焰之神。而如今，看著同胞們在與混沌的鬥爭中接連倒下，他深知若不另尋出路，他們終將與這些地道一同葬於地下。於是，阿喵選擇離開，前去尋找可供族群棲息的安寧之地。他的同胞，以及那名揮舞雙鐮的少女必會因他逃離了神聖的戰爭而稱他為「叛徒」。但當他離開族群時，便已經做好了背負「叛徒」之惡名的準備。至今他已多次無功而返，而這一次，無論成功與否，恐怕都將是最後一次。
5,蘇醒,幽夢學園陰暗而深邃的地下倉庫如同人們的記憶，在其角落堆積著因各種原因而被人遺棄的物品。在一次對倉庫的清點中，一名技術部的學生發現了鏽跡斑斑，殘破不已的羅伯特。這樣的金屬製品在倉庫中本不稀奇，但這位學生卻將羅伯特私自帶回宿舍，並意外地重啟了他，引起了一陣不小的騷亂。在米迦勒會長為時三小時的嚴厲說教後，該學生透露，她當時有看到羅伯特對自己發出求救的信號，甚至還給出了如何完成啟動操作的指示。如果這一切屬實，那就表明羅伯特並沒有真正的故障，而這一切也不是意外。
6,進化,羅伯特在重新啟動之後，成為了技術部炙手可熱的研究物件。研究一開始，她們便驚訝地發現羅伯特體內所用的科技與幽夢科技截然不同。而當研究繼續進行，更多離奇的事情發生了。羅伯特開始自主地修復殘破的資料，並在此基礎上飛快地發展，羅伯特的記憶體中每天都在出現新的程式。而這一切最終化為了實體的外在體現——一台能夠成長的機械。技術部的成員見到此景，面面相覷，久不能言。這是遠超她們理解的科技，堪稱魔法。遺憾的是，技術部的成員多來自風見學院，鮮有人掌握魔法。
7,魯班的志向,在百年戰爭時期，羅伯特流落至幽夢森林附近，並被幽夢軍團尋得。之後，魯班主導開展了對羅伯特的研究，從中接觸到了這種神秘莫測的科技，自此，她心中便燃起了永不熄滅的探索與求知之火。這使她製作出了眾多難以理解而威力強大的發明，並在最終又拋棄這一切，毅然決然地離開學園，前去尋找神秘科技的起源之地。
8,遙遠的天空,「冷。」這是羅伯特所發出的第一個有意義的句子，「好冷，好黑。」但是當時房間裡的情況遠算不上冷，更算不上黑。說到底，技術部的學生們根本不知道溫度和亮度對羅伯特是否有影響。\n羅伯特時常仰望高遠的天空，空中的雲層泛著與羅伯特的外殼相同的白色。在眾神時代，曾有人信仰一柱漂浮於雲層之上的白色巨神。人們稱其為「雲海中的白鯨」、「雲巔之主」，又或是「蔽日的鋼鐵之雲」。羅伯特之所以看向天空，或許是因為機械也有他們自己的神吧。
9,不速之客,大多數幽夢學園的學生都能夠感知魔力的流動，只是在能力上有高有低。某一天，學園周邊突然產生了異常的魔力流，烈如風暴，亂如激流，在空中留下久久未散的紫色霧氣旋渦，讓幾乎所有學生都產生了耳鳴、頭疼甚至幻覺症狀。而後，傷痕累累的「信使」出現在了旋渦中心。毫無疑問，這只生有雙翼，體態纖長的生物與魔力亂流有著直接的聯繫。於是，學園將其置於了嚴密的保護與管理之中。
10,待解之謎,即便在幽夢學園之中，「信使」也是最奇特的生物之一。在確認了她的友善與無害之後，學園便開始了對其生態的研究。對「信使」來說，食物似乎並不是必需品，儘管她會欣然吞下黃月英製作的使魔餅乾，但恐怕只是出於興趣。另一方面，「信使」展現出了卓越的魔力操作能力，也許她就是用這種能力引發了當時的魔力亂流。然而，她究竟是如何憑空出現在學園的？這個更加重要的問題卻始終找不到答案。
