id,name
25010001,低級命魂精華
25010002,中級命魂精華
25010003,高級命魂精華
25050500,[終極赤晶Ⅰ] 合成石
25060600,[召喚者] 合成石
25060700,[裁決者] 合成石
25060800,[碎天者] 合成石
25060900,[主宰者] 合成石
25010101,鱗之命魂
25010102,痕之命魂
25010103,羽之命魂
25010104,殼之命魂
25020101,[普通黃晶Ⅰ] 鱗之命魂
25020102,[普通黃晶Ⅰ] 痕之命魂
25020103,[普通黃晶Ⅱ] 羽之命魂
25020104,[普通黃晶Ⅱ] 殼之命魂
25030101,[普通紫晶Ⅰ] 鱗之命魂
25030102,[普通紫晶Ⅰ] 痕之命魂
25030103,[普通紫晶Ⅱ] 羽之命魂
25030104,[普通紫晶Ⅱ] 殼之命魂
25030201,[初級紫晶Ⅰ] 鱗之命魂
25030202,[初級紫晶Ⅰ] 痕之命魂
25030203,[初級紫晶Ⅰ] 羽之命魂
25030204,[初級紫晶Ⅰ] 殼之命魂
25030205,[初級紫晶Ⅱ] 星之命魂
25030206,[初級紫晶Ⅱ] 月之命魂
25030301,[中級紫晶Ⅰ] 鱗之命魂
25030302,[中級紫晶Ⅰ] 痕之命魂
25030303,[中級紫晶Ⅰ] 羽之命魂
25030304,[中級紫晶Ⅰ] 殼之命魂
25030305,[中級紫晶Ⅱ] 星之命魂
25030306,[中級紫晶Ⅱ] 月之命魂
25030401,[高級紫晶Ⅰ] 鱗之命魂
25030402,[高級紫晶Ⅰ] 痕之命魂
25030403,[高級紫晶Ⅰ] 羽之命魂
25030404,[高級紫晶Ⅰ] 殼之命魂
25030405,[高級紫晶Ⅱ] 星之命魂
25030406,[高級紫晶Ⅱ] 月之命魂
25040101,[普通綠晶Ⅰ] 鱗之命魂
25040102,[普通綠晶Ⅰ] 痕之命魂
25040103,[普通綠晶Ⅱ] 羽之命魂
25040104,[普通綠晶Ⅱ] 殼之命魂
25040105,[普通綠晶Ⅲ] 星之命魂
25040106,[普通綠晶Ⅲ] 月之命魂
25040201,[初級綠晶Ⅰ] 鱗之命魂
25040202,[初級綠晶Ⅰ] 痕之命魂
25040203,[初級綠晶Ⅰ] 羽之命魂
25040204,[初級綠晶Ⅰ] 殼之命魂
25040205,[初級綠晶Ⅱ] 星之命魂
25040206,[初級綠晶Ⅱ] 月之命魂
