id,name,title,text
1,가후,비밀 자료,"
[c][f55090]생일：[-][/c]5/6
[c][f55090]외모 나이：[-][/c]14
[c][f55090]싫어하는 선물：[-][/c]검우산, 천사의 링
[c][f55090]좋아하는 선물：[-][/c]악마의 쥬스, 공룡 블럭"
2,가후,위장,가후는 이 학원의 어느 진영에 속해있지 않다. 귀여운 외모와 목소리로 인해 그녀의 주변 사람들은 그녀에게 경계심을 풀곤한다. 가후는 선배들에게 사랑받고 자주 껴안음을 당한다. 선도위원회나 DEF와도 잘 지낸다.
3,가후,기억,"첫 번째 카오스 증후군이 발병한 이후, 모든 사람들과 만나고 다니고 친하게 지낸 가후는 카오스 증후군에 감염 되었다. 하지만 그녀는 자신의 이상 증상을 다른 사람들에게 숨겼다. 카오스 증후군을 겪은 후, 새로운 기억들이 계속 떠올랐다. 그 기억들이 어디에서 오는 것인지 전혀 알 수 없었지만, 가후는 이내 자신의 기억 속에 나타나는 모든 전술과 전략에 익숙해졌고 그 기억들을 이용해 사건을 일으키는 것에 성공했다."
4,가후,경고!,"재미를 본 가후는 여러 번 기억 속에 있는 수단이나 책략을 구사해 장난감으로 사용할 수 있는 후보들을 많이 얻었다. 가엾게도, 장난감이 되어버린 자들은, 그녀들이 좋아하고 보호하려고 하는 귀여운 후배가, 남을 농락하는 못된 존재임을 몰랐다. 가후는 유몽학원의 수수께끼라고 할 수 있는 졸업에 대해서는 신경쓰지 않고, 이 학원이 그녀에게 장난감을 끊임없이 줄 것인지만 궁금해한다. 그러니까 가후를 만났을 때는 모두 조심해야 한다!"
5,황충,비밀 자료,"
[c][f55090]생일：[-][/c]4/21
[c][f55090]외모 나이：[-][/c]16
[c][f55090]싫어하는 선물：[-][/c]홍차, 바둑돌
[c][f55090]좋아하는 선물：[-][/c]새총, 선인장"
6,황충,성격,황충은 양궁부 부원이다. 그녀는 매일 양궁부에 남아서 연습하며 그 외의 것들에 대해서는 관심이 없다.남이랑 논쟁을 벌이는 것을 좋아하지 않아 대부분의 경우 간단한 경고를 날리는데 그치지만 만약 경고로도 해결할 수 없다면 힘을 이용하기도 한다.
7,황충,진영 변경,처음에 황충은 조조를 따라다니며 DEF에서 활약했는데 어떤 사건이 일어나면서 조조의 본모습을 보고 DEF로부터 멀어졌다. 그리고 얼마 되지 않아 유비의 권유로 선도위원회에 들어가게 되었다.
8,황충,왕따?,"말수가 적고 내성적인 성격의 황충은 선도위원회에서 따돌림을 받고 있었다. 또한 모든 전투 임무에서 아무런 영향도 끼치지 못하는 임무에만 배정되었다. 남들이 자신을 과소평가하는 것을 싫어하는 황충은 더 열심히 양궁 실력을 다듬어 갔다. 유비에 따르면, 황충이 더 강해진다면 선도위원회의 중요한 임무를 맡길 계획이라고 한다."
9,방천,비밀 자료,"
[c][f55090]생일：[-][/c]미지
[c][f55090]외모 나이：[-][/c]16
[c][f55090]싫어하는 선물：[-][/c]신비한 약물, 검우산
[c][f55090]좋아하는 선물：[-][/c]SF권총, SF안경"
10,방천,정의?,방천은 용감하고 정의감이 강한 소녀이며 실험실에 틀어박혀 연구 하는 것을 좋아한다.\n원래 선도위원회의 일원으로서 자신이 믿는 정의를 위해 싸웠으나 한 전투에서 조조를 만나 그녀의 기량에 반하여 DEF로 돌아왔다.
11,방천,신기,"
소문에 따르면 방천은 아마 유몽학원에서 태어난 것 같다.
그녀의 몸속에는 유몽학원에 남겨진 어떤 강력한 인물의 정신력이 깃들어 있다. 어떤 미지의 지식이 주어져 있지만 작은 조각 정도의 기억일 뿐이다.
방천은 이 기억의 파편을 바탕으로 자신의 무기 (이온 진동칼과 전자총)를 만들었다. 그 무기는 이차원의 힘을 주입할 수 있다.
무기가 너무 강해 헥사의 몸에 부작용을 가져왔지만 학원 안에서는 조조만 그 부작용에 대해 알고 있다."
12,방천,대답,"카오스 증후군 환자와의 싸움에서, 방천은 자신이 미래를 내다볼 수 있는 ""고급 예측"" 능력을 가지고 있다는 것을 깨달았다. 일초 후의 상태밖에 예측할 수 없지만 이것만으로도 그녀는 학원 내의 특별한 존재가 될 수 있었다.\n그녀의 기억은 점점 살아나고 있지만 여전히 현생에 대한 기억은 전혀 없다. 점점 방천은 자신의 과거를 찾고 싶어하는 동시에 뇌 속에 새겨진 정의를 의심하기 시작했다. 도대체 그것은 자신의 의지인가, 아니면 다른 누군가에 의해 조작된 ""설정""인가?\n적어도, 지금은 아직 답을 찾지 못했다."
13,초선,비밀 자료,"
[c][f55090]생일：[-][/c]1/31
[c][f55090]외모 나이：[-][/c]19
[c][f55090]싫어하는 선물：[-][/c]바둑돌, 머플러
[c][f55090]좋아하는 선물：[-][/c]럭키 팔찌, 데이지 헤어핀"
14,초선,선생님,유몽 학원의 학생이라면 초선을 모르는 사람이 없다. 이 학원에서 가장 베테랑 학생 중 한명이기 때문이다.\n초선 본인을 포함해 왜 그녀가 아직도 졸업하지 않았는지를 아는 사람이 없지만 그녀는 오히려 이제 신입생들의 수업을 즐기고 있는 것 같다.
15,초선,교실,"초선의 수업에서는 그녀가 주인공이다. 학생들이 자신의 미모와 스타일을 선망하는 눈빛을 좋아한다. 매혹적인 말투로 학생에게 질문하는 것도 즐긴다.\n말을 듣지 않는 학생을 길들일 때 매우 엄해지며, 치마 속에서 긴 미지의 '환욕의 속박'이라는 신비한 리본을 꺼내든다. 리본에 묶인 힘에서 학생들은 헤어날 수 없으며, 저쪽 어딘가의 어두운 구석으로 자신이 끌려가는 것을 내버려둘 수밖에 없는, 말로 표현할 수 없는 '훈육'을 당한다."
16,초선,정세,"초선는 각 세력과 모두 좋은 관계를 유지하고 있다. 각 세력의 대장들이 대부분이 초선의 제자들이지만, 그녀에 대해 이야기할 때, 무심코 혐오와 부끄러움이 뒤섞인 표정을 짓는다.\n 카오스 증후군이 만연한 이후, 초선는 학생들의 보호와 감시에 힘쓰고 있다. 그러나 그녀의 노력은 별 효과가 없고 수업에 참석하는 학생들은 나날이 적어지고 있다. 수업에 나오는 학생이 없어서, 외롭다는 이유로 카오스 증후군 환자와 싸우는 것에 합류했다."
17,허저,비밀 자료,"
[c][f55090]생일：[-][/c]7/17
[c][f55090]외모 나이：[-][/c]12
[c][f55090]싫어하는 선물：[-][/c]양자 장미, 드라이버 공구
[c][f55090]좋아하는 선물：[-][/c]에코 화분, 선인장"
18,허저,에너지걸,"허저는 학원 내에서 유명한 에너지 걸이며, 귀여운 외모와는 달리 상당한 괴력을 지닌 소녀이다.\n 그녀는 원예부 멤버인데, 원예부 부장조차 처음에 그녀의 힘을 걱정하기도 했었다. 하지만 허저가 키운 식물이 모두 건강하게 자라는 것을 보고, 그녀를 마음 깊이 인정하고 있다."
19,허저,식물,"식물을 돌볼 때, 허저는 가끔 혼잣말을 한다. 다른 사람이 물어보면, ""식물들과 이야기를 하고 있다""라고 대답한다. 그래서 다들 그녀를 생각이 독특한 아이로 생각하고 거리를 두곤 한다.\n 하지만 한 명 예외인 사람이 있었으니 바로 ""조조""다. 조조도 식물에 감정이 있다고 생각하여, 허저가 키운 식물들과 시간을 보내곤 한다, 허저는 식물들과의 대화를 통해 조조가 좋은 사람이라고 생각했고, 그녀와 친구가 되었다."
20,허저,친구 기록,"
유몽학원을 걸을 때는 발밑을 조심해야해. 잡초든 뭐든 식물을 밟는 사람은 정말 싫거든.

누구든 자신의 잘못은 제대로 책임져야 하는 법, 이 은방울꽃 심는 것을 도와주지 않으면 용서해주지 않을거야!

네가 원예에 재능을 가지고 있다니, 정말 의외인걸. 쉽게 인정할 순 없지만, 친구정도는 괜찮겠지---라이벌이려나?

있잖아 친구라고 생각하기 때문에 알려주는건데, 난 식물과 이야기 할 수 있어. 이 장미 너한테 줄게. 내가 하고 싶은 말은 이 아이가 들려줄거야."
21,여몽,비밀 자료,"
[c][f55090]생일：[-][/c]8/21
[c][f55090]외모 나이：[-][/c]16
[c][f55090]싫어하는 선물：[-][/c]흡혈귀 가면, 여우 가면
[c][f55090]좋아하는 선물：[-][/c]희귀 부적, 벚꽃 부채"
22,여몽,순수,"여몽은 밝고 순수하고 긍정적인 소녀이다.\n선도위원회의 일원으로서 항상 우산을 들고 있는 것이 그녀의 특징이다. 우산의 모양에 특별한 것은 없지만, 그녀는 그 우산이 가벼워서 들기 좋다고 한다. 우산을 아무리 사용해도 낡은 흔적이 없기 때문에, 대부분의 사람들은 그녀가 몰래 무언가의 가공을 했을거라고 생각한다."
23,여몽,목표,처음에 여몽은 열심히 공부하면 졸업할 거라 믿었다. 하지만 문제는 그녀가 아무리 열심히 공부해도 성적이 오르지 않고 아무 효과도 없는 백치미 캐릭터인 것이다.\n지금 여몽은 관우를 따라잡아 그녀에게 인정 받기 위해 훈련을 계속하고 있다.(아마 이 바보에게는 훈련 이외 다른 취미는 필요가 없는 것 같다)
24,여몽,특훈,"카오스 증후군 환자에게 습격당했을 때 관우는 환자에게 둘러싸인 여몽을 손쉽게 구해줬다. 그 때부터 여몽은 관우를 전생의 소중한 사람이라고 확신하고 있다. 그러나 며칠 후에 다시 관우를 만났을 때 그녀는 여몽을 기억하지 못 했다.\n요즘 많은 사람들이 기억을 잃는 것 같기도 하지만 단순히 관우가 여몽을 그다지 눈여겨 보지 않았는지도 모른다. 어쨌든, 백치 소녀의 일방적인 흠모를 관우는 알아차리지 못했다. 이 문제를 해결하기 위해서, 여몽은 도서관의 어떤 곳에서 구했는지 모르는 그 특수 훈련을 시작했다."
25,가브리엘,비밀 자료,"
[c][f55090]생일：[-][/c]7/19
[c][f55090]외모 나이：[-][/c]15
[c][f55090]싫어하는 선물：[-][/c]악마의 쥬스, 만년필
[c][f55090]좋아하는 선물：[-][/c]천사의 링, 카메라"
