id,name,suit_name,skin_text
1011,나이트 은검,,
2011,나이트 갑옷,,
3011,나이트 은방패,,
4011,나이트 슈즈,,
1012,고급 나이트 은검,,
2012,고급 나이트 갑옷,,
3012,고급 나이트 은방패,,
4012,고급 나이트 슈즈,,
1021,발리볼,,
2021,반팔 체육복,,
3021,스포츠 헤어밴드,,
4021,체육복 반바지,,
1022,고급 발리볼,,
2022,고급 반팔 체육복,,
3022,고급 스포츠 헤어밴드,,
4022,고급 체육복 반바지,,
1031,물총,,
2031,비키니,,
3031,비치 모자,,
4031,스윔 팬츠,,
1032,중급 물총,,
2032,중급 비키니,,
3032,중급 비치 모자,,
4032,중급 스윔 팬츠,,
1033,고급 물총,,
2033,고급 비키니,,
3033,고급 비치 모자,,
4033,고급 스윔 팬츠,,
1041,교과서,,
2041,교복,,
3041,리본 타이,,
4041,교복 치마,,
1042,고급 교과서,,
2042,고급 교복,,
3042,고급 리본 타이,,
4042,고급 교복 스커트,,
1043,바니걸 당근,바니걸 세트,
2043,바니걸 수트,바니걸 세트,
3043,바니걸 헤어밴드,바니걸 세트,
4043,바니걸 슈즈,바니걸 세트,
1044,고급 바니걸 당근,고급 바니걸 세트,
2044,고급 바니걸 수트,고급 바니걸 세트,
3044,고급 바니걸 헤어밴드,고급 바니걸 세트,
4044,고급 바니걸 슈즈,고급 바니걸 세트,
1051,일렉 기타,뮤지션 세트,
2051,무대 의상,뮤지션 세트,
3051,화이트 헤드폰,뮤지션 세트,
4051,펑키 슈즈,뮤지션 세트,
1052,메이드 케이크,메이드 세트,
2052,메이드 앞치마,메이드 세트,
3052,메이드 헤어핀,메이드 세트,
4052,메이드 슈즈,메이드 세트,
1053,어드벤처 가방,어드벤처 세트,
2053,어드벤처 수트,어드벤처 세트,
3053,어드벤처 선글라스,어드벤처 세트,
4053,어드벤처 반바지,어드벤처 세트,
1054,마법 빗자루,마법 세트,
2054,마법 드레스,마법 세트,
3054,마법 모자,마법 세트,
4054,마법 부츠,마법 세트,
1061,깃털 부채,기모노 세트,
2061,기모노,기모노 세트,
3061,꽃모양 리본,기모노 세트,
4061,나막신,기모노 세트,
1062,클래식 우산,클래식 세트,
2062,클래식 드레스,클래식 세트,
3062,클래식 헤어핀,클래식 세트,
4062,클래식 슈즈,클래식 세트,
1063,프린세스 인형,프린세스 세트,
2063,프렌세스 드레스,프린세스 세트,
3063,프린세스 왕관,프린세스 세트,
4063,프린세스 슈즈,프린세스 세트,
1064,디지털 뇌광검,사이버 세트,
2064,디지털 슈트,사이버 세트,
3064,디지털 고글,사이버 세트,
4064,디지털 부츠,사이버 세트,
1065,악령의 낫,데빌 세트,
2065,데빌 수트,데빌 세트,
3065,데빌 헤어밴드,데빌 세트,
4065,데빌 부츠,데빌 세트,
1066,엔젤 지팡이,엔젤 세트,
2066,엔젤 드레스,엔젤 세트,
3066,엔젤 플라워,엔젤 세트,
4066,엔젤 윙,엔젤 세트,
1999,특수 장비 1,특수 장비,
2999,특수 장비 2,특수 장비,
3999,특수 장비 3,특수 장비,
4999,특수 장비 4,특수 장비,
5101,블루 크리스탈,,
5102,블루 크리스탈,,
5103,블루 크리스탈,,
5104,블루 크리스탈,,
5105,블루 크리스탈,,
5106,블루 크리스탈,,
5107,블루 크리스탈,,
5108,블루 크리스탈,,
5109,블루 크리스탈,,
5110,블루 크리스탈,,
5111,블루 크리스탈,,
5112,블루 크리스탈,,
5113,블루 크리스탈,,
5114,블루 크리스탈,,
5115,블루 크리스탈,,
5116,블루 크리스탈,,
5201,옐로우 크리스탈,,
5202,옐로우 크리스탈,,
5203,옐로우 크리스탈,,
5204,옐로우 크리스탈,,
5205,옐로우 크리스탈,,
5206,옐로우 크리스탈,,
5207,옐로우 크리스탈,,
5208,옐로우 크리스탈,,
5209,옐로우 크리스탈,,
5210,옐로우 크리스탈,,
5211,옐로우 크리스탈,,
5212,옐로우 크리스탈,,
5213,옐로우 크리스탈,,
5214,옐로우 크리스탈,,
5215,옐로우 크리스탈,,
5216,옐로우 크리스탈,,
5301,룬 크리스탈,,
5302,룬 크리스탈,,
5303,룬 크리스탈,,
5304,룬 크리스탈,,
5305,룬 크리스탈,,
5306,룬 크리스탈,,
5307,룬 크리스탈,,
5308,룬 크리스탈,,
5309,룬 크리스탈,,
5310,룬 크리스탈,,
5311,룬 크리스탈,,
5312,룬 크리스탈,,
5313,룬 크리스탈,,
5314,룬 크리스탈,,
5315,룬 크리스탈,,
5316,룬 크리스탈,,
5317,룬 크리스탈,,
5318,룬 크리스탈,,
5319,룬 크리스탈,,
5320,룬 크리스탈,,
5321,룬 크리스탈,,
5322,룬 크리스탈,,
5323,룬 크리스탈,,
5324,룬 크리스탈,,
5401,파라다이스 크리스탈,,
5402,파라다이스 크리스탈,,
5403,파라다이스 크리스탈,,
5404,파라다이스 크리스탈,,
5405,파라다이스 크리스탈,,
5406,파라다이스 크리스탈,,
5407,파라다이스 크리스탈,,
5408,파라다이스 크리스탈,,
5409,파라다이스 크리스탈,,
5410,파라다이스 크리스탈,,
5411,파라다이스 크리스탈,,
5412,파라다이스 크리스탈,,
5413,파라다이스 크리스탈,,
5414,파라다이스 크리스탈,,
5415,파라다이스 크리스탈,,
5416,파라다이스 크리스탈,,
5417,파라다이스 크리스탈,,
5418,파라다이스 크리스탈,,
5419,파라다이스 크리스탈,,
5420,파라다이스 크리스탈,,
5421,파라다이스 크리스탈,,
5422,파라다이스 크리스탈,,
5423,파라다이스 크리스탈,,
5424,파라다이스 크리스탈,,
5501,아게이트 크리스탈,,
5502,아게이트 크리스탈,,
5503,아게이트 크리스탈,,
5504,아게이트 크리스탈,,
5505,아게이트 크리스탈,,
5506,아게이트 크리스탈,,
5507,아게이트 크리스탈,,
5508,아게이트 크리스탈,,
5509,아게이트 크리스탈,,
5510,아게이트 크리스탈,,
5511,아게이트 크리스탈,,
5512,아게이트 크리스탈,,
5513,아게이트 크리스탈,,
5514,아게이트 크리스탈,,
5515,아게이트 크리스탈,,
5516,아게이트 크리스탈,,
5517,아게이트 크리스탈,,
5518,아게이트 크리스탈,,
5519,아게이트 크리스탈,,
5520,아게이트 크리스탈,,
5521,아게이트 크리스탈,,
5522,아게이트 크리스탈,,
5523,아게이트 크리스탈,,
5524,아게이트 크리스탈,,
5525,아게이트 크리스탈,,
5526,아게이트 크리스탈,,
5527,아게이트 크리스탈,,
5528,아게이트 크리스탈,,
5529,아게이트 크리스탈,,
5530,아게이트 크리스탈,,
5531,아게이트 크리스탈,,
5532,아게이트 크리스탈,,
5533,아게이트 크리스탈,,
5534,아게이트 크리스탈,,
5535,아게이트 크리스탈,,
5536,아게이트 크리스탈,,
5537,아게이트 크리스탈,,
5538,아게이트 크리스탈,,
5539,아게이트 크리스탈,,
5540,아게이트 크리스탈,,
