id,desc,title
1,출석 체크,일일 접속
2,월간 팩,월간 팩
3,주간 팩,주간 팩
4,신서버 보상,신서버 보상
5,결제,결제
6,월간 패스,월간 패스
7,미니 월간 패스,미니 월간 패스
8,레벨 팩,레벨 팩
9,4성 팩,4성 육성 팩
10,5성 팩,5성 육성 팩
11,첫 결제 팩,첫 결제 팩
12,메가 슈퍼 팩,슈퍼 팩
13,캡슐 포인트,캡슐 포인트
14,캡슐 코인 팩,캡슐 코인 팩
15,메가 슈퍼 팩,슈퍼 팩
16,입학 시험,입학 시험
17,소녀 집결,소녀 집결
18,좋아요 보상,좋아요 보상
19,무료 충전,무료 충전
20,슬롯 머신 포인트,슬롯 머신 포인트
21,알바 목표 달성,알바 목표 달성
22,토너먼트 결전,토너먼트 결전
23,소녀 전속 미션,소녀 미션
24,주간 패스,주간 패스
25,졸업&각성,졸업&각성
26,소녀 교환,소녀 교환
27,탐험가 팩,탐험가 팩
28,스윗 하우스,스윗 하우스
29,로그인 보상,로그인 보상
30,사랑의 목소리,사랑의 목소리
31,기간 한정 5성 특가,기간 한정\n5성 특가
32,교외 실습,교외 실습
33,바닐라의 아뜰리에,바닐라의\n아뜰리에
34,사역마 포획,사역마 포획
35,골드 정기 구매,골드 정기 구매
36,3주년 축제 카드,3주년\n축제 카드
37,퍼즐 수집,퍼즐 수집
38,구독,구독
39,월간 팩,월간 팩
40,주간 팩,주간 팩
41,한계 돌파,한계 돌파
42,입학 선물,썸머 극장
43,눈꽃 페스티벌,눈꽃 페스티벌
44,스페셜 스킨 팩,스페셜 스킨 팩
45,스페셜 스킨 팩,스페셜 스킨 팩
46,첫 두근거림,첫 두근거림
47,추석 출첵,추석 출첵
48,10성 전학생,10성 전학생
49,스테이지 팩,스테이지 팩
50,벚꽃 아래의 약속,벚꽃 아래의 약속
51,서약 반지,서약 반지
52,사랑과 맹세의 총선거,사랑과 맹세의\n총선거
53,테스트 플레이,테스트 플레이
54,테스트 피드백,테스트 피드백
55,기숙사 장식,기숙사 장식
56,개학 선물,개학 선물
57,육성 팩,육성 팩
58,신서버 기념 캡슐 뽑기,신서버 기념 캡슐 뽑기
59,유몽학원,유몽학원
60,장비 보급,장비 보급
61,모래사장 난투,모래사장 난투
62,진급 보상,진급 보상
63,유몽 레스토랑,유몽 레스토랑
64,기념일 슬롯 머신,기념일 슬롯 머신
65,슬롯 머신 포인트 달성,슬롯 머신 포인트 달성
66,크리스마스 한정 팩,크리스마스 한정 팩
67,라이브 쇼,라이브 쇼
68,뮤직 페스티벌,뮤직 페스티벌
69,스터디 프로그램,스터디 프로그램
70,도서관의 관찰자,도서관의 \n관찰자
71,고대 서적 연구,고대 서적 연구
72,서약 팩,서약 팩
73,캔디 수집,정월 대보름
74,보랏빛 이슬비에 울려 퍼지는 기계의 균열,보랏빛 이슬비에 울려 퍼지는\n기계의 균열
75,월별 과제,월별 과제
76,경험치 드링크 팩,경험치 드링크 팩
77,골드 구급 팩,골드 구급 팩
78,스테이지 팩,스테이지 팩
79,옥상 정복 혜택 팩,옥상 정복 혜택 팩
80,레벨 팩,레벨 팩
81,4성 팩,4성 육성 팩
82,5성 팩,5성 육성 팩
84,사랑과 맹세의 총선거,사랑과 맹세의\n총선거
85,새해 스페셜 팩,새해 스페셜 팩
86,파티 준비,파티 준비
87,추수 감사절,추수 감사절
88,소녀 복권,소녀 복권
89,메가 슈퍼 팩,슈퍼 팩
90,스페셜 팩,스페셜 팩
91,무료 충전,무료 충전
92,캡슐 뽑기 보너스 팩,캡슐 뽑기 보너스 팩
93,커피 만들기,커피 만들기
95,별들에게 소원을,별들에게 소원을
999,특별 심사,특별 심사
97,엘리트 소녀 대집합,엘리트 소녀 대집합
98,카오스 토벌전,카오스 토벌전
99,소녀 캡슐,소녀 캡슐
100,스위츠 팩토리,스위츠 \n팩토리
101,컬러풀 벌룬,컬러풀 벌룬
103,입학 세트,입학 세트
104,데일리 특가 팩,데일리 특가 팩
105,데일리 특가 팩,데일리 특가 팩
106,,
107,7성 팩,7성 육성 팩
108,보랏빛 이슬비에 울려 퍼지는 기계의 균열,보랏빛 이슬비에 울려 퍼지는\n기계의 균열
102,유몽 체육 대회,유몽 체육 대회
109,책의 정령 탐색,책의 정령 탐색
110,9성 팩2,9성 육성 팩2
111,9성 팩1,9성 육성 팩1
112,연동 시 5성 위연 획득,계정 연동
113,온라인 보상,온라인 보상
114,입학 안내,입학 안내
115,기술부의 카니발,기술부의 카니발
116,7일 보너스,7일 보너스
117,방과 후 휴식 시간,방과 후\n휴식 시간
118,자동 모드 드롭 2배,자동 모드 드롭 2배
119,일일 퀴즈 드롭 2배,일일 퀴즈 드롭 2배
120,입학 퀴즈,입학 퀴즈
121,심쿵 대작전,심쿵 대작전
122,백작의 비밀 선물,백작의\n비밀 선물
123,에너지 한정 소환,에너지 한정 소환
125,럭키카드,럭키카드
128,선배님께,선배에게
129,첫 결제 3배,첫 결제 3배
130,스페셜 팩,스페셜 팩
131,기념일 케이크,기념일 케이크
126,학원 탐색,학원 탐색
127,카니발 퍼즐,카니발 퍼즐
132,특권 패스,특권 패스
133,시원한 여름,시원한 여름
