id,name,skill_name,ex_skill_desc
751001011,董卓,生命吸取,"공격 대미지 {1}까지 증가, HP 회복 효과 {2}까지 증가."
751001012,董卓,生命吸取,"공격 대미지 {1}까지 증가, HP 회복 효과 {2}까지 증가."
751001013,董卓,生命吸取,"공격 대미지 {1}까지 증가, HP 회복 효과 {2}까지 증가."
751001014,董卓,生命吸取,"공격 대미지 {1}까지 증가, HP 회복 효과 {2}까지 증가."
751001015,董卓,生命吸取,"공격 대미지 {1}까지 증가, [c][01a310]동결[-][/c] 확률 {2}까지 증가, HP 회복 효과 {3}까지 증가."
751001021,董卓,霸王之心,HP {1}까지 증가.
751001022,董卓,霸王之心,"HP {1}까지 증가, 정밀 {2}까지 증가."
751001023,董卓,霸王之心,"HP {1}까지 증가, 정밀 {2}까지 증가."
751001024,董卓,霸王之心,"HP {1}까지 증가, 정밀 {2}까지 증가."
751001025,董卓,霸王之心,"HP {1}까지 증가, 정밀 {2}까지 증가."
751001031,董卓,靈魂儀式,HP 회복 효과 {1}까지 증가.
751001032,董卓,靈魂儀式,HP 회복 효과 {1}까지 증가.
751001033,董卓,靈魂儀式,HP 회복 효과 {1}까지 증가.
751001034,董卓,靈魂儀式,HP 회복 효과 {1}까지 증가.
751001035,董卓,靈魂儀式,HP 회복 효과 {1}까지 증가.
751001041,董卓,吸取,HP 회복 효과 {1}까지 증가.
751001042,董卓,吸取,HP 회복 효과 {1}까지 증가.
751001043,董卓,吸取,HP 회복 효과 {1}까지 증가.
751001044,董卓,吸取,HP 회복 효과 {1}까지 증가.
751001045,董卓,吸取,HP 회복 효과 {1}까지 증가.
751002011,德古拉,蝙蝠爆破,"공격 대미지 {1}까지 증가, 법사에게 [c][01a310]출혈[-][/c] 대미지 {2}까지 증가."
751002012,德古拉,蝙蝠爆破,"공격 대미지 {1}까지 증가, 법사에게 [c][01a310]출혈[-][/c] 대미지 {2}까지 증가."
751002013,德古拉,蝙蝠爆破,"공격 대미지 {1}까지 증가, 법사에게 [c][01a310]출혈[-][/c] 대미지 {2}까지 증가."
751002014,德古拉,蝙蝠爆破,"공격 대미지 {1}까지 증가, 법사에게 [c][01a310]출혈[-][/c] 대미지 {2}까지 증가."
751002015,德古拉,蝙蝠爆破,"공격 대미지 {1}까지 증가, 법사에게 [c][01a310]출혈[-][/c] 대미지 {2}까지 증가."
751002021,德古拉,破綻,공격력 {1}까지 증가.
751002022,德古拉,破綻,"공격력 {1}까지 증가, HP {2}까지 증가."
751002023,德古拉,破綻,"공격력 {1}까지 증가, HP {2}까지 증가."
751002024,德古拉,破綻,"공격력 {1}까지 증가, HP {2}까지 증가."
751002025,德古拉,破綻,"공격력 {1}까지 증가, HP {2}까지 증가."
751002031,德古拉,致命一擊,공격 대미지 {1}까지 증가.
751002032,德古拉,致命一擊,공격 대미지 {1}까지 증가.
751002033,德古拉,致命一擊,공격 대미지 {1}까지 증가.
751002034,德古拉,致命一擊,공격 대미지 {1}까지 증가.
751002035,德古拉,致命一擊,"공격 대미지 {1}까지 증가, 방어력 감소 {2}까지 증가."
751002041,德古拉,致命破甲,HP 회복 효과 {1}까지 증가.
751002042,德古拉,致命破甲,HP 회복 효과 {1}까지 증가.
751002043,德古拉,致命破甲,HP 회복 효과 {1}까지 증가.
751002044,德古拉,致命破甲,HP 회복 효과 {1}까지 증가.
751002045,德古拉,致命破甲,"돌파력 {1}까지 증가, 치명타 {2}까지 증가, HP 회복 효과 {3}까지 증가."
751003011,孟獲,巨象之力,"공격 대미지 {1}까지 증가, [c][01a310]출혈[-][/c] 대미지 {2}까지 증가."
751003012,孟獲,巨象之力,"공격 대미지 {1}까지 증가, [c][01a310]출혈[-][/c] 대미지 {2}까지 증가."
751003013,孟獲,巨象之力,"공격 대미지 {1}까지 증가, [c][01a310]출혈[-][/c] 대미지 {2}까지 증가."
751003014,孟獲,巨象之力,"공격 대미지 {1}까지 증가, [c][01a310]출혈[-][/c] 확률 {2}까지 증가, [c][01a310]출혈[-][/c] 대미지 {3}까지 증가."
751003015,孟獲,巨象之力,"공격 대미지 {1}까지 증가, [c][01a310]출혈[-][/c] 확률 {2}까지 증가, [c][01a310]출혈[-][/c] 대미지 {3}까지 증가."
751003021,孟獲,野性意志,HP {1}까지 증가.
751003022,孟獲,野性意志,"HP {1}까지 증가, 돌파력 {2}까지 증가."
751003023,孟獲,野性意志,"HP {1}까지 증가, 돌파력 {2}까지 증가."
751003024,孟獲,野性意志,"HP {1}까지 증가, 돌파력 {2}까지 증가."
751003025,孟獲,野性意志,"HP {1}까지 증가, 돌파력 {2}까지 증가."
751003031,孟獲,原始力量,돌파력 {1}까지 증가.
751003032,孟獲,原始力量,"돌파력 {1}까지 증가, 치명타 {2}까지 증가."
751003033,孟獲,原始力量,"돌파력 {1}까지 증가, 치명타 {2}까지 증가."
