id,name
1,Acheter avec des Gemmes
2,Marché
3,Jobs
4,Distributeur
5,Arène
6,Butin
7,Capsule
8,Recruter
9,Magasin de Transfert
10,Test
11,Boutique de la Chance
12,Sanctuaire
13,Succès
14,Quêtes Journalières
15,Guilde
16,Alchimie
17,Patrouille
18,Boutique de Gemme
19,Ile Suspendue
20,Synthétiser
21,Transférer
22,Boutique de la Guilde
23,Distributeur Normal
24,Distributeur Avancé
25,Quiz
27,Boutique de Sanctuaire
28,Arène d'Elite
29,Arène
30,Graduer
31,Filles
32,Accueil
33,Ami BOSS
34,Ami
35,Courrier
36,Chat
37,Capsule Normale
38,Capsule Avancée
39,Capsule d'Amitié
40,Combiner les Fragments
41,Échange
42,Récompenses de Succès VIP
43,Acheter avec des Gemmes
44,Pack de Grande Valeur
45,Pack de Grande Valeur
46,Capsule de Nouvelle Fille
47,Pack Mensuel
48,Obtenir une Fille 5 étoiles（{1}/50）
49,Utilisez 3 Ticket Avancé du Distributeur ({1}/10)
50,Jobs 4 étoiles et plus ({1}/5)
51,10 Batailles dans l'Arène ({1}/5)
52,Acheter avec des Gemmes
53,Capsule de Nouvelle Fille
54,Dessert de Noël
55,Carte de Noël
56,Événement Mensuel
57,Graduer et Éveiller
58,Bataille dans l'Arène
59,Pack Surprise de Skin
60,Pack Surprise de Skin
61,Examen d'Admission
62,Magasin d'Examen
63,La tâche de Turin
64,Pack de Grande Valeur
65,Pack Surprise
66,Tâche des Filles
67,Pack Hebdo
68,Butin
69,Serviteur
70,Pratique Extra-Scolaire
71,Puzzle
72,Rendez-vous
73,Boutique de Meuble
74,Café
75,Bibliothèque d'Échange
76,Bibliothèque d'Échange
77,Utiliser 5 Capsule Avancée（{1}/400）
78,Finir un job 4 étoiles et plus ({1}/20）
79,Obtenir Saint Majesté（{1}/1）
80,Graduer Saint Majesté（{1}/1）
81,Éveiller Saint Majesté（{1}/1）
82,Boutique de Skin
83,Labo Alchimique
84,Réunion d'Élite
85,Libérer
86,Boutique du Festival de Confiseries
87,Bonus de Distributeur
88,Magasin de Collection
89,Paire Gagnante
90,Gâteau d'Anniversaire
91,Examen des Maisons
92,Guilde-Bureau
93,Guilde-Cafétéria
94,Guilde-Gymnase
95,Guilde-Terrain de Sport
96,Cadeaux Mystères
97,Chaleur d'été
98,Compléter toutes les quêtes（{1}/14）
99,Utiliser 80 Orbes Élémentaires ({1}/21)
100,Pack de Soda
101,Pack Surprise
102,Boîte Magique
103,Préparation du spectacle
104,Tâches du Retour
105,Symphonie Dynamique
106,Vers l'infini et au delà
107,Sac d'aventurier
108,Obtenir une Fille 6 étoiles（{1}/10）
109,5 Batailles dans l'Arène ({1}/20)
110,Pack Surprise de Skin
111,Pack Surprise
112,Épopée Magique
113,Paquet Cadeau
114,Citrouille d'Halloween
115,Boutique de Technologie Supérieure
116,Ballons Colorés
117,Courrier Quotidien
118,Étage d'Exploration du Vieux Campus
119,Recrutement en Temps Limité
120,Entraînement de Joan
121,Échanges de Récompenses
122,Distributeur Normal
131,Exploration du Vieux Campus
132,Antiquaire
133,Collection d'Antiquités
134,Aller au Bonus de Distributeur
135,Excursion Scolaire
136,Projet Feu d'Artifice
138,Secret du Temps
139,Provision d'Aventure
140,Préparation à l'Aventure
141,Recrutement d'Aventure
142,Aventure Insolite
143,Distribution Chanceuse
144,Le Périple de Lavli
145,Gala d'Anniversaire
146,Chambre Forte
