id,name,skill_name,ex_skill_desc
751001011,董卓,生命吸取,Inflige {1} d'Attaque aux ennemis de la ligne arrière et a 38% de chance de les geler pendant 2 tours ; se soigne de {2} de la valeur d'Attaque.
751001012,董卓,生命吸取,Inflige {1} d'Attaque aux ennemis de la ligne arrière et a 38% de chance de les geler pendant 2 tours ; se soigne de {2} de la valeur d'Attaque.
751001013,董卓,生命吸取,Inflige {1} d'Attaque aux ennemis de la ligne arrière et a 38% de chance de les geler pendant 2 tours ; se soigne de {2} de la valeur d'Attaque.
751001014,董卓,生命吸取,Inflige {1} d'Attaque aux ennemis de la ligne arrière et a 38% de chance de les geler pendant 2 tours ; se soigne de {2} de la valeur d'Attaque.
751001015,董卓,生命吸取,Inflige {1} d'Attaque aux ennemis de la ligne arrière et a {2} de chance de les geler pendant 2 tours ; se soigne de {3} de la valeur d'Attaque.
751001021,董卓,霸王之心,Augmente les PV de {1} et la Précision de 20%.
751001022,董卓,霸王之心,Augmente les PV de {1} et la Précision de {2}.
751001023,董卓,霸王之心,Augmente les PV de {1} et la Précision de {2}.
751001024,董卓,霸王之心,Augmente les PV de {1} et la Précision de {2}.
751001025,董卓,霸王之心,Augmente les PV de {1} et la Précision de {2}.
751001031,董卓,靈魂儀式,"Quand la cible bloque l'Attaque, se soigne de {1} de la valeur d'Attaque."
751001032,董卓,靈魂儀式,"Quand la cible bloque l'Attaque, se soigne de {1} de la valeur d'Attaque."
751001033,董卓,靈魂儀式,"Quand la cible bloque l'Attaque, se soigne de {1} de la valeur d'Attaque."
751001034,董卓,靈魂儀式,"Quand la cible bloque l'Attaque, se soigne de {1} de la valeur d'Attaque."
751001035,董卓,靈魂儀式,"Quand la cible bloque l'Attaque, se soigne de {1} de la valeur d'Attaque."
751001041,董卓,吸取,"Après chaque attaque, se soigne de {1} de la valeur d'Attaque."
751001042,董卓,吸取,"Après chaque attaque, se soigne de {1} de la valeur d'Attaque."
751001043,董卓,吸取,"Après chaque attaque, se soigne de {1} de la valeur d'Attaque."
751001044,董卓,吸取,"Après chaque attaque, se soigne de {1} de la valeur d'Attaque."
