id,unknown_2,name,desc
1100100,Skarivine,Attaque Basique,Attaque Basique
1100200,Cayla,Attaque Basique,Attaque Basique
1100300,Vanees,Attaque Basique,Attaque Basique
1200100,Maidam,Attaque Basique,Attaque Basique
1200200,Aegis,Attaque Basique,Attaque Basique
1200300,Handana,Attaque Basique,Attaque Basique
1300100,Lin AI,Attaque Basique,Attaque Basique
1300200,Sorcière,Attaque Basique,Attaque Basique
1300300,Stella,Attaque Basique,Attaque Basique
1400100,Elloi,Attaque Basique,Attaque Basique
1400200,Veila,Attaque Basique,Attaque Basique
1400300,Yuri,Attaque Basique,Attaque Basique
2100100,Talia,Attaque Basique,Attaque Basique
2100200,Nasha,Attaque Basique,Attaque Basique
2100300,Hancer,Attaque Basique,Attaque Basique
2100400,Nono,Attaque Basique,Attaque Basique
2200100,Roselle,Attaque Basique,Attaque Basique
2200200,Hynel,Attaque Basique,Attaque Basique
2200300,Fleur,Attaque Basique,Attaque Basique
2200400,Meimi,Attaque Basique,Attaque Basique
2300100,Boro,Attaque Basique,Attaque Basique
2300200,Lana,Attaque Basique,Attaque Basique
2300300,Sasuke,Attaque Basique,Attaque Basique
2300400,Shamoke,Attaque Basique,Attaque Basique
2400100,Pyra,Attaque Basique,Attaque Basique
2400200,Octagirl,Attaque Basique,Attaque Basique
2400300,Aeris,Attaque Basique,Attaque Basique
2400400,Puny,Attaque Basique,Attaque Basique
3100100,Poppi,Attaque Basique,Attaque Basique
3100200,Jade,Attaque Basique,Attaque Basique
3100300,Ursula,Attaque Basique,Attaque Basique
3100400,Kitty,Attaque Basique,Attaque Basique
3100500,Samurai,Attaque Basique,Attaque Basique
3200100,Tula,Attaque Basique,Attaque Basique
3200200,Edward,Attaque Basique,Attaque Basique
3200300,King,Attaque Basique,Attaque Basique
3200400,Donna,Attaque Basique,Attaque Basique
3200500,Nobuna,Attaque Basique,Attaque Basique
3300100,Annabelle,Attaque Basique,Attaque Basique
3300200,Harley,Attaque Basique,Attaque Basique
3300300,Magicienne,Attaque Basique,Attaque Basique
3300400,Caitlin,Attaque Basique,Attaque Basique
3300500,Marynari,Attaque Basique,Attaque Basique
3400100,Robin,Attaque Basique,Attaque Basique
3400200,Sisha,Attaque Basique,Attaque Basique
3400300,Mythra,Attaque Basique,Attaque Basique
3400400,Athena,Attaque Basique,Attaque Basique
3400500,Kenshin,Attaque Basique,Attaque Basique
3500100,Reo,Attaque Basique,Attaque Basique
3600100,Luna,Attaque Basique,Attaque Basique
4100100,Zombia,Attaque Basique,Attaque Basique
4100200,Flash,Attaque Basique,Attaque Basique
4100300,Werewolf,Attaque Basique,Attaque Basique
4100400,Nona,Attaque Basique,Attaque Basique
4100500,Assassin,Attaque Basique,Attaque Basique
4100600,Ashely,Attaque Basique,Attaque Basique
4100700,Ninja,Attaque Basique,Attaque Basique
4100800,Cynthia,Attaque Basique,Attaque Basique
4200100,Miya,Attaque Basique,Attaque Basique
4200200,Bidenty,Attaque Basique,Attaque Basique
4200300,Boxer,Attaque Basique,Attaque Basique
4200400,Lily,Attaque Basique,Attaque Basique
4200500,Nagia,Attaque Basique,Attaque Basique
4200600,Hypatia,Attaque Basique,Attaque Basique
4200700,Quinie,Attaque Basique,Attaque Basique
4200800,Haxie,Attaque Basique,Attaque Basique
4300100,Nun,Attaque Basique,Attaque Basique
4300200,Diva,Attaque Basique,Attaque Basique
4300300,Liz,Attaque Basique,Attaque Basique
4300400,Anna,Attaque Basique,Attaque Basique
4300500,Oméga,Attaque Basique,Attaque Basique
4300600,Lightin,Attaque Basique,Attaque Basique
4300700,Iron Fist,Attaque Basique,Attaque Basique
4300800,Ada,Attaque Basique,Attaque Basique
4400100,Beary,Attaque Basique,Attaque Basique
4400200,Litana,Attaque Basique,Attaque Basique
4400300,Jelly,Attaque Basique,Attaque Basique
4400400,Wandy,Attaque Basique,Attaque Basique
4400500,Elvis,Attaque Basique,Attaque Basique
4400600,Chainsaw,Attaque Basique,Attaque Basique
4400700,Medusa,Attaque Basique,Attaque Basique
4400800,Zoe,Attaque Basique,Attaque Basique
4500100,Toy Girl,Attaque Basique,Attaque Basique
4500200,Lisa,Attaque Basique,Attaque Basique
4500300,Annie,Attaque Basique,Attaque Basique
4600100,Androi,Attaque Basique,Attaque Basique
4600200,Calista,Attaque Basique,Attaque Basique
4600300,Selene,Attaque Basique,Attaque Basique
5100100,Sapphire,Attaque Basique,Attaque Basique
5100200,Gambler,Attaque Basique,Attaque Basique
5100300,Succuba,Attaque Basique,Attaque Basique
5100400,Dracula,Attaque Basique,Attaque Basique
5100500,Wu Kong,Attaque Basique,Attaque Basique
5100600,Fencer,Attaque Basique,Attaque Basique
5100700,Wildtress,Attaque Basique,Attaque Basique
5100800,Sakura,Attaque Basique,Attaque Basique
5100900,Giana,Attaque Basique,Attaque Basique
5101000,Ennmaya,Attaque Basique,Attaque Basique
5200100,Hottie,Attaque Basique,Attaque Basique
5200200,Blowie,Attaque Basique,Attaque Basique
5200300,Chevalir,Attaque Basique,Attaque Basique
5200400,Saint,Attaque Basique,Attaque Basique
5200500,Javelin,Attaque Basique,Attaque Basique
5200600,Geisha,Attaque Basique,Attaque Basique
5200700,Sonya,Attaque Basique,Attaque Basique
5200800,Caitlyn,Attaque Basique,Attaque Basique
5200900,Guan Yin,Attaque Basique,Attaque Basique
5201000,Libraria,Attaque Basique,Attaque Basique
5300100,Prêtresse,Attaque Basique,Attaque Basique
5300200,Alice,Attaque Basique,Attaque Basique
5300300,Nia,Attaque Basique,Attaque Basique
5300400,Muppy,Attaque Basique,Attaque Basique
5300500,Nobunaga,Attaque Basique,Attaque Basique
5300600,Silvia,Attaque Basique,Attaque Basique
5300700,Turin,Attaque Basique,Attaque Basique
5300800,Toyo,Attaque Basique,Attaque Basique
5300900,Masamune,Attaque Basique,Attaque Basique
5301000,Hexa,Attaque Basique,Attaque Basique
5301100,Psychic,Attaque Basique,Attaque Basique
5400100,Amazon,Attaque Basique,Attaque Basique
5400200,Elfe Bourgeon,Attaque Basique,Attaque Basique
5400300,Himoto,Attaque Basique,Attaque Basique
5400400,Nani,Attaque Basique,Attaque Basique
5400500,Lavia,Attaque Basique,Attaque Basique
5400600,Susan,Attaque Basique,Attaque Basique
5400700,Aquaris,Attaque Basique,Attaque Basique
5400800,Kong Ming,Attaque Basique,Attaque Basique
5400900,Pandaria,Attaque Basique,Attaque Basique
5401000,Linky,Attaque Basique,Attaque Basique
5500100,Valasaki,Attaque Basique,Attaque Basique
5500200,Amelia,Attaque Basique,Attaque Basique
5500300,Wraith,Attaque Basique,Attaque Basique
5500400,Scythe,Attaque Basique,Attaque Basique
5500500,Lucifer,Attaque Basique,Attaque Basique
5600100,Angel,Attaque Basique,Attaque Basique
5600200,Gabriel,Attaque Basique,Attaque Basique
5600300,Michael,Attaque Basique,Attaque Basique
5600400,Phénix,Attaque Basique,Attaque Basique
11100100,Skarivine-BOSS,Attaque Basique,Attaque Basique
11200100,Maidam-BOSS,Attaque Basique,Attaque Basique
11200200,Aegis-BOSS,Attaque Basique,Attaque Basique
11300100,Lin AI-BOSS,Attaque Basique,Attaque Basique
12100200,Nasha-BOSS,Attaque Basique,Attaque Basique
12300100,Boro-BOSS,Attaque Basique,Attaque Basique
12300200,Lana-BOSS,Attaque Basique,Attaque Basique
12300300,Sasuke-BOSS,Attaque Basique,Attaque Basique
13500100,Reo-BOSS,Attaque Basique,Attaque Basique
13600100,Luna-BOSS,Attaque Basique,Attaque Basique
14500100,Toy Girl-BOSS,Attaque Basique,Attaque Basique
14600100,Androi-BOSS,Attaque Basique,Attaque Basique
54100100,Zombia,Attaque Basique,Attaque Basique
54100200,Flash,Attaque Basique,Attaque Basique
54100300,Werewolf,Attaque Basique,Attaque Basique
54100400,Nona,Attaque Basique,Attaque Basique
54100500,Assassin,Attaque Basique,Attaque Basique
54100600,Ashely,Attaque Basique,Attaque Basique
54100700,Ninja,Attaque Basique,Attaque Basique
54100800,Cynthia,Attaque Basique,Attaque Basique
54200100,Miya,Attaque Basique,Attaque Basique
54200200,Bidenty,Attaque Basique,Attaque Basique
54200300,Boxer,Attaque Basique,Attaque Basique
54200400,Lily,Attaque Basique,Attaque Basique
54200500,Nagia,Attaque Basique,Attaque Basique
54200600,Hypatia,Attaque Basique,Attaque Basique
54200700,Quinie,Attaque Basique,Attaque Basique
54200800,Haxie,Attaque Basique,Attaque Basique
54300100,Nun,Attaque Basique,Attaque Basique
54300200,Diva,Attaque Basique,Attaque Basique
54300300,Liz,Attaque Basique,Attaque Basique
54300400,Anna,Attaque Basique,Attaque Basique
54300500,Oméga,Attaque Basique,Attaque Basique
54300600,Lightin,Attaque Basique,Attaque Basique
54300700,Iron Fist,Attaque Basique,Attaque Basique
54300800,Ada,Attaque Basique,Attaque Basique
54400100,Beary,Attaque Basique,Attaque Basique
54400200,Litana,Attaque Basique,Attaque Basique
54400300,Jelly,Attaque Basique,Attaque Basique
54400400,Wandy,Attaque Basique,Attaque Basique
54400500,Elvis,Attaque Basique,Attaque Basique
54400600,Chainsaw,Attaque Basique,Attaque Basique
54400700,Medusa,Attaque Basique,Attaque Basique
54400800,Zoe,Attaque Basique,Attaque Basique
54500100,Toy Girl,Attaque Basique,Attaque Basique
54500200,Lisa,Attaque Basique,Attaque Basique
54500300,Annie,Attaque Basique,Attaque Basique
54600100,Androi,Attaque Basique,Attaque Basique
54600200,Calista,Attaque Basique,Attaque Basique
54600300,Selene,Attaque Basique,Attaque Basique
65100100,Sapphire,Attaque Basique,Attaque Basique
65100200,Succuba,Attaque Basique,Attaque Basique
65100300,Dracula,Attaque Basique,Attaque Basique
65100400,Wu Kong,Attaque Basique,Attaque Basique
65100500,Wildtress,Attaque Basique,Attaque Basique
65100600,Giana,Attaque Basique,Attaque Basique
65100700,Chevalir,Attaque Basique,Attaque Basique
65100800,Javelin,Attaque Basique,Attaque Basique
65100900,Geisha,Attaque Basique,Attaque Basique
65101000,Caitlyn,Attaque Basique,Attaque Basique
65101100,Ennmaya,Attaque Basique,Attaque Basique
65101200,Cynthia,Attaque Basique,Attaque Basique
65101300,Werewolf,Attaque Basique,Attaque Basique
65101400,Nona,Attaque Basique,Attaque Basique
65101500,Gambler,Attaque Basique,Attaque Basique
65101600,Fencer,Attaque Basique,Attaque Basique
65101700,Sakura,Attaque Basique,Attaque Basique
65200100,Guan Yin,Attaque Basique,Attaque Basique
65200200,Libraria,Attaque Basique,Attaque Basique
65200300,Nia,Attaque Basique,Attaque Basique
65200400,Nobunaga,Attaque Basique,Attaque Basique
65200500,Silvia,Attaque Basique,Attaque Basique
65200600,Toyo,Attaque Basique,Attaque Basique
65200700,Masamune,Attaque Basique,Attaque Basique
65200800,Hexa,Attaque Basique,Attaque Basique
65200900,Amazon,Attaque Basique,Attaque Basique
65201000,Elfe Bourgeon,Attaque Basique,Attaque Basique
65201100,Blowie,Attaque Basique,Attaque Basique
65201200,Lily,Attaque Basique,Attaque Basique
65201300,Hottie,Attaque Basique,Attaque Basique
65201400,Saint,Attaque Basique,Attaque Basique
65201500,Boxer,Attaque Basique,Attaque Basique
65201600,Haxie,Attaque Basique,Attaque Basique
65201700,Sonya,Attaque Basique,Attaque Basique
65300100,Himoto,Attaque Basique,Attaque Basique
65300200,Lavia,Attaque Basique,Attaque Basique
65300300,Susan,Attaque Basique,Attaque Basique
65300400,Pandaria,Attaque Basique,Attaque Basique
65300500,Amelia,Attaque Basique,Attaque Basique
65300600,Angel,Attaque Basique,Attaque Basique
65301100,Alice,Attaque Basique,Attaque Basique
65301200,Lightin,Attaque Basique,Attaque Basique
65301300,Diva,Attaque Basique,Attaque Basique
65301400,Iron Fist,Attaque Basique,Attaque Basique
65301500,Muppy,Attaque Basique,Attaque Basique
65301600,Prêtresse,Attaque Basique,Attaque Basique
65301700,Psychic,Attaque Basique,Attaque Basique
65401100,Nani,Attaque Basique,Attaque Basique
65401200,Elvis,Attaque Basique,Attaque Basique
65401300,Aquaris,Attaque Basique,Attaque Basique
65401400,Zoe,Attaque Basique,Attaque Basique
65401500,Medusa,Attaque Basique,Attaque Basique
65401600,Kong Ming,Attaque Basique,Attaque Basique
65401700,Linky,Attaque Basique,Attaque Basique
65501100,Scythe,Attaque Basique,Attaque Basique
65501200,Annie,Attaque Basique,Attaque Basique
65501300,Lucifer,Attaque Basique,Attaque Basique
65501400,Wraith,Attaque Basique,Attaque Basique
65601100,Gabriel,Attaque Basique,Attaque Basique
65601200,Selene,Attaque Basique,Attaque Basique
65601300,Michael,Attaque Basique,Attaque Basique
65601400,Phénix,Attaque Basique,Attaque Basique
75100100,Succuba,Attaque Basique,Attaque Basique
75100200,Dracula,Attaque Basique,Attaque Basique
75100300,Wildtress,Attaque Basique,Attaque Basique
75100400,Giana,Attaque Basique,Attaque Basique
75100500,Sapphire,Attaque Basique,Attaque Basique
75100600,Wu Kong,Attaque Basique,Attaque Basique
75100700,Ennmaya,Attaque Basique,Attaque Basique
75100800,Gambler,Attaque Basique,Attaque Basique
75100900,Fencer,Attaque Basique,Attaque Basique
75101000,Sakura,Attaque Basique,Attaque Basique
75200100,Chevalir,Attaque Basique,Attaque Basique
75200200,Javelin,Attaque Basique,Attaque Basique
75200300,Geisha,Attaque Basique,Attaque Basique
75200400,Caitlyn,Attaque Basique,Attaque Basique
75200500,Guan Yin,Attaque Basique,Attaque Basique
75200600,Libraria,Attaque Basique,Attaque Basique
75200700,Blowie,Attaque Basique,Attaque Basique
75200800,Hottie,Attaque Basique,Attaque Basique
75200900,Saint,Attaque Basique,Attaque Basique
75201000,Sonya,Attaque Basique,Attaque Basique
75300100,Nia,Attaque Basique,Attaque Basique
75300200,Nobunaga,Attaque Basique,Attaque Basique
75300300,Silvia,Attaque Basique,Attaque Basique
75300400,Toyo,Attaque Basique,Attaque Basique
75300500,Masamune,Attaque Basique,Attaque Basique
75300600,Hexa,Attaque Basique,Attaque Basique
75300700,Alice,Attaque Basique,Attaque Basique
75300800,Muppy,Attaque Basique,Attaque Basique
75300900,Prêtresse,Attaque Basique,Attaque Basique
75301000,Psychic,Attaque Basique,Attaque Basique
75400100,Amazon,Attaque Basique,Attaque Basique
75400200,Elfe Bourgeon,Attaque Basique,Attaque Basique
75400300,Himoto,Attaque Basique,Attaque Basique
75400400,Lavia,Attaque Basique,Attaque Basique
75400500,Susan,Attaque Basique,Attaque Basique
75400600,Pandaria,Attaque Basique,Attaque Basique
75400700,Nani,Attaque Basique,Attaque Basique
75400800,Aquaris,Attaque Basique,Attaque Basique
75400900,Kong Ming,Attaque Basique,Attaque Basique
75401000,Linky,Attaque Basique,Attaque Basique
75500100,Amelia,Attaque Basique,Attaque Basique
75500200,Scythe,Attaque Basique,Attaque Basique
75500300,Lucifer,Attaque Basique,Attaque Basique
75500400,Wraith,Attaque Basique,Attaque Basique
75600100,Angel,Attaque Basique,Attaque Basique
75600200,Gabriel,Attaque Basique,Attaque Basique
75600300,Michael,Attaque Basique,Attaque Basique
75600400,Phénix,Attaque Basique,Attaque Basique
100000100,Gargouille,Attaque Basique,Attaque Basique
100000200,Bechymos,Attaque Basique,Attaque Basique
100000300,Hydra,Attaque Basique,Attaque Basique
100000400,Bahamut,Attaque Basique,Attaque Basique
100000500,Os de Dragon,Attaque Basique,Attaque Basique
100000600,Surprenant,Attaque Basique,Attaque Basique
100000700,Bo-chan X,Attaque Basique,Attaque Basique
100000800,Culte Noir X,Attaque Basique,Attaque Basique
100000900,Candide X,Attaque Basique,Attaque Basique
100001000,Bucheron X,Attaque Basique,Attaque Basique
100001100,Petit Diable X,Attaque Basique,Attaque Basique
100001200,Kinkaku X,Attaque Basique,Attaque Basique
100001300,Bella X,Attaque Basique,Attaque Basique
100001400,Éclaireur X,Attaque Basique,Attaque Basique
201,Wandy,Changement d'Attaque Basique,Changement d'Attaque Basique
202,Caitlyn,Changement d'Attaque Basique,Changement d'Attaque Basique
203,Guan Yin,Changement d'Attaque Basique,Changement d'Attaque Basique
204,Shamoke,Changement d'Attaque Basique,Changement d'Attaque Basique
208,Miya,Changement d'Attaque Basique,Changement d'Attaque Basique
209,Guan Yin,Changement d'Attaque Basique,Changement d'Attaque Basique
212,Caitlyn,Changement d'Attaque Basique,Changement d'Attaque Basique
213,Guan Yin,Changement d'Attaque Basique,Changement d'Attaque Basique
216,Medusa,Changement d'Attaque Basique,Changement d'Attaque Basique
217,Hottie,Changement d'Attaque Basique,Changement d'Attaque Basique
218,Hottie,Changement d'Attaque Basique,Changement d'Attaque Basique
219,Hottie,Changement d'Attaque Basique,Changement d'Attaque Basique
220,Medusa,Changement d'Attaque Basique,Changement d'Attaque Basique
221,Medusa,Changement d'Attaque Basique,Changement d'Attaque Basique
235,Himoto,Changement d'Attaque Basique,Changement d'Attaque Basique
236,Hexa,Changement d'Attaque Basique,Changement d'Attaque Basique
237,Himoto,Changement d'Attaque Basique,Changement d'Attaque Basique
238,Hexa,Changement d'Attaque Basique,Changement d'Attaque Basique
240,Dracula,Changement d'Attaque Basique,Changement d'Attaque Basique
241,Dracula,Changement d'Attaque Basique,Changement d'Attaque Basique
242,Dracula,Changement d'Attaque Basique,Changement d'Attaque Basique
243,Sapphire,Changement d'Attaque Basique,Changement d'Attaque Basique
244,Sapphire,Changement d'Attaque Basique,Changement d'Attaque Basique
245,Sapphire,Changement d'Attaque Basique,Changement d'Attaque Basique
247,Himoto,Changement d'Attaque Basique,Changement d'Attaque Basique
260,Sakura,Changement d'Attaque Basique,Changement d'Attaque Basique
261,Sakura,Changement d'Attaque Basique,Changement d'Attaque Basique
262,Sakura,Changement d'Attaque Basique,Changement d'Attaque Basique
263,Wraith,Changement d'Attaque Basique,Changement d'Attaque Basique
264,Wraith,Changement d'Attaque Basique,Changement d'Attaque Basique
265,Wraith,Changement d'Attaque Basique,Changement d'Attaque Basique
266,Phénix,Changement d'Attaque Basique,Changement d'Attaque Basique
267,Phénix,Changement d'Attaque Basique,Changement d'Attaque Basique
268,Phénix,Changement d'Attaque Basique,Changement d'Attaque Basique
270,Psychic,Changement d'Attaque Basique,Changement d'Attaque Basique
271,Psychic,Changement d'Attaque Basique,Changement d'Attaque Basique
272,Psychic,Changement d'Attaque Basique,Changement d'Attaque Basique
273,Linky,Changement d'Attaque Basique,Changement d'Attaque Basique
274,Linky,Changement d'Attaque Basique,Changement d'Attaque Basique
275,Linky,Changement d'Attaque Basique,Changement d'Attaque Basique
1100101,Skarivine,Charge,Inflige 180% d'Attaque à un ennemi.
1100201,Cayla,Pluie de Coussin,Inflige 126% d'Attaque aux ennemis de la ligne avant.
1100301,Vanees,Écrasement,Inflige 100% d'Attaque à un ennemi et lui inflige des dégâts supplémentaires (48% de l'Attaque) pendant 2 tours.
1200101,Maidam,Fracasse,Inflige 180% d'Attaque à un ennemi.
1200201,Aegis,Attaque en Force,Inflige 90% d'Attaque aux ennemis de la ligne arrière.
1200301,Handana,Fracasse,Inflige 180% d'Attaque à un ennemi.
1300101,Lin AI,Vengeance,Inflige 100% d'Attaque à un ennemi et lui inflige des dégâts supplémentaires (48% de l'Attaque) pendant 2 tours.
1300201,Sorcière,Attaque Mortelle,Inflige 180% d'Attaque à un ennemi aléatoire ou 230% d'Attaque si la cible est un Éclaireur.
1300301,Stella,Coup de Boule,Inflige 126% d'Attaque aux ennemis de la ligne avant.
1400101,Elloi,Assaut,Inflige 180% d'Attaque à un ennemi.
1400201,Veila,Feinte,Inflige 100% d'Attaque à un ennemi et lui inflige des dégâts supplémentaires (48% de l'Attaque) pendant 2 tours.
1400301,Yuri,Attaque Compté,Inflige 126% d'Attaque aux ennemis de la ligne avant.
2100101,Talia,Force Brute,Inflige 90% d'Attaque à un ennemi aléatoire et a 100% de chance de la [c][01a310]geler[-][/c] pendant 2 tours.\n[c][01a310]Geler :[-][/c]\nEffet de Contrôle. La Fille sera temporairement incapable d'utiliser sa Compétence Active ou d'attaquer les ennemis.
2100201,Nasha,Écrasement,Inflige 104% d'Attaque à 2 ennemis de la dernière ligne et leur inflige des dégâts supplémentaires (18% de l'Attaque) pendant 2 tours.
2100301,Hancer,Frappe Précise,Inflige 190% d'Attaque à un ennemi aléatoire de la ligne arrière.
2100401,Nono,Fracasse,Inflige 90% d'Attaque à un ennemi et a 100% de chance de l'[c][01a310]étourdir[-][/c] pendant 2 tours.\n[c][01a310]Étourdir:[-][/c]\nEffet de Contrôle. La Fille sera temporairement incapable d'utiliser sa Compétence Active ou d'attaquer les ennemis.
2200101,Roselle,Attaque Furtive,Inflige 133% d'Attaque aux ennemis de la ligne avant et réduit leur Vitesse de 20 pendant 2 tours.
2200201,Hynel,Fracasse,Inflige 90% d'Attaque à un ennemi et a 100% de chance de l'[c][01a310]étourdir[-][/c] pendant 2 tours.\n[c][01a310]Étourdir:[-][/c]\nEffet de Contrôle. La Fille sera temporairement incapable d'utiliser sa Compétence Active ou d'attaquer les ennemis.
2200301,Fleur,Vengeance,Inflige 100% d'Attaque à un ennemi et lui inflige des dégats supplémentaires (54% de l'Attaque) pendant 2 tours.
2200401,Meimi,Fracasse,Inflige 190% d'Attaque à un ennemi aléatoire.
2300101,Boro,Fracasse,Inflige 171% d'Attaque à l'ennemi ayant le moins de PV.
2300201,Lana,Attaque en Force,Inflige 65% d'Attaque aux ennemis en dernière ligne et leur inflige des dégâts supplémentaires (18% de l'Attaque) pendant 2 tours.
2300301,Sasuke,Pluie de Rochers,Inflige 100% d'Attaque à un ennemi et a 100% de chance de l'[c][01a310]étourdir[-][/c] pendant 2 tours.\n[c][01a310]Étourdir:[-][/c]\nEffet de Contrôle. La Fille sera temporairement incapable d'utiliser sa Compétence Active ou d'attaquer les ennemis.
2300401,Shamoke,Revanche,Inflige 65% d'Attaque aux ennemis de la ligne arrière et leur inflige des dégâts supplémentaires (18% de l'Attaque) pendant 2 tours.
2400101,Pyra,Feinte,Inflige 100% d'Attaque à un ennemi et lui inflige des dégâts supplémentaires (54% de l'Attaque) pendant 2 tours.
2400201,Octagirl,Frappe Précise,Inflige 130% d'Attaque à un ennemi et a 100% de chance de le rendre au [c][01a310]silence[-][/c] pendant 2 tours.\n[c][01a310]Silence:[-][/c]\nEffet de Contrôle. La Fille sera temporairement incapable d'utiliser sa Compétence Active.
2400301,Aeris,Fracasse,Inflige 90% d'Attaque à un ennemi et a 100% de chance de l'[c][01a310]étourdir[-][/c] pendant 2 tours.\n[c][01a310]Étourdir:[-][/c]\nEffet de Contrôle. La Fille sera temporairement incapable d'utiliser sa Compétence Active ou d'attaquer les ennemis.
2400401,Puny,Attaque Furtive,Inflige 100% d'Attaque à un ennemi et lui inflige des dégats supplémentaires (54% de l'Attaque) pendant 2 tours.
3100101,Poppi,Enroulement,Inflige 77% d'Attaque aux ennemis de la ligne avant et a 35% de chance de les [c][01a310]étourdir[-][/c] pendant 2 tours.\n[c][01a310]Étourdir:[-][/c]\nEffet de Contrôle. La Fille sera temporairement incapable d'utiliser sa Compétence Active ou d'attaquer les ennemis.
3100201,Jade,Lame de Requin,Inflige 170% d'Attaque à un ennemi et réduit son Armure de 24% pendant 2 tours.
3100301,Ursula,Force Brute,Inflige 110% d'Attaque à un ennemi aléatoire de la ligne arrière et a 100% de chance de la [c][01a310]geler[-][/c] pendant 2 tours.\n[c][01a310]Geler :[-][/c]\nEffet de Contrôle. La Fille sera temporairement incapable d'utiliser sa Compétence Active ou d'attaquer les ennemis.
3100401,Kitty,Attaque Rapide,Inflige 147% d'Attaque aux ennemis de la ligne avant.
3100501,Samurai,Lame de Requin,"Inflige 112% d'Attaque aux ennemis de la ligne avant, réduit leur Armure de 21% pendant 2 tours et a 50% de chance de [c][01a310]geler[-][/c] les Guerriers touchés pendant 1 tour.\n[c][01a310]Geler :[-][/c]\nEffet de Contrôle. La Fille sera temporairement incapable d'utiliser sa Compétence Active ou d'attaquer les ennemis."
3200101,Tula,Frayeur,Inflige 112% d'Attaque aux ennemis de la ligne avant et soigne la ligne avant alliée de 44% de la valeur d'Attaque.
3200201,Edward,Élimination,Inflige 180% d'Attaque à un ennemi aléatoire de la ligne arrière et gagne 15% de Blocage pendant 2 tours.
3200301,King,Lumière Sacrée,Inflige 160% d'Attaque à un ennemi aléatoire et soigne l'alliée avec le moins de PV de 75% la valeur d'Attaque.
3200401,Donna,Enroulement,Inflige 110% d'Attaque à un ennemi aléatoire et a 100% de chance de l'[c][01a310]étourdir[-][/c] pendant 2 tours.\n[c][01a310]Étourdir:[-][/c]\nEffet de Contrôle. La Fille sera temporairement incapable d'utiliser sa Compétence Active ou d'attaquer les ennemis.
3200501,Nobuna,Crash,Inflige 140% d'Attaque à 3 ennemis aléatoires et a 40% de chance de [c][01a310]pétrifier[-][/c] les Assassins touchés pendant 2 tours.\n[c][01a310]Pétrifier :[-][/c]\nEffet de Contrôle. La Fille sera temporairement incapable d'utiliser sa Compétence Active ou d'attaquer les ennemis.
3300101,Annabelle,Feinte,Inflige 110% d'Attaque à un ennemi et lui inflige des dégâts supplémentaires (60% de l'Attaque) pendant 2 tours.
3300201,Harley,Piétinement,Inflige 147% d'Attaque aux ennemis de la ligne avant et réduit l'Armure des Guerriers touchés de 21% pendant 2 tours.
