id,name,suit_name,skin_text
1011,Epée du Chevalier,,
2011,Armure du Chevalier,,
3011,Bouclier du Chevalier,,
4011,Chaussures du Chevalier,,
1012,Epée du Chevalier Divin,,
2012,Armure du Chevalier Divin,,
3012,Bouclier du Chevalier Divin,,
4012,Chaussures du Chevalier Divin,,
1021,Ballon de Volley,,
2021,T-shirt d'Athlète,,
3021,Noeud de Cheveux d'Athlète,,
4021,Pantalon d'Athlète,,
1022,Super Ballon de Volley,,
2022,Super T-shirt d'Athlète,,
3022,Super Noeud de Cheveux d'Athlète,,
4022,Super Pantalon d'Athlète,,
1031,Pistolet à Eau,,
2031,Bikini de Plage,,
3031,Chapeau de Plage,,
4031,Short de Plage,,
1032,Moyen Pistolet à Eau,,
2032,Moyen Bikini de Plage,,
3032,Moyen Chapeau de Plage,,
4032,Moyen Short de Plage,,
1033,Grand Pistolet à Eau,,
2033,Grand Bikini de Plage,,
3033,Grand Chapeau de Plage,,
4033,Grand Short de Plage,,
1041,Manuel de l'Ecole,,
2041,Uniforme de l'Ecole,,
3041,Cravate de l'Ecole,,
4041,Jupe de l'Ecole,,
1042,Manuel de l'Ecole Brillant,,
2042,Uniforme de l'Ecole Brillant,,
3042,Cravate de l'Ecole Brillant,,
4042,Jupe de l'Ecole Brillant,,
1043,Carotte de Lapin,Ensemble de Lapin,
2043,Haut de Lapin,Ensemble de Lapin,
3043,Oreilles de Lapin,Ensemble de Lapin,
4043,Chaussures de Lapin,Ensemble de Lapin,
1044,Carotte de Lapin Avancé,Ensemble de Lapin Avancé,
2044,Haut de Lapin Avancé,Ensemble de Lapin Avancé,
3044,Oreilles de Lapin Avancé,Ensemble de Lapin Avancé,
4044,Chaussures de Lapin Avancé,Ensemble de Lapin Avancé,
1051,Guitare de Chanteuse,Ensemble de Chanteuse,
2051,Tenue de Concert,Ensemble de Chanteuse,
3051,Casque de Chanteuse,Ensemble de Chanteuse,
4051,Chaussures de Chanteuse,Ensemble de Chanteuse,
1052,Gâteau de Servante,Ensemble de Servante,
2052,Tablier de Servante,Ensemble de Servante,
3052,Bandeau de Servante,Ensemble de Servante,
4052,Chaussures de Servante,Ensemble de Servante,
1053,Sac d'Aventurier,Ensemble d'Aventurier,
2053,Tenue d'Aventurier,Ensemble d'Aventurier,
3053,Lunettes d'Aventurier,Ensemble d'Aventurier,
4053,Chaussures d'Aventurier,Ensemble d'Aventurier,
1054,Balai Magique,Ensemble Magique,
2054,Habit Magique,Ensemble Magique,
3054,Chapeau Magique,Ensemble Magique,
4054,Chaussures Magique,Ensemble Magique,
1061,Eventail en Plume,Ensemble Japonais,
2061,Kimono,Ensemble Japonais,
3061,Noeud de Fleur,Ensemble Japonais,
4061,Sandales,Ensemble Japonais,
1062,Ombrelle Classique,Ensemble Classique,
2062,Robe Classique,Ensemble Classique,
3062,Epingle à Cheveux Classique,Ensemble Classique,
4062,Chaussures Classique,Ensemble Classique,
1063,Ours en Peluche de Princesse,Ensemble de Princesse,
