id,text
1,非常に不満足
2,不満足
3,普通
4,満足
5,非常に満足
6,ネット掲示板
7,Facebook
8,Appstore・Playストア
9,友だちからのお勧め
10,ゲームサイト・メディアサイト
11,LINEなどのSNS
12,二次元文化などに興味がない/二次元文化が嫌い
13,二次元文化はそこそこ好きで、主に流行っている作品や名作を観ていた
14,二次元文化が結構好きで、推し作品があり、アニメもたくさん観た
15,二次元文化大好き、また二次元文化にも詳しい
16,スマホゲーム
17,PCゲーム
18,ブラウザゲーム
19,コンシューマーゲーム（PlayStation、Xbox、NintendoSwitchなど）
20,ほかのゲームは基本プレイしません
21,放置系
22,ターン制RPG（Fate/Grand Orderなど）
23,アクション（崩壊3rdなど）
24,RTS（クラッシュ・ロワイヤルなど）
25,シューティング（PUBG MOBILE、荒野行動など）
26,MMORPG
27,音楽類
28,2000以下
29,2000-5000
30,5000-20000
31,20000-50000
32,50000以上
33,もっと色んなゲームを体験したい
34,収集癖：キャラ、アイテム、衣装などを集める
35,ストーリーの続きが気になる
36,様々な高難度コンテンツを自力で解決したい
37,ランキングをもっと上げたい
38,キャラをもっと育成したい
39,ゆっくり、マイペースでゲームを楽しみたい
40,新しい友達と出会いたい
41,特に理由は無い
42,音楽を楽しむ
43,漫画を読む
44,小説（ラノベも含む）を読む
45,生放送を見る
46,映画、テレビ
47,二次元関連サイトの閲覧
48,アニメを観る
49,ゲーム関連の掲示板閲覧
50,その他（記入可能）
51,男性
52,女性
53,16歳未満
54,16~18歳
55,19~22歳
56,23~25歳
57,26歳以上
58,学生です
59,社会人です
60,その他
61,キャラ集め
62,水晶のレベルアップ
63,使い魔を飼育
64,最上階の挑戦
65,その他（記入可能）
66,その他
67,教えません
68,1ヶ月未満
69,1~3ヶ月
70,3~6ヶ月
71,6~12ヶ月
72,1年以上
73,70-79
74,80-89
75,90-99
76,100-109
77,110-119
78,120以上
79,毎日プレイしている
80,週5-6日
81,週3-4日
82,週1-2日もしくは1日以下
83,実生活の仕事や勉強が多忙
84,ほかのゲームをプレイしている
85,ゲーム内でやることがない
86,「ガールズｘバトル2」に飽きた
87,その他（記入可能）
88,とても満足
89,満足
90,普通
91,不満
92,とても不満
93,新しいイベントが面白い
94,イベントのボーナスがたくさん貰える
95,かわいい衣装が追加された
96,好きな新戦姫が追加された
97,その他（記入可能）
98,課金メニューが多い
99,イベントが盛んすぎる
100,イベントボーナスが足りない
101,新しい衣装が魅力的ではない
102,新しい戦姫が魅力的ではない
103,その他（記入可能）
104,ストーリーを読んでない、スキップしている
105,ざっと読み、たまにスキップする
106,ほぼ読んで、スキップしていない
107,真剣に読み、スキップしていない
108,はい
109,いいえ
110,イベントに興味がない
111,イベントボーナスに興味がない
112,イベントに参加する時間がない
113,遊び方が難しすぎる
114,その他（記入可能）
115,はい
116,いいえ
117,新しい立ち絵が好き
118,以前の立ち絵が好き
119,どちらも好き
120,どちらも気に入らない
121,どうでもいい
122,イベントに興味がない
123,イベントボーナスに興味がない
124,イベントに参加する時間がない
125,遊び方が難しすぎる
126,その他（記入可能）
127,はい
128,いいえ
129,この遊び方に興味がない
130,ボーナスに興味ない
131,遊び方とルールが難しすぎる
132,参加する時間がない
133,その他（記入可能）
134,LINE
135,FACEBOOK
136,Twitter
137,Discord
138,Lobi
139,その他（記入可能）
140,情報交換をしたことがない
141,新しいストーリー
142,新シリーズの衣装
143,多様なキャラクター
144,より豊富なイベント
145,その他（記入可能）
146,とても不満
147,不満
148,普通
149,満足
150,とても満足
151,全く思わ\nない
152,あまり思\nわない
153,まあまあ
154,ややそう\n思う
155,そう思う
156,1ヶ月未満
157,1~3ヶ月
158,3~6ヶ月
159,6~12ヶ月
160,1年以上
161,非常に満足
162,満足
163,まあまあ
164,不満
165,非常に不満足
166,時間が増えた
167,変わらない
168,時間が減った
169,勉強や仕事が多忙。
170,他のゲームをしている。
171,「ガールズｘバトル2」に飽きてきた。
172,近頃のアップデートに不満がある。
173,戦姫の育成が難しく、長期間強化していない。
174,欲しいキャラが手に入らない。
175,最上階、風紀検査などのステージをクリアできない。
176,競技場がつまらない。
177,サーバの人口が減った
178,その他（自由記入）
179,宿舎
180,学部試験
181,退治小隊
182,攻略ナビ
183,商店街のアップデート
184,毎月の課題
185,その他（自由記入）
186,おもしろい。もっと家具を増やして欲しい。
187,ルールが複雑で、理解しにくい。
188,操作が難しい。
189,気に入った戦姫を全員入れたいため、もっとスペースを広くしてほしい。
190,その他（自由記入）
191,面白くて、頑張ってクリアしている。
192,難しくて、クリアするのに時間がかかる。
193,操作が不便で、誤操作しやすい。
194,攻略のヒントが欲しい。
195,まだプレイしていない。
196,チームを組む相手がいない。
197,面白く、特に問題はない。
198,ルールが複雑で、理解しにくい。
199,毎回同じBOSSでつまらない。種類を増やして欲しい。
200,まだプレイしていない。
201,その他（自由記入）
202,チームを組むのが面倒くさい。
203,フレンド全員に既に固定チームがある。
204,レベルとタイプが合うメンバーが探しにくい。
205,申請も招待も返事がない。
206,チームを組めることを知らない。
207,逆に見つかりにくくなった。
208,衣装商店で何が買えるのか分からない
209,良い。ショップの種類を増やして欲しい。
210,アップデート前の内容をプレイしたことないが、特に問題はない。
211,アップデート前の内容をプレイしたことはないが、不便を感じる。
212,便利になった。
213,前の方が期待感があって良かった。
214,毎月の課題のイベント種類を増やして欲しい。
215,イベントの難易度が高い。
216,毎月の課題の窓口が分からない。
217,その他（自由記入）
218,問題を上手く解決できる。
219,普通。まだまだ改善が必要。
220,内容が当てにならない。
221,まだプレイしていない。
222,満足している。
223,普通、特に文句はない。
224,前の方が良かった。
225,新キャラ
226,新衣装
227,新機能
228,新イベント
229,とても期待している
230,期待している
231,普通
232,あまり期待していない
233,期待していない
234,面白く、ゲームのボリューム感が増えた。
235,普通。まだ改善が必要。
236,面白くない。理解するまで時間がかかった。
237,まだプレイしていない。
238,その他（自由記入）
239,非常に良い。以前より実用性が高い。
240,普通。前の方が良かった。
241,良くない。組合せが難しく、実用性も低い。
242,まだプレイしていない。
243,その他（自由記入）
244,絶対参加する
245,参加する
246,覚えていたら参加する
247,次は参加しない
248,普通、プレイ方法が分からない。
249,普通、ゲームの雰囲気と合わない。
250,普通、ゲームの負担が増えた。
251,男性
252,女性
253,秘密
254,18歳未満
255,18~22歳
256,23~25歳
257,26~30歳
258,30歳以上
259,一ヶ月以内
260,一ヶ月以上
261,3ヶ月以上
262,6ヶ月以上
263,1年以上
264,1時間以内
265,1時間以上3時間未満
266,3時間以上6時間未満
267,6時間以上
268,非常に満足
269,満足
270,普通
271,不満
272,非常に不満
273,スチームフェス
274,コレクト機能
275,精霊幻境
276,宿舎家具
277,その他（自由記入)
278,スチームフェス
279,コレクト機能
280,精霊幻境
281,フレンド協力
282,宿舎家具
283,その他（自由記入)
284,ボーナスが豊富でとても魅力的だ。
285,ルールが複雑で、理解しにくい。
286,好みに合わず、ゲームの世界に入り込めない。
287,まだプレイしていない。
288,その他（自由記入)
289,簡単に各種アイテムの説明を見ることができる。
290,コレクトの内容が十分ではない。
291,商店街で購入できるアイテムが少なすぎ、購買欲が湧かない。
292,まだプレイしていない。
293,その他（自由記入)
294,遠足より面白く、ボーナスも豊富だ。
295,ボスが1種類しかおらず、単調で面白みに欠ける。
296,難易度が高すぎてクリアできない。
297,まだプレイしていない。
298,その他（自由記入)
299,宇宙船
300,ゲームセンター
301,地下鉄
302,バー
303,宮殿
304,その他（自由記入）
305,満足している。
306,普通、特に不満はない。
307,前の方が良かった。
308,新キャラ
309,新衣装
310,新機能
311,新イベント
312,新ストーリー
313,その他（自由記入)
314,学園生活
315,学園外の世界
316,世界の歴史
317,後輩達の冒険
318,後輩達の過去
319,使い魔達の物語
320,魂器の物語
321,その他（自由記入)
322,色々な戦姫に利用でき、とても満足。
323,普通、前の魂器の方が良かった。
324,特に欲しいとは思わない。
325,バフ効果も役に立たず、利用できる戦姫が見つけづらい。
326,まだプレイしていない。
327,その他（自由記入）
328,新鮮で面白い。
329,戦闘のランダム性が高く飽きない。
