id,desc
1,以下のミッションを全部クリア
2,ログイン
3,普通販売機で累計3回購入
4,学園リーグに累計5回挑戦
5,フレンドボスを1回倒す
6,累計2回換金
7,累計500ダイヤ消費
8,以下のミッションを全部クリア
9,ログイン
10,星4のバイトミッションを累計1個クリア
11,売店で1回商品を購入する
12,日常テストを累計6回受講
13,ハートを累計15個送信
14,プレミアムガチャを累計3回実施
15,以下のミッションを全部クリア
16,ログイン
17,オートモードの報酬を累計5回獲得
18,学園リーグに累計10回挑戦
19,戦姫を累計50回レベルアップ
20,装備を累計10個合成
21,累計1000ダイヤ消費
22,以下のミッションを全部クリア
23,ログイン
24,戦姫を10名転校させる
25,売店で商品を2回購入
26,日常テストを累計12回受講
27,友情ガチャを5回引く
28,プレミアムガチャを累計6回実施
29,以下のミッションを全部クリア
30,ログイン
31,普通販売機で累計6回購入
32,学園リーグに累計15回挑戦
33,フレンドボスに2回勝利
34,累計4回換金
35,累計1500ダイヤ消費
36,以下のミッションを全部クリア
37,ログイン
38,星4のバイトミッションを累計2個クリア
39,売店で商品を3回購入
40,日常テストを累計18回受講
41,ハートを累計30個送信
42,プレミアムガチャを累計9回実施
43,以下のミッションを全部クリア
44,ログイン
45,オートモードの報酬を累計10回獲得
46,学園リーグに累計20回挑戦
47,戦姫を累計100回レベルアップ
48,装備を累計20個合成
49,累計2000ダイヤ消費
