id,title,name,dialog,select_text
1,,,静かな夜――\nこの時の学園には、どうやらまだハロウィンを\nイベントとして祝う風習がなかったようだ。,
2,,,一人ぼっちのヴァンパイア少女が\nふらふらと学園内を歩いていた。,
3,,ドラキュラ,新しい血液パックでも休息が必要か……\n退屈な夜になるわね……,
4,,XXX,は！退屈？\n今日はハロウィンなのよ？吸血鬼ちゃ～ん♪,
5,,XXX,でも残念ね。学園のみんなは\nこの素敵な日を知らないみたいだもん。,
6,,ドラキュラ,あなたは？\n私の新しい夜食かしら？\nそれに、よくも許可なく私に話しかけたわね……？,
7,,ドラキュラ,それに……ハロウィン？\nなんだかどこかで聞いたことのある響きだわ。\nでも、私の人生に祝日なんて、何の意味もないわ。,
8,,ジャコランタン,私はジャコランタンよ、吸血鬼ちゃん♪\nさっきの話では、どうやらあなた、\n新血液パックに不満があるようね？,
9,,ドラキュラ,あなた、私の獲物を狙う気？\nフンッ、そうはさせるもんですか！\nそれに、これとハロウィンは関係ないじゃない？,
10,,ジャコランタン,勘違いしないでよね！\n私はただ、あなたを私のお店に招待したいだけ～！,
11,,ドラキュラ,お店？興味ないわ……,
12,,ジャコランタン,吸血鬼ちゃん、いい？\n祝日に別に特別な意味なんていらないのよ。\n大切なのは、みんなと思い出を作ること。,
13,,ジャコランタン,せっかくのハロウィンよ？\n学園内でのハロウィンの宣伝を手伝ってくれたら、\nあなたを魅了する血液パックをプレゼントするわ！,
14,,ドラキュラ,へぇ、ちょっと面白そうね……\n不本意だけど、ちょっと手伝ってあげようかしら。,
15,,曹操,ちょっとあなた、\nここで寝るのは規則違反よ！,
16,,孟獲,わ～！ドラキュラ、\nこれがあなたの新しい衣装ですか？\nカボチャみたいだ～！食べられますか？,
17,,,ドラキュラは目を覚ました。\n今は真夜中で、\nどうやら道の真ん中で寝ていたらしい……,
18,,ドラキュラ,（意識を失う前の\nジャコランタンとの会話を思い出す）\n私……大丈夫だわ……,
19,,曹操,無事で何よりだ、\n早く寮に戻りなさい。\n門限までに寮に戻らない場合は規則違反よ！,
20,,ジャコランタン,みんなこんばんは～！\nハッピーハロウィーン！,
21,,孟獲,お、知らない顔だな！\nそのカボチャ、おいしいそう～！,
22,,曹操,あなたは……\n確かジャコランタンね。\nずいぶん夜遅くまで、外で何をしているの？,
23,,ドラキュラ,ちょっといいかしら、この衣装はどういうこと？\n確かあなたと店に入ったような……,
24,,ジャコランタン,ハハ、そんな目で見ないでよね～！\nこれは私からの、ちょっとしたプレゼントよ～！,
25,,ジャコランタン,せっかくのハロウィン、\nみんなもイベントやりたいよね～？例えばそうね、\nお菓子パーティーとか、学園競技大会とか～！,
26,,曹操,競技場イベントか……？\nふむ、ハロウィンというのは、\nどうやら学園制覇にピッタリなようね。,
27,,孟獲,勝てばお菓子が貰えるのか？\nじゃ私も参加する～！,
28,,ジャコランタン,よし、それじゃあ他のみんなにも\nイベントの詳細を伝えておいてね～！,
29,,ドラキュラ,（曹操と孟獲が遠くに行った後）\nで、これはあなたのハロウィンアピール？\n競技場にお菓子って、ハロウィン関係ないわよね？,
30,,ジャコランタン,これだけは覚えておいてね、吸血鬼ちゃん。\n人っていうのは、新しいものに興味は持つけど、\nそんな簡単には受け入れてくれないのよ～。,
31,,ジャコランタン,"
まずは注意を引きつけてから、
それにあわせて準備する。そうすれば、
新しいものも受け入れてもらいやすくなるし、
自分の目的も達成できるのよ。",
32,,ドラキュラ,（私も血液パックのために、\nもっと自分をアピールしないとね……）,
33,,ドラキュラ,わかったわ。不本意だけど、\n今回のイベントの司会をやってあげる。\nこのカボチャ、景品として貰っておくわね！,
34,ウェディングドレスイベント,曹植,もう、先輩ったら、\nあのデータノートをあげてから、\nめったに図書館に来なくなりました……,
35,,曹植,面白い出来事があったら、\nちゃんと教えると約束しましたのに！,
36,,曹植,あーぁ、この間の小説がなければ、\nとっくにノートを回収していたのに……,
37,,曹植,ちょうどいいですね。\n今回の投票戦、私を選んでくださいね。\nそれで許してあげましょう。,
38,,許褚,先輩はいる？\nドアが開いてるけど入ってもいい？,
39,,曹植,あれ、許褚さん、お久しぶりです。,
40,,許褚,"
うっ、嫌な予感が……
郭氏にちゃんと教えておけばよかった……
そうすれば、少なくとも先輩のところの競争は
楽になったかもしれないなぁ……",
41,,曹植,あの、もしかして……\n許褚さんも先輩の票集めにここに来ましたか？,
42,,ドラキュラ,ふん……人間、あなたを先輩と呼んでいるけど、\n私に票を入れるという当たり前のことを、\nまさか断るはずがないわよね？,
43,,*,ドラキュラ、ちょっと待ってくれ。\n何の話をしているのか、ちょっと説明してくれる？,
44,,ドラキュラ,また私をごまかそうとしてるわね？この前だって、\n抹茶味の錬金血液を用意する\nと言ってたけど、絶対忘れているでしょ？,
45,,ドラキュラ,まずは「はい」と言って。\nそうしたら説明してあげるわ～？,
46,,許褚,あれ？ドラキュラも来た？\nもしかして……,
47,,ドラキュラ,許褚と曹植か。ちょうどいい。\n先輩と投票戦のことを話しているの。\nあなたたちも私に票を入れなさい。,
48,,曹植,ドラキュラ先輩、\nこういうイベントは自分だけが頼りですよ？\nどうやら、私たちはライバルになりそうですね。,
49,,許褚,今回の賞品、ドラキュラにとってはくだらないんじゃない？,
50,,*,曹植、許褚、来てくれてありがとう。\nだけど……,
51,,*,キミたちが言っている投票？賞品？とか、\nまずは何のことか説明してくれるかな？,
52,,*,さっきの、\nドラキュラにとって賞品がくだらないって話とは\n別の話なのか？この雰囲気一体何なんだよ……,
53,,曹植,どうやら、ほんとにわからないみたいですね……\n確かに私のノートにも、\n新イベントの記録はないですし。,
54,,曹植,この間の約束通り、\n今から一緒に図書室に行きましょう。\nそうしたら、イベントの内容を教えてあげますよ。,
55,,許褚,ふん、私だって、先輩にお花のお世話の\nお手伝いをしてもらう約束してるんだから。\n曹植に騙されちゃいけないよ！,
56,,ドラキュラ,あの賞品には興味ないけれど……\n果たしてあなたたちのような下等生物が、\n私と同じ土俵に立つ資格はあるのかしら？,
57,,*,あの……誰かまず質問に答えて……,
58,,曹植,まぁ、いいでしょう。\n先輩、まずは「愛と誓いの総選挙」について\n説明しましょうか。,
59,スターになりましょう！,,寮室の窓から暖かい陽射しが射し込む中、\n誰かがドアをノックする音が聞こえている。,
60,,,ルシファーは星柄の布団を抜け出し、\n寝ぼけ眼のままドアに向かっていく。,
61,,ルシファー,ふわぁ～……誰だ？,
62,,ミカエル,Happy birthday♪ルシファー。\n誕生日おめでとうございます♪,
63,,ルシファー,誕生日！？\nえ？今日は何日だったっけ！？,
64,,ミカエル,ふふっ、やっぱり忘れていましたか～。\nでも、私はちゃんと覚えていますから！,
65,,ミカエル,誕生日プレゼントは何だと思います？,
66,,ルシファー,熊のぬいぐるみ？\nオレンジ味のチーズクッキー？\nそれともダンス人形？,
67,,ミカエル,ハズレでーす。,
68,,ルシファー,全部はずれか……ごめん、思いつかないや。\nミカエル、早く教えてくれ。,
69,,ミカエル,ほら、開けてみて！,
70,,ルシファー,わ、星型のギター！\nずっと欲しかったやつだ！,
71,,ルシファー,ありがとう、ミカエル！,
72,,ミカエル,うふふっ、気にいっていただけて何よりです！\nずっと覚えていましたよ。,
73,,ミカエル,一つ一つの星は皆、\n躍動する音符のようだと言っていましたね。\n満天の星が夜空に煌めくときは……,
74,,ルシファー,我が煌めくときでもある！,
75,,ルシファー,ミカエル、この星型のギターには、\n魔力が宿っているらしいぞ。,
76,,ミカエル,え？まさか～……,
77,,ルシファー,本当だ！この星を手にすると、\n皆に演奏を聴かせたくてしょうがなくなるんだ！,
78,,ルシファー,行くぞ、ミカエル！,
79,,ルシファー,このギターやっぱすごいな！,
80,,ルシファー,初めて使うとは思えない感じだ！\n本当にありがとう、ミカエル！,
81,,ミカエル,ルシファー……\n風紀委員が来ましたよ……,
82,,風紀委員,ルシファーさん、寮の生活規則第五条ーー\n大声で他の人に迷惑をかけない！,
83,,ルシファー,ハハハ、ごめんごめん！次は気をつけるよ！,
84,,風紀委員,次なんてありません！\n今回のあなたの態度はまるでなっていません！\n後で反省文を提出しなさい！,
85,,風紀委員,それと、このギターは一旦預かります。\n反省文を提出したら返却しますから。,
86,,ルシファー,……誕生日に反省文か……参ったな。,
87,,ミカエル,私が止めればよかったですね……,
88,,ミカエル,こうしましょう。今回は私が止めなかったのも\n原因の一つですし、反省文は半分こにしましょう！,
89,,ルシファー,本当か！？ミカエル、ありがとう！,
90,,ミカエル,ほらほら、早く書きましょう！,
91,,風紀委員,お入りください！,
92,,ルシファー,反省文です。,
93,,,風紀委員はルシファーからの反省文を読み始めた。,
94,,風紀委員,ルシファーさん、あなたは今回の件について、\nちゃんと反省しているみたいですね。,
95,,ルシファー,ではそのギター、返してもらってもいいですか？\n私にとって、とても大切なものなんです！,
96,,風紀委員,もちろんいいですよ。\nでも、今後は寮内での演奏は控えてくださいね。,
97,,ルシファー,はい、わかりました、もう絶対しません。,
98,,風紀委員,そういえば、\n音楽フェスティバルの予選はもうすぐですよね？,
99,,風紀委員,幽夢学園最大級の音楽イベント。\n数々のバンドがこのフェスティバルで\nみんなに注目されました。,
100,,ルシファー,音楽フェスティバル……,
101,,風紀委員,ルシファーさん、\nあなたの演奏、悪くないと思いますよ。,
102,,風紀委員,音楽フェスティバルでの活躍を\n期待しています！,
103,,ルシファー,"
ありがとうございます！
私のバンドは必ず、今年の音楽フェスティバルで
スーパースターになってみせます！
その時は応援よろしくお願いします！",
104,予選エントリー,蔡文姫,音楽フェスティバルの予選！？\n無理無理、私たちには絶対無理！,
105,,蔡文姫,ルシファーさん、\nShining Bandは結成したばかりなのよ？\nそれに……それに……,
106,,ルシファー,ドラマーがいない、だろう？,
107,,蔡文姫,そうよ、今までの演奏は\nドラムパートは打ち込みでやっていたけど、,
108,,蔡文姫,音楽フェスティバルのようなイベントに\n参加するなら、ドラマーが必要なのっ！,
109,,ルシファー,蔡ちゃん、安心しなさい。ドラマーはいないけれど、,
110,,ルシファー,今年の新入生バンドの中で、\n私たちの曲が一番だと私が保証する！,
111,,黄忠,それはもちろん！\n我々の曲は少ないけど\n完成度が高い曲ばかりだからな！,
112,,黄忠,音楽フェスティバルに参加すれば、\n人々の注目を集めるだけでなく、,
113,,黄忠,より多くの人たちに、\n我らの曲を届けられるんだ！,
114,,ルシファー,ほら、黄忠も準備万端だぞ。\n蔡ちゃんは？,
115,,蔡文姫,いいわよ。\n黄忠さんが賛成なら、私も参加するわ。,
116,,ルシファー,よしっ、じゃ早速エントリーしよう！,
117,,エントリー担当,皆さん、順番を守ってくださいね！\nはい、次の方！,
118,,黄忠,我らの番だ！,
119,,ルシファー,はいはい！,
120,,エントリー担当,あなたたちのバンド名は何ですか？,
121,,ルシファー,私たちのバンド名は「Shining Band」だ！,
122,,エントリー担当,新しいバンドね。\n新入生のバンドは久しぶりです。,
123,,エントリー担当,それぞれの担当楽器も教えてもらえます？,
124,,ルシファー,私はルシファー、ギターとボーカル担当だ。\n彼女は……,
125,,黄忠,こんにちは、我はベースを担当している黄忠だ。,
126,,蔡文姫,私は蔡文姫、キーボードを担当しています。\nみんなからは蔡ちゃんと呼ばれているよ！,
127,,エントリー担当,はい、これでエントリー完了です。\n早く中に入って準備してくださいね！,
128,,ルシファー,うわ、人がいっぱいだな！,
129,,黄忠,エントリーの人数は予想以上か……\n全力を出さないといけないな！,
130,,蔡文姫,あれ、あのバンドは予選落ちみたい……\n予選から結構厳しいのね。,
131,,予選担当,次は、Shining Band！,
