id,text
1,こんな大きな赤いリボンを落とすなんて、\nうっかり屋さんだな～。
2,機械のようだな……\n風見学部の後輩だと思うけど、誰だろう？
3,十字架なんて珍しいもの、あの子に違いない！
4,小さな鈴だ……誰の落とし物だろう？
5,三つ葉のクローバーか……\nきっと雲華学部の誰かだな！
11,ぺペロン
12,バニラ
13,董卓
14,献帝
15,蝶々のリボンだからな。\n子どもが喜ぶんじゃないか？
16,わーい！ペペにくれるの！？……えっ？ペペの落とし物！？いつの間に！？
21,王異
22,姜維
23,魏延（青羽）
24,方天
25,この形、大きさ……頭に付けるのに\nピッタリだ。考え直してみよう。
26,あ……それ、私のヘアピン……\nZZZ（寝落ち）……
31,アパテー
32,テレサ
33,ウリエル
34,華陀
35,白い十字架だからって、\n天使の落とし物とは限らないよな～。
36,ちぇっ、騙されなかっ……\nゲフンゲフン！拾ってくれて\nありがとう！……それじゃ！
41,黄月英
42,赤蓮
43,陸遜
44,イサウ&ヤコブ
45,やっぱりこの鈴、使い魔を連れた子が\n身に着けていたような……
46,どこに消えたのかと思ったら……\nきっとバルの仕業ね！
51,ミスルト
52,ヴェラ
53,魏延
54,劉備
55,どうやら人違いのようだ……\n他を当たってみよう。
56,あっ、どこにも見当たらないと思ったら\nあなたが見つけてくださったん\nですね……ありがとうございます……！
