id,desc
1,先輩、時の回廊へようこそ！\n今から時の回廊についての基本情報をお伝えします～！
2,このルーレットは、それぞれの\n時の回廊の入口となっています。\nタップすると、時の回廊を切り替えられます。
3,これは時の回廊実績ボタンです。\nタップすると、時の回廊の実績が\n表示されます～。
4,これは時の回廊ステージボタンですよ。時の回廊にはそれぞれ多くのステージがあります。先輩はここからいつでもステージに挑戦できます！
5,ここをタップして、最初の時の回廊観測を行いましょう！
6,観測中に「タイムダスト」を使用すると、観測を加速できます。観測を迅速に終わらせて、ボーナスを受け取りましょう。
7,先輩、「タイムダスト」を用意しましたので、ここをタップして使ってみましょう！
8,時の回廊の観測が終了しましたが、精算は手動で行う必要があります。
9,ここは時の回廊のカード保管庫です。観測時に発動可能なカードを確認できますよ。
10,ここでは、観測時に発動したカードを確認することができます。
11,これは今回の観測のボーナス一覧です。ボーナスは、精算時に一括で獲得します。
12,ここをタップして、今回の観測の精算を行いましょう！
13,「星空の欠片」を消費すると、観測の手助けとなるプラネタリウムの技術をLvUPできます。
14,観測で「星空の欠片」を獲得しました。ここをタップして、プラネタリウムの技術をLvUPしてみましょう！
15,"
この回廊のプラネタリウムには、
2つのグループがあります。
ここをタップして、
グループ1の内容を見てみましょう。"
16,先輩、極地遠征へようこそ！\n戦姫たちは準備万端です！\n共に敵を倒しましょう！
17,まずは先輩の本拠地に\n入りましょう！
18,
19,
20,先輩、本拠地へようこそ！ここで本拠地の区域詳細を確認できます～。
21,ここでは先輩の所属陣営が占領中の区域と、各区域の遠征ptバフを確認できます。
22,一旦極地の氷原に戻りましょう。
23,他の区域も見てみましょう～。
24,
25,
26,ここからこの区域の防御隊の情報を確認できます。
27,防衛隊に挑戦すると、\n大量の貢献ptを獲得できます！
28,所属陣営のものではない区域では、防衛隊に勝利するたびに、その区域の防衛隊の数が減少します！
29,防衛隊の数が0になると、\n所属陣営の一員として、\nその区域を占領できます。
30,タップすると、この区域の詳細を\n確認できますよ！
31,この区域が初めて占領された時、\n各陣営の与ダメージに応じて、\n各陣営に遠征ptが付与されます。
32,この区域が占領されている間、所属陣営に遠征ptを提供し続けます。
33,遠征に参加すれば、\n豊富なボーナスを獲得できますよ！\n一緒に見てみましょう！
34,カウントダウン終了後、陣営ランキングと個人ランキングによってボーナスを精算します。
35,遠征では、所属サーバーのプレイヤーと協力して敵に挑戦できます。是非お楽しみください！
36,この区域は挑戦できないようです。挑戦できる区域を探してみましょう！
37,所属陣営と隣接している区域にしか挑戦できません！
38,
39,先輩！！北国に災難をもたらした怪物ーー雪崩が目覚めました！
40,雪崩が撃破されました！氷原の気候も元に戻りつつあります……
41,氷原の嵐が静まったことで、雪山の周囲の防衛隊も減ることでしょう。
42,進入ボタンをタップして下さい。
43,雪山周辺の3マス以内の区域では、毎日朝9時（日本時間）に残りの防衛隊の数が25%減少します。
