id,name,desc
1,入学式,\n
2,新入生歓迎式,\n
3,神威学部,\n
4,風見学部,\n
5,辰星学部,\n
6,雲華学部の精霊,\n
7,修羅学部の黒翼天使,\n
8,隠匿学部,\n
9,夕食,\n
10,意外な騒動,\n
11,女子寮,\n
12,遅刻,\n
13,焼きそばパン,\n
14,友情！努力！勝利！,\n
15,でたらめな文学部,\n
16,茶道,\n
17,生徒会,\n
18,SHINING BAND,\n
19,異変,\n
20,ルシファー,\n
21,風紀委員会,\n
22,調査,\n
23,現場に戻る,\n
24,カオス症候群,\n
25,赤き月,\n
26,暗夜の王,\n
27,危険,\n
28,抵抗不可能,\n
29,堕落の翼,\n
30,カオスの深化,\n
31,幽夢,\n
32,花火少女,\n
33,小さな願い,\n
34,町大作戦,\n
35,Defender,\n
36,絢爛たる夜空,\n
37,卒業,\n
38,変な写真,\n
39,光と影,\n
40,DEF戦線,\n
41,異能練習,\n
42,逃げるは恥で役に立たない,\n
43,攪乱者,\n
44,異能考査初段階,\n
45,挑戦者,\n
46,異能考査中段階,\n
47,猫とねずみ,\n
48,怪力少女,\n
49,異能最終考査,\n
50,意外な真相,\n
51,発端,\n
52,中華料理,\n
53,綺麗な部屋,\n
54,二度目の占い,\n
55,黒い霧,\n
56,学園を包囲,\n
57,夜影急襲,\n
58,没落した風紀委員会,\n
59,織田信長,\n
60,黒夜に咲く花,\n
61,直接衝突,\n
62,黒石,\n
63,蝙蝠の笑い,\n
64,真実の裏,\n
65,暴走,\n
66,紅蓮の業火,\n
67,織田信長,\n
68,審判の目,\n
69,黒と白,\n
70,敗走,\n
71,DEFの条件,\n
72,交渉の条件,\n
73,交渉終止,\n
74,崩壊,\n
75,野に焼く火,\n
76,知恵の戦い,\n
77,脱退,\n
78,反逆の声,\n
79,鳥の囀り,\n
80,裏の陰謀,\n
81,微光,\n
82,破片,\n
83,カオスの侵入,\n
84,不屈のウォーリア,\n
85,幽夢,\n
86,世界の理,\n
87,対話,\n
88,双子,\n
89,死印,\n
90,封印解除,\n
91,カオスの襲撃,\n
92,悪夢再臨,\n
93,カオス軍団,\n
94,連合,\n
95,チャンス0％,\n
96,角笛の音,\n
97,絶地の反撃,\n
98,終結日,\n
99,灯火の星,\n
100,存在,\n
101,帰還,\n
102,成長,\n
103,宴会,\n
104,エピソード,\n
105,アンコール,\n
106,新しい友達,\n
107,伝説再臨,\n
108,誘い,\n
109,恐怖形骸,\n
110,決意,\n
111,日常練習,\n
112,シルバーの試練,\n
113,大図書館ーウロボロス,\n
114,迷宮,\n
115,伝説のワルキューレ,\n
116,真実の水晶,\n
117,お試し攻略,\n
118,第二防衛網,\n
119,伝説のウィザード,\n
120,「彼女」の物語,\n
121,想定外の襲撃者,\n
122,毒蜂軍団,\n
123,防衛開始,\n
124,一網打尽,\n
125,狂気の毒蜂,\n
126,相対,\n
127,魔女の知恵,\n
128,チェイス,\n
129,敵陣を攻略,\n
130,「彼女」,\n
131,真実の目,\n
132,恐怖形骸？,\n
133,模倣形骸,\n
134,月詠,\n
135,協力,\n
136,折れた剣,\n
137,地獄からの帰還,\n
138,復讐の炎,\n
139,選択,\n
140,分岐点,\n
141,チェイス,\n
142,拉致,\n
143,信じた道,\n
144,錬成術陣,\n
145,紅蓮,\n
146,挽歌,\n
147,力を持つ人,\n
148,リバース,\n
149,生贄,\n
150,双子,\n
151,大昔,\n
152,真実,\n
153,傀儡,\n
154,「愛」,\n
155,絶望の因果,\n
156,チューリング,\n
157,ヤコブ？,\n
158,彼女の夢,\n
159,救済,\n
160,翌日,\n
161,訓練の成果,\n
162,四人の病人,\n
163,腹黒保険医,\n
164,図書館に侵入,\n
165,新たな提案,\n
166,温泉休み,\n
167,人気ツアー,\n
168,懐かしい匂い,\n
169,森を越え,\n
170,到着,\n
171,ひと時の休み,\n
172,心ここに在らず,\n
173,推測検証,\n
174,旅の真相,\n
175,孤独な女の子,\n
176,チューリングゲーム,\n
177,感情の本質,\n
178,過去の影,\n
179,炎風を越えて,\n
180,魂器計画,\n
181,優柔不断,\n
182,学園異変,\n
183,内憂外患,\n
184,決断,\n
185,決意,\n
186,絶望的な未来,\n
187,予想通り,\n
188,無言の誓い,\n
189,幽霊,\n
190,好奇心の強い猫,\n
191,過去との決別,\n
192,変化,\n
193,嫌な予感,\n
194,悪夢,\n
195,月下のシルバー,\n
196,因果応報,\n
197,裏切り者,\n
198,正面対決,\n
199,甘えた代償,\n
200,未来との別れ,\n
201,拘束,\n
202,ウィンドシーカー,\n
203,間違った期待,\n
204,炎の中の幻影,\n
205,儀式完了？,\n
206,敵の敵,\n
207,生存の知恵,\n
208,対話,\n
209,神の怒り,\n
210,協力,\n
211,各々の思い,\n
212,密計,\n
213,炎,\n
214,わずかな安寧,\n
215,地上への帰還,\n
216,灰色の世界,\n
217,地獄への道,\n
218,溶岩の暴君,\n
219,悪夢の繭,\n
220,撤退,\n
221,弱り目に祟り目,\n
222,分散,\n
223,襲来,\n
224,先なき道,\n
225,奇跡,\n
226,一筋の光,\n
227,使命,\n
228,最後のあがき,\n
229,喜ぶ暇なく,\n
230,今後のこと,\n
