id,name,desc
1,赤炎刀,味方戦姫の攻撃力を10％アップする
2,切り刻む,戦闘開始後、全ての敵にランダムで3ターンの間継続ダメージを与え、全ての敵が受けた継続ダメージ（流血・毒・燃焼）が25%アップ。
3,二刀流,味方戦姫の通常攻撃のダメージが100%アップする。更に味方戦姫が通常攻撃後に50%の確率でもう一回の通常攻撃を行う。
4,潜在能力突破,味方の戦姫の会心率が25%、会心ダメージが25%アップする。
5,修羅の道,味方戦姫がダメージを受けたとき、75％の確率で自身攻撃100%のカウンターを行う、必中。
6,超生長,味方戦姫の最大HPが20％アップする
7,雲華嵐,味方戦姫のHP回復比率が25%アップし、全ての敵のHP回復比率が75％ダウンする。更に回復する度に、HPが一番高い敵にそのHP上限の5%のダメージ（最大80000まで）を必ず与える。
8,一心同体,味方戦姫のダメージ軽減が25%アップする。味方戦姫がダメージを受けた場合、50%の確率で全員にそのダメージを分担させる。
9,拘束耐性,味方戦姫の拘束耐性を40%アップする。
10,勇猛な盾,味方戦姫のブロック率が30％アップする
11,勇往邁進,前列にいる戦姫の防御力が25％アップし、ダメージを受けた時獲得するエネルギーが100％アップする。
12,闘気覚醒,スキルを使用した後、25％の確率で再度スキルを使用する。
13,邪悪な儀式,味方戦姫はHP90%、エネルギー200ptの状態で戦闘を開始する。
14,ドレイン,味方戦姫がダメージを与えた時、HPを与えたダメージの15％分回復する。
15,聖なる庇護,致死ダメージを無効化（各回の戦闘で1度のみ発動、重複可能）
