id,name,desc
1,進攻,味方戦姫の攻撃力が30％アップ
2,防御,味方戦姫が受けるダメージが30％減少
3,昇進,星ランク9以下の味方戦姫は攻撃力が100000アップ、HPが500000アップする。星10以上の味方戦姫は攻撃力が15％アップ、HPが15％アップする。
4,強襲,戦闘開始時、敵のHPは70％からスタートする。戦闘開始後3ターンの間、味方戦姫はダメージを受けず、全てのデバフ効果を無効化する。
5,強攻撃,戦闘開始時、味方戦姫は200エネルギーを獲得する。アクティブスキルを使用した後、ターゲットに追加で相手の最大HP10％のダメージを与える。
6,強固な身体,味方戦姫が致死ダメージを受けた場合、その時のダメージを無効化し、自身が掛かっていたデバフ効果を全て解除する。そして2ターンの間、自身が受けるダメージを全て無効化し、そのダメージを100％分、攻撃した相手に反射する。
7,重厚な鎧,全敵のHPが30％増加。
8,アドレナリン,全敵の攻撃力が30％アップ
9,シールド,全敵の防御力が30％アップ
10,フォールン,味方の辰星、修羅戦姫の最大HPが20％減少。
11,フォッグ,味方の隠匿、神威、風見、雲華戦姫が与えるダメージが15％減少。
12,疲労,味方ウォーリア戦姫のブロックが20％減少、味方ソーサラーのブレイクが20％減少、味方レンジャーのブレイクが20％減少、味方アサシンの突破力が25％減少、味方プリーストの治療量が15％減少。
13,バリア,全敵の会心耐性が30％増加（攻撃者の会心率 ー 会心耐性＝実際の会心率）。
14,瘴気,味方戦姫が受ける治療効果が60％減少。
15,メディック,全敵はターンの終了時に最大HP15％分のHPを回復する。
16,虚弱,戦闘開始後3ターンの間、味方戦姫はアクティブスキルを使用できない。
17,再起の時,戦闘中、致命ダメージを負った敵（2体まで）は、すぐにHPを100％回復する。
18,総攻撃,戦闘開始時、全敵はエネルギーを200Pt獲得する。戦闘開始後2ターンの間、ターン終了時に全敵はエネルギーを100Pt獲得する。
19,封印,戦闘開始時、ランダムで3体の味方戦姫が2ターンの間封印状態になる（パッシブ効果が発動しない。解除不可）。この効果は2ターンに1回発動する。
20,流血,ターン終了時、全味方戦姫は自身の最大HP10％のダメージを受ける。
21,解毒ポーション,ターン終了時、全敵は自身が掛かっているデバフ効果をランダムで3つ解除する。
22,防護服,全敵は最初のターン、全てのデバフ効果を無効化し、2ターンの間はダメージを一切受けない。
23,緩衝装置,戦闘開始時、敵の受けるダメージが90％減少する。ターン終了するごとに効果が10％弱まり、最後はダメージ50％減少で固定する。
24,茨の道,味方戦姫が通常攻撃、スキルを使用した時、自身も与えたダメージ100％分のダメージを受ける。
25,ハードアーマー,全ての敵はダメージを受けた時、1回のダメージの上限が敵自身の最大HP10％までとなる。
