id,fort_name,fort_name2,name,description,skill
1,TA·導きの月光,TA·導きの月光,道を示す月光,幽夢軍団とカオス軍が正面衝突している中、陰で暗躍する部隊があった。\n彼女たちは最も危険な場所に忍び込み、幽夢軍団の目と耳となっていた。\nそしてその部隊の中心にいる人物は、特殊な能力を持っていた。,各ターン味方が初めて行動する前に、\n敵は継続ダメージ以外のダメージを受けない。
2,TA·導きの月光,TA·導きの月光,暖かな魔法,メイド服はシルバーにとっては戦の正装である。その格好をすれば、感知能力により脳に響く騒音も耐えられる。\n彼女は自分の悩みを他の人に打ち明けず、一人で耐えていたが、その悩みはある日、一人の少女がいとも簡単に気づいたのであった。,各ターン味方が初めて行動する前に、\n敵は継続ダメージ以外のダメージを受けない。
3,TA·導きの月光,TA·導きの月光,未来の計画,カオス軍との戦争もいよいよ大詰め。色々と釈然しない点もあるが、\nその喜ばしい状況の中、シルバーとバニラは思わず戦争後の未来を描き始めた。,各ターン味方が初めて行動する前に、\n敵は継続ダメージ以外のダメージを受けない。
4,TA·導きの月光,TA·導きの月光,異状,とても困難な任務であるが、何度も死線を越えたシルバーにとっては大したことではなかった。\nただ任務よりも、もう一つ漂う異常な気配が、シルバーの気を引いた。,各ターン味方が初めて行動する前に、\n敵は継続ダメージ以外のダメージを受けない。
5,TA·導きの月光,TA·導きの月光,不安の種,シルバーは、異常な気配の原因がわかった。\n同情なのか、それとも覚悟に対する敬意なのか、\nシルバーが彼女に手を出すことはなかった。しかし、この事はシルバーの心に不安の種をまいた。,各ターン味方が初めて行動する前に、\n敵は継続ダメージ以外のダメージを受けない。
6,TA·導きの月光,TA·導きの月光,戦争終結？,最後の戦いが終わろうとして、戦争もいよいよ決着が付く。\nようやく休めると思っているシルバーだったが......,各ターン味方が初めて行動する前に、\n敵は継続ダメージ以外のダメージを受けない。
7,TA·導きの月光,TA·導きの月光,蛍火,大きな犠牲を払って、シルバーはようやく拠点に戻れた。\nだが彼女を待っていたのは、地獄のような惨状だった。,各ターン味方が初めて行動する前に、\n敵は継続ダメージ以外のダメージを受けない。
8,TA·導きの月光,TA·導きの月光,新時代,残酷な現実から目をそむく時間などなかった。今やるべきことは、前に進むしかない。シルバーは謎の声の条件を飲み、新時代の月光になると決意した。,各ターン味方が初めて行動する前に、\n敵は継続ダメージ以外のダメージを受けない。
9,TA·導きの月光,TA·導きの月光,旅行,幽夢学園がようやく安定したが、シルバーの心の中の不安はぬぐい切れなかった。今の幽夢学園に自分は必須の存在ではないと思ったシルバーは、ある決定を下した。,各ターン味方が初めて行動する前に、\n敵は継続ダメージ以外のダメージを受けない。
10,TA·導きの月光,TA·導きの月光,月光下の蛍火,百年後、幽夢学園がピンチに陥った今、一つの影が、暗闇の中から現れた。,各ターン味方が初めて行動する前に、\n敵は継続ダメージ以外のダメージを受けない。
