id,name,desc
1,重厚な鎧,全敵のHPが30％増加。
2,アドレナリン,全敵の攻撃力が30％アップ
3,バリア,全敵の会心耐性が30％増加（攻撃者の会心率 ー 会心耐性＝実際の会心率）。
4,瘴気,味方戦姫が受ける治療効果が60％減少。
5,虚弱,戦闘開始後3ターンの間、味方戦姫はアクティブスキルを使用できない。
6,集団作戦,すべての敵が受けたダメージは敵全員に分担される。
7,メディック,全敵はターンの終了時に最大HP15％分のHPを回復する。
8,スケープゴート,毎ターン終了時、それぞれ1体の敵が受けたデバフを2種類ランダムで1人の味方戦姫に転移する。（拘束効果が優先的に選択される、転移先はデバフが少ない戦姫が優先的に選択される）
9,究極封印,敵がそれぞれ致命的なダメージを受けた場合、初回のみシールドを獲得して、2回までのダメージ・継続ダメージを無効にする。更に味方の戦姫をランダム1名に完全封印効果を与える。（完全封印：2ターンの間、該当戦姫が行動不能になり、パッシブスキル、限界突破スキル、ジョブセットスキルが無効化になる。）
10,封印,戦闘開始時、ランダムで3体の味方戦姫が2ターンの間封印状態になる（パッシブ効果が発動しない。解除不可）。この効果は2ターンに1回発動する。
11,ハードアーマー,全ての敵はダメージを受けた時、1回のダメージの上限が敵自身の最大HP10％までとなる。
12,失神,戦闘開始時、ランダムで2名の味方戦姫が失神状態にする。該当効果は毎ターンに1回発動する。（失神：1ターンの間、アクティブスキルの効果を「ランダムで敵1体を通常攻撃する」に変換する。）
13,流血,ターン終了時、全味方戦姫は自身の最大HP12％のダメージを受ける。
14,緩衝装置,戦闘開始時、敵の受けるダメージが90％減少する（割合ダメージ含む）。ターン終了するごとに効果が10％弱まり、最後はダメージ50％減少で固定する。
15,茨の道,味方戦姫が通常攻撃、スキルを使用した時、自身も与えたダメージ100％分のダメージを受ける。
16,総攻撃,戦闘開始時、敵全員のエネルギーを200ptにする。戦闘開始の2ターンの間、ターン終了時に敵全員のエネルギーを100pt回復する。3ターン目からはターン終了時に敵全員のエネルギーを50pt回復する
17,防護服,全敵は最初のターン、全てのデバフ効果を無効化し、2ターンの間はダメージを一切受けない。
18,疲労,味方ウォーリア戦姫のブロックが20％減少、味方ソーサラーのブレイクが20％減少、味方レンジャーのブレイクが20％減少、味方アサシンの突破力が25％減少、味方プリーストの治療量が15％減少。
19,解毒ポーション,ターン終了時、全敵は自身が掛かっているデバフ効果をランダムで3つ解除する。
20,再起の時,戦闘中、致命ダメージを負った敵（2体まで）は、すぐにHPを100％回復する。
21,活力ポーション,ターン終了時、ランダムで敵前列の1名を、その最大HP8%分回復する。さらに2ターンの間、敵後列の1名の攻撃力を20%アップする。
22,気絶,奇数のターンでは、1ターンの間、味方前列の1名が気絶状態になり、偶数のターンでは、1ターンの間、味方後列の1名が気絶状態になる。
23,交代感染,奇数のターンでは、奇数の位置にいる味方の与ダメージが15%減少し、偶数のターンでは、偶数の位置にいる味方の受ける治療効果が30%減少する。
24,勝利の追撃,戦闘開始時から3ターンの間、最もHPが低い味方の戦姫は被ダメージが20%アップする。敵の攻撃の対象がランダムの場合、最もHPが低い味方を優先的に狙う。
25,無力,味方戦姫の攻撃力が10%減少する。
26,背水の陣,敵全員のHPが50%未満になった時、あらゆる被ダメージが30%減少する。
27,痛覚マヒ,敵全員がダメージを受けると、4ターンの間、被ダメージが70%減少し、ターン終了時に減少分の25%のダメージを受ける（このダメージは転移も解除もできない）。
28,弱体化,味方戦姫のHPが15%減少する。
29,士気低下,味方戦姫の攻撃で会心が発生しなくなる（会心確定の攻撃を除く）。
30,リベンジ,敵が1名倒れるたびに、敵全員のHPが各自の最大HP30%分回復する。さらに3ターンの間、攻撃力、ブレイク、ブロック、会心率が30%アップする。
31,ステルス,敵それぞれが戦闘中に初めてHPが50%未満になった時、4ターンの間、ステルス状態（単体、またはランダム数を対象とする攻撃をかわし、あらゆる被ダメージが50%減少、会心率が100%アップ）になる。
32,追放,戦闘開始時、最もHPが高い味方の戦姫1名を戦闘終了まで追放する（追放された戦姫のHPとエネルギーは変動しない。また、いかなる行動もできず、バフも受けられず、ランダム効果の対象にもならない。追放対象の戦姫しか戦場にない場合、自動で敗北となる）。
33,回復妨害,戦闘開始時、味方の戦姫は3スタック分の回復妨害を受ける。回復妨害の効果が解除されると、スタックごとに回復妨害を受けていた戦姫が自身の最大HP10%分のダメージを受ける。
34,エネルギー枯渇,味方戦姫のエネルギー獲得量が50%減少し、エネルギーが0になった味方はダメージを与えられなくなる。また、エネルギーが50ptを超える味方の攻撃力が20%減少する。さらにターン終了時、エネルギーが50pt以下の味方は全員、エネルギーが0になる。
35,死の宣告,戦闘開始時、攻撃力が最も高い味方戦姫に「死の宣告」効果が付与される（「死の宣告」効果を付与された戦姫が4ターン後に倒れ、「死の宣告」効果は解除不可。また、「死の宣告」効果で倒れた戦姫の「死の宣告」は、攻撃力が最も高い残りの味方戦姫に付与される）。
36,スキル封印,味方戦姫は同じターン内に、1名だけがアクティブスキルを使用でき、6ターンの間、アクティブスキルを発動した後、自身の攻撃力が100%分減少する。
37,幻覚の痛み,味方戦姫の攻撃力は、自身のHP割合に合わせて変化する。自身のHPが100%時、自身の攻撃力は実際の攻撃力の100％となる。自身のHPが1％の時、自身の攻撃力は実際の攻撃力の1％となる。
38,パワースティール,戦闘開始から4ターンまで、敵戦姫は永久的に味方戦姫の初期攻撃力の5%分を吸収し、解除不可（最大20%まで吸収可能。また、自身の位置に応じて戦姫を吸収する為、対応する位置に戦姫がいない場合は吸収できない）。
