id,name,desc,unlock_desc
110101,基礎補給 Lv.1,観測終了後、ランダムで以下のアイテムを獲得：ゴールド/EXPドリンク/彫刻刀/弁当/ダイヤ。,
110102,基礎補給 Lv.2,観測終了後、ランダムで以下のアイテムを獲得：ゴールド/EXPドリンク/彫刻刀/弁当/ダイヤ。,
110103,基礎補給 Lv.3,観測終了後、ランダムで以下のアイテムを獲得：ゴールド/EXPドリンク/彫刻刀/弁当/ダイヤ。,
110104,基礎補給 Lv.4,観測終了後、ランダムで以下のアイテムを獲得：ゴールド/EXPドリンク/彫刻刀/弁当/ダイヤ。,
110105,基礎補給 Lv.5,観測終了後、ランダムで以下のアイテムを獲得：ゴールド/EXPドリンク/彫刻刀/弁当/ダイヤ。,
110106,基礎補給 Lv.6,観測終了後、ランダムで以下のアイテムを獲得：ゴールド/EXPドリンク/彫刻刀/弁当/ダイヤ。,
110201,ボタン Lv.1,観測終了後、一定数のボタンを獲得できる。,
110202,ボタン Lv.2,観測終了後、一定数のボタンを獲得できる。,
110203,ボタン Lv.3,観測終了後、一定数のボタンを獲得できる。,
110204,ボタン Lv.4,観測終了後、一定数のボタンを獲得できる。,
110205,ボタン Lv.5,観測終了後、一定数のボタンを獲得できる。,
110206,ボタン Lv.6,観測終了後、一定数のボタンを獲得できる。,
110301,絹（普通） Lv.1,観測終了後、一定数の絹（普通）を獲得できる。,
110302,絹（普通） Lv.2,観測終了後、一定数の絹（普通）を獲得できる。,
110303,絹（普通） Lv.3,観測終了後、一定数の絹（普通）を獲得できる。,
110304,絹（普通） Lv.4,観測終了後、一定数の絹（普通）を獲得できる。,
110305,絹（普通） Lv.5,観測終了後、一定数の絹（普通）を獲得できる。,
110306,絹（普通） Lv.6,観測終了後、一定数の絹（普通）を獲得できる。,
110401,絹（高級） Lv.1,観測終了後、一定数の絹（高級）を獲得できる。,
110402,絹（高級） Lv.2,観測終了後、一定数の絹（高級）を獲得できる。,
110403,絹（高級） Lv.3,観測終了後、一定数の絹（高級）を獲得できる。,
110404,絹（高級） Lv.4,観測終了後、一定数の絹（高級）を獲得できる。,
110405,絹（高級） Lv.5,観測終了後、一定数の絹（高級）を獲得できる。,
110406,絹（高級） Lv.6,観測終了後、一定数の絹（高級）を獲得できる。,
120101,挑戦・初級,初級挑戦では、勇気、魅力、知識の3つのステータスはバトルステータスに変換されます。,
120102,挑戦・初級（勝利）,初級挑戦で勝利し、全てのボーナスを獲得しました。,
120103,挑戦・初級（失敗）,初級挑戦で失敗し、半分のボーナスを獲得しました。,
120201,挑戦・中級,中級挑戦では、勇気、魅力、知識の3つのステータスはバトルステータスに変換されます。,
120202,挑戦・中級（勝利）,中級挑戦で勝利し、全てのボーナスを獲得しました。,
120203,挑戦・中級（失敗）,中級挑戦で失敗し、半分のボーナスを獲得しました。,
120301,挑戦・上級,上級挑戦では、勇気、魅力、知識の3つのステータスはバトルステータスに変換されます。,
120302,挑戦・上級（勝利）,上級挑戦で勝利し、全てのボーナスを獲得しました。,
120303,挑戦・上級（失敗）,上級挑戦で失敗し、半分のボーナスを獲得しました。,
130101,嫦娥・其ノ一,あの日、山のふもとで重傷を負って倒れている私を発見した華佗先生は、見知らぬ私を学園に連れて帰り、治療してくれた。,
130102,嫦娥・其ノ二,嫦娥――自分の名前以外、私は何も覚えていなかった。一体どこの誰で、これから何をすればいいのか……何もかも分からず、なんだか怖かった。,本回廊のプラネタリウム「イベント強化Ⅰ」がレベル1になるとアンロック。
130103,嫦娥・其ノ三,あの日「先輩」という人が、私は周りの皆と同じように学園にずっといてもいいよ、と言ってくれた。しかも、可愛いウサギまでプレゼントしてくれた……すごく嬉しかった。,本回廊のプラネタリウム「イベント強化Ⅰ」がレベル2になるとアンロック。
130104,嫦娥・其ノ四,どうやら「先輩」というのは名前ではないらしい……イタズラに「ご主人様」って呼んでみたら、なんだか嬉しそうだったから、これからもそうしようかな～。,本回廊のプラネタリウム「イベント強化Ⅰ」がレベル3になるとアンロック。
130105,嫦娥・其ノ五,ご主人様に勧められて、お菓子作りのサークルに入ったわ。前に作ったお団子が美味しかったからって。サークルに入ってから、たまに子供たちにもお菓子をあげているの。今はもう、あまり寂しくないわ。,本回廊のプラネタリウム「イベント強化Ⅰ」がレベル4になるとアンロック。
130106,嫦娥・其ノ六,今日は子供たちに混ざって、少し大人びた人が一人いたわ。えっと、たしか……后羿？だったかな。フェイズナは、そんな后羿をからかっていたけど、お菓子が好きなのは全然恥ずかしい事じゃないからね！,本回廊のプラネタリウム「イベント強化Ⅰ」がレベル5になるとアンロック。
130107,嫦娥・其ノ七,最近、どこからか視線を感じる時があるわ。でも、どんなに探しても、草むらでアリを観察している后羿しか見つからなかったの……まぁお菓子が好きな人に悪い人はいないから、きっと犯人は別にいるのね！,本回廊のプラネタリウム「イベント強化Ⅰ」がレベル6になるとアンロック。
130201,荀彧・其ノ一,学園に入学してから一週間。ここは悪くないけど、シャワーしかないのは頂けないわぁ～。今すぐお風呂に入りた～い。,
130202,荀彧・其ノ二,一日サボって、学園内をくまなく探索してみたわ～。ここ、娯楽施設の一つさえないじゃない！もしかして、学園と見せかけた収監所だったの！？もう、お風呂はどこなのよぉ～！お風呂お風呂お風呂ぉ～～～！,本回廊のプラネタリウム「イベント強化Ⅱ」がレベル1になるとアンロック。
130203,荀彧・其ノ三,良い事思いついたわぁ～。ないなら作ればいいのよ！この手でお風呂を作ってやるんだからぁ～。,本回廊のプラネタリウム「イベント強化Ⅱ」がレベル2になるとアンロック。
130204,荀彧・其ノ四,今日も夢のために頑張ってるお姉さんよぉ～。あら？何か硬い物を掘り当てたわ……これは、ランプ？誰が埋めたのかしらぁ～？,本回廊のプラネタリウム「イベント強化Ⅱ」がレベル3になるとアンロック。
130205,荀彧・其ノ五,ランプから綺麗なお姉さんが現れて、願いを1つ叶えてくれるって言う夢を見たのぉ～。この際、もう夢でもいいから、超豪華な大浴場をくださいってお願いしたわぁ～。,本回廊のプラネタリウム「イベント強化Ⅱ」がレベル4になるとアンロック。
130206,荀彧・其ノ六,えっ！？学園に大浴場ができたの！？今すぐ行かないと……って、あらぁ？昨日掘り当てたランプが机の上から消えてるわぁ～？,本回廊のプラネタリウム「イベント強化Ⅱ」がレベル5になるとアンロック。
130207,荀彧・其ノ七,学園に次々と娯楽施設が増えたわぁ～。でも、賭場って学園に作ってもいいものかしらぁ？それにしても、ランプとあの日見た夢、結局ホンモノだったのかしらねぇ～。,本回廊のプラネタリウム「イベント強化Ⅱ」がレベル6になるとアンロック。
130301,水鏡・其ノ一,悪魔は滅ぶべし！くっ、私としたことが、入学してから三ヶ月、悪魔の1匹も浄化していないなんて……そういえば、悪魔とは何なのでしょう……どうも記憶が曖昧です。,
130302,水鏡・其ノ二,修羅学部の人たちから不快なオーラを感じます！きっと彼らが悪魔に違いありません。そこにいるのはルシファー……？隙あり！聖水を味わいなさい！,本回廊のプラネタリウム「イベント強化Ⅲ」がレベル1になるとアンロック。
130303,水鏡・其ノ三,ミカエル様にこっぴどく叱られました……私は悪を浄化したいだけなのに……でも、ミカエル様は絶対に正しいのだから、きっと私が何か間違っていたのでしょう……,本回廊のプラネタリウム「イベント強化Ⅲ」がレベル2になるとアンロック。
130304,水鏡・其ノ四,修羅学部の人と仲良くする、とミカエル様と約束しましたが、やはりあのオーラは好きではありません。どうして今、野外探索は修羅学部と合同なの……ってあれ、ここはどこかしら……？,本回廊のプラネタリウム「イベント強化Ⅲ」がレベル3になるとアンロック。
130305,水鏡・其ノ五,迷子な上に突然の大雨……はぁ、ついてない……ひっ！？は、背後に何か気配が……せ、聖水を味わいなさい！って、いけない！そこにいるのは、郭嘉さん！？,本回廊のプラネタリウム「イベント強化Ⅲ」がレベル4になるとアンロック。
130306,水鏡・其ノ六,郭嘉さんは聖水で少し傷を負ったにもかかわらず、それを許してくれただけでなく、迷子の私を学園まで案内してくれました……しかも私はお礼を言う前に、高熱を出して倒れてしまったのでした……,本回廊のプラネタリウム「イベント強化Ⅲ」がレベル5になるとアンロック。
130307,水鏡・其ノ七,体調が良くなってから、私は修羅学部を訪ね、郭嘉さんに直接感謝を述べました。私の思い過ごしかもしれませんが、今は修羅学部のオーラが、そんなに嫌ではなくなった気がします。,本回廊のプラネタリウム「イベント強化Ⅲ」がレベル6になるとアンロック。
130401,フェンリル・其ノ一,挑んできた神を訳も分からず殴り倒し、傷だらけで家に帰ると、母さんがいつも通り、ドラゴンのステーキを用意して、笑顔でオレを出迎えた。,
130402,フェンリル・其ノ二,オレは母さんの本当の子じゃない。母さんの子はとっくに死んだと、前に聞いたことがある。なぜか分からねぇが、巨狼神の神格を持ち、神々に処刑されそうになっていたオレを、母さんは救ってくれた。,本回廊のプラネタリウム「イベント強化Ⅳ」がレベル1になるとアンロック。
130403,フェンリル・其ノ三,ただ、母さんの庇護があっても、神界を滅ぼすと予言されたオレを狙うクズが後を絶たない。かまわねぇ、誰が来ようがぶっ倒すだけだ！,本回廊のプラネタリウム「イベント強化Ⅳ」がレベル2になるとアンロック。
130404,フェンリル・其ノ四,オレを狙ってくるザコ共が減った。おそらく人類が神に宣戦布告したせいだろう。ハッ！クズ共は人間にさえ勝てねぇのか？面白れぇ、オレもそんな人間共に会ってみようじゃねぇか！,本回廊のプラネタリウム「イベント強化Ⅳ」がレベル3になるとアンロック。
130405,フェンリル・其ノ五,人間にも強い奴がいた。まさかあの緑髪の小娘が、オレと何度もやり合えるとはな。そいつの言う「太陽王」にますます会って見たくなったぜ！,本回廊のプラネタリウム「イベント強化Ⅳ」がレベル4になるとアンロック。
