id,title,text
1,無料ダイヤ,競技場|バイトミッション完了|デイリーミッション完了|プレイヤーLvUP|実績達成|宿舎の快適度をUP|退治小隊に参加|時の回廊の実績達成|インフィニティリーグ|遠足会-願いの木の日産量
2,ゴールド入手,オートモードでドロップ|ゴールドテスト|換金所|最上階|デイリーミッション完了|販売機を使用|課外活動|宿舎の快適度をUP|退治小隊に参加|時の回廊-観測時でドロップ|精霊幻境探索|遠足会-市場の日産量
3,戦姫の欠片入手,オートモードでドロップ|戦姫テスト|バイトミッション完了|最上階の指定階層でドロップ|転校ショップで購入|販売機を使用|売店で購入|生徒募集|学部試験に参加|学部試験ショップ|遠足会-探険-一定の確率で1部のランクの宝箱からドロップ
4,EXPドリンク入手,オートモードでドロップ|EXPテスト|デイリーミッション完了|販売機で購入|売店で購入|遠足会-探険-一定の確率で1部のランクの宝箱からドロップ
5,お弁当入手,オートモードでドロップ|最上階|EXPテスト|販売機を使用（Lv.60まで）|売店で購入|戦姫転校|遠足会-探険-一定の確率で1部のランクの宝箱からドロップ
6,装備入手,オートモードでドロップ|最上階でドロップ|販売機を使用
7,彫刻刀入手,オートモードステージ5-3以降からドロップ|販売機を使用|課外活動|退治小隊に参加|時の回廊-観測時にドロップ|インフィニティリーグ|遠足会-探険-一定の確率で1部のランクの宝箱からドロップ
8,魂器入手,オートモードステージ9-9以降でドロップ|販売機を使用専用魂器ショップ
9,刻印入手,不定期なイベントでの交換|星6-7バイトミッションで確率で獲得|お得パック＆イベントから入手|売店で購入
10,戦姫強化,戦姫レベルUP＆昇格|戦姫進学|戦姫召喚
11,装備を強くする,装備合成|セット装備を集め、セット装備効果を発動
12,使い魔ビスケット入手,オートモードでドロップ|課外活動|精霊幻境ショップ
13,エッセンスビスケット入手,オートモードでドロップ|課外活動|精霊幻境ショップ|遠足会-探険-一定の確率で1部のランクの宝箱からドロップ
14,絹（普通）入手,売店で購入|時の回廊観測
15,絹（高級）入手,売店で購入|時の回廊観測
16,入門クラス資料入手,旧校舎探索|遠足会-探険-1部のランクの宝箱からドロップ
17,超絶クラス資料入手,旧校舎探索|遠足会-探険-1部のランクの宝箱からドロップ
