id,desc
1,曹操を看板娘に設定する
2,任意の装備を20回合成する
3,曹操がLv40に達する
4,5万ゴールドを消費する
5,曹操の好感度が40ptに達する
6,任意の方法でダイヤを500個消費する
7,曹操がLv80に達する
8,曹操の好感度が80ptに達する
9,曹操がLv100に達する
10,曹操の好感度が100ptに達する
11,張飛を看板娘に設定する
12,張飛がLv40に達する
13,張飛の好感度が80ptに達する
14,張飛がLv100に達する
15,張飛の好感度が100ptに達する
16,ドラキュラを看板娘に設定する
17,任意の装備を20回合成する
18,ドラキュラがLv40に達する
19,5万ゴールドを消費する
20,ドラキュラの好感度が40ptに達する
21,任意の方法でダイヤを500個消費する
22,ドラキュラがLv80に達する
23,ドラキュラの好感度が80ptに達する
24,ドラキュラがLv100に達する
25,ドラキュラの好感度が100ptに達する
26,魏延を看板娘に設定する
27,任意の装備を20回合成する
28,魏延がLv40に達する
29,魏延の好感度が10ptに達する
30,プレゼントボックスを15個使用する
31,魏延の好感度が30ptに達する
32,プレゼントの欠片を70個消費する
33,魏延の好感度が50ptに達する
34,魏延がLv100に達する
35,魏延の好感度が80ptに達する
36,許褚を看板娘に設定する
37,許褚がLv40に達する
38,許褚の好感度が30ptに達する
39,プレゼントボックスを15個使用する
40,許褚の好感度が60ptに達する
41,ガブリエルを看板娘に設定する
42,ガブリエルがLv40に達する
43,ガブリエルの好感度が40ptに達する
44,ダイヤを500個消費する
45,ガブリエルの好感度が80ptに達する
46,呂蒙を看板娘に設定する
47,プレゼントボックスを15個使用する
48,呂蒙がLv60に達する
49,任意の装備を40回合成する
50,呂蒙の好感度が80ptに達する
