id,name,desc
1,ファントムヘイズ,味方NPC戦姫のHPが18％、攻撃力が14%アップする。
2,弱点洞察,味方NPCの拘束耐性が30%、拘束強化率が30%アップする。
3,熟練者,味方NPCのブロックが30%、ブレイクが30%アップする。
4,勇猛な盾,味方戦姫のブロックが30％アップする
5,フィジカルアップ,味方戦姫のHPが18％アップする
6,攻撃力強化A,修羅、辰星学部の味方戦姫の攻撃力が18%アップする。
7,攻撃力強化B,隠匿、風見学部の味方戦姫の攻撃力が18%アップする。
8,攻撃力強化C,神威、雲華学部の味方戦姫の攻撃力が18%アップする。
9,邪悪な儀式,戦闘開始時、味方戦姫は200エナジーを獲得する。
10,聖なる庇護,味方戦姫が致死ダメージを受けた際、ダメージを無効化する。（各戦闘１回のみ）
11,一心同体,味方戦姫のダメージ軽減が25%アップする。味方戦姫がダメージを受けた場合、50%の確率で全員にそのダメージを分担させる
12,拘束耐性,味方戦姫の拘束耐性が100％アップする
13,二刀流,味方戦姫が通常攻撃を行うたびに、50%の確率で追加攻撃を行う。
14,潜在能力突破,味方の戦姫の会心率が25%、会心ダメージが25%アップする。
