id,desc
1,ステージクリア
2,出撃戦姫が{1}体以下
3,出撃戦姫が{1}体以下
4,出撃戦姫が{1}体以下
5,出撃戦姫が{1}体以下
6,{1}ターン以内にクリア
7,{1}ターン以内にクリア
8,{1}ターン以内にクリア
9,{1}ターン以内にクリア
10,{1}ターン以内にクリア
11,拘束効果を受けた回数が{1}回以下
12,残りHPが{1}%%以上
13,残りHPが{1}%%以上
14,残りHPが{1}%%以上
15,残りHPが{1}%%以上
16,倒された味方戦姫が{1}体以下
17,倒された味方戦姫が{1}体以下
18,倒された味方戦姫が{1}体以下
19,倒された味方戦姫が{1}体以下
20,倒された味方戦姫が{1}体以下
21,倒された味方戦姫がいない
22,隠匿学部の戦姫を出撃させない
23,神威学部の戦姫を出撃させない
24,風見学部の戦姫を出撃させない
25,雲華学部の戦姫を出撃させない
26,修羅学部の戦姫を出撃させない
27,辰星学部の戦姫を出撃させない
28,モニカを出撃させる
29,累計被ダメージが{1}以下
30,モニカを出撃させる
31,モニカを出撃させる
32,前列に戦姫を配置しない
33,後列に戦姫を配置しない
