id,name,desc
1,授業サインイン,毎日ログイン
2,ノーマルガチャ,ノーマルガチャを{1}回引く
3,バイト,バイトミッションを{1}回完了する
4,デイリーテスト,デイリーテストで{1}回勝利する
5,フレンドボス,フレンドボスを{1}回倒す
6,ハートを贈る,ハートを{1}個贈る
7,オートモード回収,オートモードの報酬を{1}回回収する
8,プレミアムガチャ,プレミアムガチャを{1}回引く（祈願ガチャは対象外）
9,販売機,普通販売機で{1}回購入する
10,装備合成,装備を{1}個合成する
11,換金する,{1}回換金する
12,ダイヤを消費する,ダイヤを{1}個消費する
13,売店,売店で{1}回商品を購入する
14,戦姫転校,戦姫を{1}名転校させる
15,学園リーグ,学園リーグに{1}回挑戦する
16,募集,{1}回生徒を募集する
17,友情ガチャ,友情ガチャを{1}回引く
18,戦姫レベルUP,戦姫のレベルを{1}回UPする
19,,累計{1}ptVIP EXPを獲得する
20,,新入生デイリーミッションを累計{1}個クリア
