id,name,dialog,click_dialog1,click_dialog2,click_dialog3,click_dialog4,click_dialog5,battle_dialog,skill_dialog,cv_name,love_gift_dialog1,love_gift_dialog2,love_gift_dialog3,vow_dialog,login_dialog,lvlup_dialog,gradeup_dialog,shengxue_dialog,awake_dialog,equip_dialog1,equip_dialog2,hangteam_dialog,house_set_dialog,house_dialog,idle_dialog,dagong_dialog,daily_mission_dialog,new_stage_dialog,victory_dialog,failed_dialog,love_point_dialog1,love_point_dialog2,love_point_dialog3,love_point_dialog4
11001,廖化,ストレート、コーナー！スパートかけて～……ブレーキ！スキーのテクニックならなんだって出来るよ！ご主人様も、一緒に滑りましょ！,スキーって刺激的！スキーしたことない人は、絶対人生損してるって！,スイ～っと！風より速く滑るぞ～！,もっと、もっと速く！雪崩よ～雪崩と競走しましょ！,先にいってるから、早く追いついてね！,冬っていいよね。みんな、目一杯スキーを楽しもうね！,刺激的なことしたいなぁ。,雪の加護よ！,愛原ありさ,こんな物、誰が気にいると思う？バーカ！,私へのプレゼント？ありがと～。そこに置いといて〜。とりあえず今は、私とスキーしよ～！,さっき滑ってる時に、偶然目に入っちゃったんだけど、まさか私へのプレゼントだったなんてね。ありがと、嬉しいな！,あの雪山に誓うよ、今日から私たちの運命はこのスキー板と同じ、二人一緒だよ！,お帰り～、先輩！,ありがとね、先輩！,どんな雪山だろうが、私と私のスキー板なら大丈夫！,填充,填充,次に装備を新しくする時は、スキー板が欲しいなぁ。,この装備でスキー？ちょっと新しいかも！,スキー、教えようか？一回でいいからやってみてよ、絶対後悔させないから！,こんな狭い部屋に閉じこもってないで、私とスキーしに行こうよ！,ねぇ、新しいスキー板買ったの！見て見て！,運動すると疲れるよね、ゆっくり休んでね。,一緒にバイト？うんいいよ、新しいスキー用品買いたかったんだ！,ミッションボーナスを忘れずにね！,スキーする前に、雪山の天気とか確認するでしょ。それと同じ。学園の状況確認も忘れずにね！,リラックスリラックス！気負っても仕方ないよ！,うっ、いたた〜。ころんじゃった……,填充,填充,填充,填充
11002,阮籍,膝枕してくれない？眠いんだけど、ベッドがなくて……こうして寝るのって……気持ちいい……あ～ご主人様、ずっとこうしててもいい？,ねむいよぅ～もう朝？え？もうお昼なんだぁ。,ねんねんころりよ、おころりよ～。,お昼まで起こさないでね～。,ベッドとお布団、それから・・・抱き枕ぁ〜、私の身体の一部だよぉ。,眠りネズミかぁ……聞いことあるような、なんだっけ、すぅ、すぅ……………あ、また寝ちゃってたぁ。,まぶたが重いよぅ。,眠い、、、っての！,花澤香菜,もう……お昼寝中なんだから、邪魔しないでよ……,むむ……プレゼント……？ありがと……そこに置いといて～。,お～、ありがと～！これがあれば、もっと気持ちよく寝られるよ～！ご主人様も一緒に寝よう～？お昼寝は気持ちいいよ！,なんかすっごくいい夢を見たんだぁ。私がウェディングドレスを着て、ご主人様が抱っこしてくれて……えっ？夢じゃなかったの！？,お帰りぃ～、ご主人様～。,も、もう飲まさないで～……これ以上飲めないようぅ……ｚｚｚ……,なんだか眠たくなってきた……,填充,填充,うぅん……この装備硬い……寝たら痛そう……,この服やわらか〜い……グゥ……あっ、ってこれ、枕じゃなかった……,どこでも良いから、少し横にならせて……,ベッド……ある……,スヤスヤ……あっ、おかえりぃ～。,特に用がないなら、先に寝るよ？,先にバイトに行ってて、ご主人様。少し寝たら……行くから……,ご主人様、先にミッションボーナスを受け取りに行って……私はもう少し寝てるから……,学園内が……うるさい……何かあったのかな……,あぁ、これでようやく寝れる……,うぅ、怖い夢を見たよぅ……うぅぅう……,填充,填充,填充,填充
11003,王平,このままずっとず～っと、アナタに見つめられていたいの。ワタシだけを見て。ワタシしか、見ちゃダメなの。,ワタシの邪魔をするヤツは全て消す！全部、ぜんぶ、ゼンブ！,この世界にはアナタだけいればいいの！他は全部壊れちゃえ！,アイツはもうこの世にいない。だってアイツ、アナタに近づいたんだもの。,ねぇ、ずっとず～っと、一緒にいようね。,ご主人様、大丈夫よ！このワタシがいる限り、絶対に守ってあげるから！,ね、楽に逝かせてあげる。,壊れてしまいなさい！,西川舞,いらな～い。,プレゼント？ワタシだけにしてほしいんだけどぉ～。　,これちょうだい、あっ、あれもちょうだい、あなたも……ちょうだ〜い。,ワタシたちをジャマする人はもういないわ。これからも永遠にね。,やっと戻って来たのね、ご主人様。ウフフフフ……,もっと！もっとちょうだい！,もっと、おっきな包丁はないの？,填充,填充,ねぇ、ワタシのためだけに用意してくれたんでしょ？そうよね？,これさえあれば、ジャマ者みんな排除できる。,ご主人様を独り占めできる！ウフフフフフ～。,ここで待ってるね～。,やっと戻ってきてくれたのね〜、ご主人様！,あぁ、ご主人様がワタシの膝の上に？！あぁなんて素晴らしい……今が永遠に続けばいいのに！,ご主人様、バイト中に他の女のこと、ジロジロ見ないって約束して？,ご主人様、ミッションボーナスを忘れてるわよ。,学園で事件だろうが、ワタシとご主人様の時間は誰にもジャマさせないんだから！,ご主人様、ご褒美ちょうだい～。,いや、こんな結果じゃ……,填充,填充,填充,填充
12001,曹洪,ご主人様、本日お出かけの際のお召し物はこちらでございます。ご朝食の準備も整っております。歯磨き粉と歯ブラシはこちらに。ご主人様、他にご用命はありませんか？,ご主人様！特別サービスだなんて……そんなもの、ございませんわ。,曹洪の生き甲斐は、ご主人様のために尽くすことですわ。,ご主人様、この者をいかがいたしましょうか……腕を使えないようにします？それとも、何も見えないようにしますか？,ご主人様がお望みとあらば、この曹洪、如何なる事でもやり遂げて見せますよ！,自分の意思が無い訳ではないのです、ですが、何よりもまず優先すべきはご主人様ですから。,これは、ご主人様のご命令です。,こっちへ来てください！,水瀬いのり,あの、ご主人様……私のこと、そんなにお嫌いなのですか？,ご主人様、こちらお忘れではありませんか？へっ？私へのプレゼント、ですか？,このような貴重な品、私が頂いてしまって本当によろしいのですか？,ご主人様、これは……わかりましたわ。これがご主人様の願いとあらば、謹んでお受けいたします。これからも、いつまでもお傍にいさせてくださいね。,おかえりなさいませ、ご主人様。,私なんかより、EXPドリンクをもっと必要とされている方に差し上げてください。,もっとご主人様のお役にたちたいですわ。,填充,填充,私はメイド服で十分です。えっ、ご主人様がご覧になりたいのですか？では、すぐに着替えてまいります。,ご主人様、本日はどのようなお召し物をご希望ですか？,お散歩に行かれるのですか？ご一緒させていただきますわ。,このお部屋のお掃除ですね。すぐに取り掛かります。,お部屋の方は綺麗に片付けておきました。他には何かございますか？,お布団の準備はできております。お疲れでしたら、今すぐお休みいただけますよ。,ご主人様、アルバイトのお時間ですよ。私が代わっても構いませんが……ふふっ。そこまでやる気なのでしたら、余計なことはいたしません。,忘れずに、ミッションボーナスをお受け取りください。,学園でなにやら事件が発生したようですね。ご確認されるのでしたら、お供いたします。,素晴らしいご采配でした。さすがご主人様です！,先に撤退なさってください、ご主人様。ここは私が……！,填充,填充,填充,填充
12002,紀霊,貴方に対する攻撃は、私が受け止める。なぜなら私は盾、最強の盾なのだから。でも、貴方の心に攻撃を受けたとしても……私は……何もできない……,うん？このシールドを壊せるか、やってみたいって？どうぞ……好きなだけ……,人間の心というのは、壊れやすいかと思う時もあれば、鉄壁のように硬く感じる時もある……不思議なものだ。,攻撃の属性に応じて防御特性を変化させている。これも科学技術の結晶。,シールドは、私を守るもの。しかし、心は……どう守ればいいの。,私はいつも守る側。私を守ってくれる人は現れるのだろうか。,シールド、展開！,守るために戦うの！,神山裕紀,興味ないな。,プレゼント？感謝する。,ふむ、これが心を動かされるという事なのか……,例え盾があったとしても、隙はできてしまう。背中は貴方に任せたぞ、ご主人様。,無事で何よりだ、ご主人様。,……防御力上昇。,皆を守るためにも、より堅固な鎧が必要だ。,填充,填充,防御力不足そうな装備だな。,一番頑丈な鎧を頼む。,私に最前線を任せてくれ。それが私の役目だ。,ここで待機する。,私の出番はいつなんだ、ご主人様？,貴方を見ているだけで、心が少しあたたかくなる。これは……どういう感情なんだ？,バイトの時間だ、ご主人様。,ミッションボーナスを受け取っていないようだぞ。,何やら学園で事件のようだ。私も協力するから、ご主人様も力を貸してくれ。,私を倒せると思うな。,盾が壊れようと、命に代えても皆を守ってみせる。,填充,填充,填充,填充
12003,韓当,ご主人様、ビタミン不足ですか？私がきちんと栄養補給させてあげます！今の時期なら、ライチが一番美味しいですよ、如何ですか？,一番美味しい果実が一番高いところにあるとは限らないわ。人だってそうでしょ？,ブルーベリーってエレガントよね。一口どう？私の大好きなブルーベリーの食べ方はヨーグルトよ。ご主人様は？,リンゴは冬が一番甘いのよ。単に気持ちの問題かもしれないけど、輝くような赤をみると、とっても嬉しくなるの。,これはまだ熟しきってないの。絶対に盗み食いしないでくださいよ！一番美味しい時期に食べなきゃダメなんだから。,自分で採った物はやっぱり格別に美味しいわね～。,果物狩りに行きましょ～。,ドリアンいかが？,佐藤あずさ,やっぱり私はフレッシュなものがいいわ。,ありがとう。,素敵なプレゼントね、うれしい！ありがとう、ご主人様～。,果物が好きな人に悪い人はいないわ。ご主人様と一緒に食べると、いつもの倍、美味しく感じるの。,お帰り、ご主人様～。リンゴがあるわよ。,飲み物のお返しに、果物をあげるわ～。,強くなったおかげで、木になってる果物も、ジャンプするだけで取れるようになったの！,填充,填充,キレイな服ね、ありがとう！,いつもお洋服をくれるお礼に、この果物をあげる。全部私が選んだのよ。,一緒に果実園に来る？,ご主人様のお部屋って、広いのね～。,リンゴを剥いておいたから、よかったら食べてね。,先に休んでて。私は果物を洗ってくるわ。,バイトよ～。,ミッションボーナスを忘れないようにね。,学園で何かあったみたい！ご主人様は事件を解決して！私は果実園を見てくるわ！,果物だからって、甘く見てると痛い目に遭うわよ！,ううぅ……私のバスケットがぐちゃぐちゃ……,填充,填充,填充,填充
13001,凌統,ジャンプ成功！タイムトラベルロボ、コードC204、2036年より参りました。命令を入力してください。,【マッサージ】？すみません、その命令は分かりません。,【タイムトラベル】？すみません、あなたはその権限をお持ちではありません。,電力が不足しています、マスター、早く充電して下さい。,【Error】！【Error】！命令実行中にエラーが発生しました。もう一度命令を入力してください。,【感情】と呼ばれるプログラムは存在しません、故に、実行できませんでした。,攻撃プログラム起動。,プログラム実行。,茅原実里,【エラー】！受付不可の【プレゼント】です。,【プレゼント】、感謝！,【エラー】！動力源熱量上昇！警告！マスターからの【プレゼント】が、私に不思議な……未体験の感覚を与えました……,私に関する全てのシステム操作をチップに記録しました。マスターの努力は全て知っています。感謝とともに、今後もよろしくお願い致します。,おかえりなさいませ、マスター。,システムアップデート。,データ処理速度アップ。,填充,填充,新たなプログラムのロードが完了しました。,【エラー】！大型の武器は搭載できません。,指令の読み込み完了、出撃します。,指定地点に到着、『待機』命令に移行します。,こんにちは、マスター。,現在未達成の指令数：0 新たな指令を入力してください。,予定事項：バイトの開始をお知らせします。,予定事項：ミッションボーナスを受け取ってください。,グラウンドより激しいエネルギー変動を感知。学園の防御システムを起動しますか？,ターゲットを排除しました。,機体損傷、現在算出される勝率は1％です。,填充,填充,填充,填充
13002,ジャコランタン,へっへへ！トリック・オア・トリート！ご主人、お菓子くれなきゃ、イタズラするぞ！,フランケンにドラキュラ、魔女に狼男。ゾンビに骸骨……あぁ！ハロウィンは明日なんだから、勝手に出てっちゃダメ！,私の帽子に注目して～！さぁ、何を出して欲しい？何でも出してあげるわよ！,怖いなら、一緒にベッドの下に隠れてよっか！,ごしゅじーん！プレゼント持って来るの、忘れちゃった。だから、この私がプレゼントになってあげる！な～んちゃって！,魔法のホウキ、乗ってみる？バランス取るのって、意外と難しいんだよ？,さぁ！一緒に遊ぼうよ！,イタズラするぞ～！,松浦チエ,ちょっと！キャンディじゃなくてもいいけど、これってどういう意味？,ありがとう。,ハッピーハロウィ～ン！ありがとう、ご主人大好き！,ハロウィンは好きだけど、叶うことなら、誰かの一番になってみたい、かな？,トリック・オア・トリート！,もっとキャンディちょうだい？,存在感はないかもしれないけど、私これからも頑張る！,填充,填充,この武器、私たぶん使えないよ？,新しい杖が欲しいなぁ……,……ハロウィンって、みんな知ってるのかな？,貰ったキャンディ、ベッドの下に隠しとこ～っと♪,やっと来た～。キャンディは持ってきてくれた？,ここで寝るの？まぁ、いっか。おやすみなさい～。,代わりにバイトなんてダメだよ。自分のことは自分でやらなきゃ！,今日のミッションボーナス、キャンディなんだって！な～んて、冗談だよ！,昨日言ってた、不気味な気配のする教室の調査、忘れないようにね！確か、旧校舎の方だったよね？,ハロウィンだけは私の独壇場ってね！,ハロウィン、今日じゃなかった……,填充,填充,填充,填充
13003,馬雲リョク,あなたの恨みが届いたの。そんなにも汚れて濁った魂……興味深いわね。ねぇ、あなたが呪いたいのは、一体誰？,受け継いだのは……魔女の力と、呪い……人を恨み続ける呪いよ。,産まれて此の方……ぬくもりを感じたことは……ないわ。,しばらく人から離れてみると、自由で気楽なことに気がついたの。,分からないわ。人って、どうして誰かと一緒にいたがるの？……弱いから、群れを作るの？,砂漠は、私の第二の故郷よ。,恨みを感じられるかしら？この深い怨念の力を。,貴方も呪ってやるわ。,濱口綾乃,これだと、呪いの力が弱まってしまうわ。,それを私に？,これなら、力を高めてくれそうね。ありがとう。,この想いは、私の「憎しみ」を消し去ってしまうかもしれない。でも、不思議と怖くないの。だって、私はもう一人じゃない、そうでしょ？,お帰りなさい、先輩。,人を憎めば憎むほど、私の力は強くなっていくわ……！,私は生きる。例えこのまま一人の日々が続こうとも！,填充,填充,あなたが望むままに。,私の力をよく見ておいて。,そこにいるのが今回の標的かしら？,風が入らないようにしてくれる？ 呪詛に使う砂が飛ばされてしまうの。,先輩、今日も話しに来てくれたの？,先輩、どこへ行ったのかしら。今日はまだ見かけてないけど……まぁいいわ。一人でいる方が気楽だもの。,こんなところで油を売ってないで、バイトに行ったらどう？,ミッションボーナスの事、わざと教えない方が良いか考えてたの。そうすれば、あなたの中にも、少しは憎しみが生まれるかしら？,この学園でこれほどの憎しみを感じたことはなかった……確かめに行きましょう。多分、とんでもないことが起こっているわ。,堕ちていった者たちの憎しみが、戦場に満ちていく。,負けたのね……でも、不思議と心が晴れやかなの。これが許されたってことなのかしら？,填充,填充,填充,填充
14001,管輅,ご主人様、ごきげんよう。私は管輅。なにか困ったことがありましたら、遠慮せずお声がけくださいね。,大吉ですか、素晴らしいですね。今年はきっと、色んなことが上手くいきますよ。,ごきげんよう。良かったら、本殿で参拝していって下さいね。,恋愛成就のお守りですか？金運アップのお守り？それとも健康祈願のお守りでしょうか。何でも揃っていますよ。,心の底から願えば、きっと上手く行きます。さぁ、心の中で祈ってみて下さい。,左慈は今、どこにいるのでしょう……一人で神社にいると、ちょっと恋しくなりますね……,さあ、お手並み拝見、ですね。,貴方の未来、見てみましょう！,村田遥,そ、そんな……,おみくじのお礼ですか？ありがとうございます。,お返しに恋みくじをどうぞ～。当たると評判なんですよ～！,おみくじは、あくまで可能性の一つに過ぎません。ですが私は、あなたの引いた恋みくじにかけたいと思います。ずっとあなたのそばにいても、構いませんか？,お帰りなさい、今日も吉日だといいですね。,今日も吉が出ましたね。,明日はきっと大吉です！,填充,填充,この服、意外と私に似合いますね。,このお守りも忘れないでくださいね。,大吉が出たからといって、何をしてもいいわけではありませんよ！,宿舎にお茶の道具があれば良かったのに……,そんなに急いで、大事な用事でもありましたか？,何かと忙しない世の中ですからね。心を落ち着かせて、物事に向き合う時間を設けるのはいいことです。ってあれ、寝ちゃってただけですか。,確か今日はバイトじゃありませんでした？こんなところで話してて大丈夫ですか？,おみくじとは、可能性を示すと共に、今の自分の状況を確認するためのものでもあるんですよ。まあ、現実逃避している人にとっては、どちらも大した意味はなさないでしょうが。,あそこ、なにやら騒がしいですね。左慈が戻ってきたのでしょうか？ちょっと様子を見てこようと思うのですが、一緒に行きますか？,おみくじに出ていた通りの未来です。自らの実力を過信しすぎるのは危険ですよ。今まで通り、着実に駒を進めましょう。,何かの拍子に、運勢が変わってしまったようですね！撤退しましょう！,填充,填充,填充,填充
