id,title,text
1,ワガママキャット,猫はワガママな生き物だと、人々は言う。だがこのしっぽにゃんの態度を単に「ワガママ」で解決することはできなかった。黄月英が最初にその子を森で発見した時、悪戦苦闘と大量の使い魔ビスケットを明け渡した末、ようやくその子学園に連れ戻し、「しーにゃん」と名付けた。黄月英はしーにゃんが他の使い魔と同じく、学園の一員となって、生徒の皆と馴染めることを望んだが、何度もバルと傷だらけになって、動物保護部を後にした黄月英はとうとう心が折れたようだった。「もう、無理よぉーー！！！」動物に優しくて、気長に動物と接触する彼女が投げ出すのを見たのはこれが初めてだった。だが結局、しーにゃんはしーにゃんである意味学園に馴染んでいった。カワイイ見た目により、しーにゃんを甘やかす生徒は多かったし、ヤツにちょっかいを出そうとした生徒は、大体鋭い爪と灼熱の炎の餌食となった。色々と問題を起こすしーにゃんだったが、学園がピンチに陥った時は、その力で皆を助ける……こともある（機嫌による）ようだ。
2,学園の主？,学園で「誰の生活が一番羨ましい？」という調査をすると、生徒たちは十中八九「しーにゃん」と答えるだろう。しーにゃんの姿は学園のどこでも目撃されていた。木の上、壁の上、教室、グラウンド、至る場所にヤツの目撃情報がある。そして目撃された時は、大体のんびりと寝ている事が多かった。多くの生徒たちが教室で教科書と悪戦苦闘している時、もしくはグラウンドで厳しい訓練を受けている時、しーにゃんはその横で堂々と眠っているのだ。それを見て、心の中で平静を保てる人は少ないだろう。そして、珍しくしーにゃんが起きている時はどんな感じかというと、ヤツは学園の隅々を歩きまわり、生徒の一人一人を値付けするように眺めながら、時々「うんうん」と頷いていた……もしかしなくとも、ヤツは学園が自分の縄張りであり、自分は学園の主だと思い込んでいるのだろう……
3,気の長いハンター,ある日、黃月英は万策を用いて、ようやくしーにゃんに健康診断を受けさせた。検査結果は黃月英を驚かせた。しーにゃんは特に身体上に問題はないが、魔力が極端に弱まっていた。しーにゃんが毎日寝てばかりいるのは、そのせいなのかもしれない。だが、どんなに詳しく検査しても、その原因は突き止めることができず、様々な方法を試しても、魔力を回復させることができなかった。魔力が完全になくなった使い魔はどうなるのだろう？炎が使えなくなるだけならまだしも、もっと重大な影響があるかもしれない。だが、のんびりしているしーにゃんを見て、ヤツは果たして自分の状況を理解しているのかが疑わしくなる。それともヤツは全てを知った上で、わざとそういう態度をとっているのだろうか？ヤツを長く観察して一つ分かったことがある。ヤツの目は、獲物を見定める「ハンター」の目だった。もしかしたら、ヤツは何かを待っていて、手を出すタイミングを見計らっているかもしれない。
4,「裏切者」を背負いし者,しーにゃんは薄暗い洞穴で生まれた。幼少期から硬い土を掘り起こし、その中に潜む数少ない生物を生きる糧としていた。それと同時に、四六時中周囲を警戒し、カオスの襲撃に備える。しっぽにゃん一族はこのような生活がかなり長いらしいが、しーにゃんはなぜか、本来のしっぽにゃんたちのあるべき生き方を知っていた。ヤツラはかつて森の中を駆け回り、川で遊び、狩猟と炎の神を崇めていた。だが今、同胞が次々とカオスとの争いで倒れていくのを見て、しーにゃんはこのままだといけないと悟り、一族が安心して暮らせる地を探すべく、その地を去った。しかし、同胞と二つの鎌を振り回す少女からすると、しーにゃんはただ戦争から逃げた臆病者であり、「裏切り者」だった。その汚名を背負いながらも、一族の為にしーにゃんは大陸を歩き渡った。そしておそらく、今回が最初にして最後のチャンスであろう。
5,覚醒,暗い幽夢学園の地下倉庫の片隅には、まるで人々の記憶の如く、様々な原因で忘れ去られた物が積み重ねられている。ある時、倉庫を掃除していた技術部の生徒が、錆びてボロボロになったロボッタを見つけた。ロボッタのようなマシンは倉庫の中では特に珍しくもないのだが、その生徒は何を思ったか寮まで持ち帰り、うっかり再起動までしてしまったのである。大騒ぎを起こし、ミカエルからたっぷり三時間のお説教を喰らった後、彼女はにわかには信じ難いことを語った。ロボッタを見つけた時、救助信号を出してきたばかりか、再起動の手順まで指示してきたという。もし彼女の話が本当なら、ロボッタは故障などしておらず、一連の出来事も偶然ではないということになる。
6,進化,再起動後のロボッタは、技術部にとってなんとも悩ましい研究対象だった。研究を始めたばかりの技術部員達を驚かせたのは、ロボッタに応用されている技術が幽夢学園のそれとは全く異なるという点である。研究を続けていると、更に不思議なことが起こった。ロボッタは自分で壊れた部品を修理し、それをベースに驚くべきスピードで機能を進化させていったのだ。ロボッタのメモリーには、毎日新しいプログラムが書き込まれていた。ロボッタは今や、成長するマシンだ。この事態に、技術部員達は顔を見合わせ、言葉を失ってしまった。ロボッタの技術は彼女達に理解できる範疇をとうに超えており、魔法と呼んでも差し支えないからだった。しかし残念なことに、技術部員はほどんど風見学部所属なので、魔法について詳しい生徒は誰もいないのである。
7,魯班の意志,百年戦争時代、ロボッタは幽夢学園の近くの森に流れ着き、幽夢軍団に保護されたのだ。魯班が中心となってロボッタに対する研究が行われ、多くの摩訶不思議な技術を幽夢にもたらした。この時から魯班の心には、消えることのない探求心という名の炎が宿ることになる。魯班の飽くなき知識への探求心は、常人には理解不能な、数多くの強力な発明を生み出した。しかし、彼女は迷うことなく自らの発明や学園に別れを告げ、その技術の源を探す旅に出るのであった。
8,遠き空,「サムイ」――ロボッタが初めて意味のある言葉を発した。「サムイ、クライ」……だが、部屋は寒くも暗くも無い。技術部員も、温度や光度がロボッタに与える影響についてはよく分からないのだ。\nロボッタは時々、空に浮かぶ自分と同じ色をした雲を見上げている。この世界には多くの神々が存在すると信じられていた頃、雲の上に浮かぶ蒼白の巨神を信仰する人々がいた。「雲海の白鯨」、「天空の主」または「日除けの鋼鉄雲」などと呼び、崇めていたという。ロボッタが空を見上げるのも、もしかしたら機械の神様に敬意を示しているからなのかもしれない。
9,招かれざる客,幽夢学園の生徒たちは、能力の差はあれど魔力を感知することができる。ある日、学園周辺で異常なほど強烈な魔力の波動が発生した。長時間、紫の渦が空中で渦巻き、その影響でか、大多数の生徒に耳鳴りや頭痛、果ては幻覚症状が現れる者もいた。ようやく渦が静まった頃、その中心に傷だらけの「メッセンジャー」がいた。その細長く、翼の生えた生物が、あの魔力の渦と関係があったことは疑う余地もないだろう。学園は「メッセンジャー」を厳重に保護し、観察することにした。
10,未解の謎,「メッセンジャー」は他の使い魔と比べて、ひと際謎が多い生物だった。学園は「メッセンジャー」が友好的で無害なのを確認した後、ノエルと名付けて、その生態を研究しだした。ノエルにとって、食べ物は必須ではないようだ。黄月英の作ったビスケットを食べたのも、恐らく食欲からではなく、興味があったからだろう。また、ノエルは優秀な魔力操作力を見せた。もしかしたらこの力の暴走により、先日の渦が発生したのかもしれない。だが、なぜノエルがこの学園に現れたのか、そして暴走した原因は何なのか、現段階では謎である。
