id,get_chapter,get_banner,get_cover_url,time
1,第1話,https://mhome.carolgames.com/assets/img/upload/115/banner1.png?,https://mhome.carolgames.com/assets/img/upload/115/cover_001.png?width=200&height=182,0
2,第2話,https://mhome.carolgames.com/assets/img/upload/115/banner_002.png?width=500&height=200,https://mhome.carolgames.com/assets/img/upload/115/cover_002.png?width=500&height=200,0
3,第3話,https://mhome.carolgames.com/assets/img/upload/115/banner_003.png?width=226&height=206,https://mhome.carolgames.com/assets/img/upload/115/cover_003.png?width=200&height=182,1538697600
4,第4話,https://mhome.carolgames.com/assets/img/upload/115/banner_004.png?width=226&height=206,https://mhome.carolgames.com/assets/img/upload/115/cover_004.png?width=200&height=182,0
5,第5話,https://mhome.carolgames.com/assets/img/upload/115/banner_005.png?width=226&height=206,https://mhome.carolgames.com/assets/img/upload/115/cover_005.png?width=200&height=182,0
6,第6話,https://mhome.carolgames.com/assets/img/upload/115/banner_006.png?width=226&height=206,https://mhome.carolgames.com/assets/img/upload/115/cover_006.png?width=200&height=182,0
7,第7話,https://mhome.carolgames.com/assets/img/upload/115/banner_007.png?width=226&height=206,https://mhome.carolgames.com/assets/img/upload/115/cover_007.png?width=200&height=182,0
8,第8話,https://mhome.carolgames.com/assets/img/upload/115/banner_008.png?width=226&height=206,https://mhome.carolgames.com/assets/img/upload/115/cover_008.png?width=200&height=182,0
9,第9話,https://mhome.carolgames.com/assets/img/upload/115/banner_009.png?width=226&height=206,https://mhome.carolgames.com/assets/img/upload/115/cover_009.png?width=200&height=182,0
10,第10話,https://mhome.carolgames.com/assets/img/upload/115/banner_010.png?width=226&height=206,https://mhome.carolgames.com/assets/img/upload/115/cover_010.png?width=200&height=182,0
11,第11話,https://yottacdn.akamaized.net/carolpfres/common/assets/upload/img/115/banner_011g.png?width=226&height=206,https://yottacdn.akamaized.net/carolpfres/common/assets/upload/img/115/cover_011g1.png?width=200&height=182,0
12,第12話,https://yottacdn.akamaized.net/carolpfres/common/assets/upload/img/115/banner_012g1.png?width=226&height=206,https://yottacdn.akamaized.net/carolpfres/common/assets/upload/img/115/cover_012g.png?width=200&height=182,0
13,第13話,https://mhome.carolgames.com/assets/img/upload/115/banner_013.png?width=226&height=206,https://mhome.carolgames.com/assets/img/upload/115/cover_013.png?width=200&height=182,0
14,第14話,https://pfres.carolgames.com/common/assets/upload/img/115/banner_014.png?width=226&height=206,https://pfres.carolgames.com/common/assets/upload/img/115/cover_014.png?width=200&height=182,0
15,第15話,https://pfres.carolgames.com/common/assets/upload/img/115/banner_015.png?width=226&height=206,https://pfres.carolgames.com/common/assets/upload/img/115/cover_015.png?width=200&height=182,0
16,第16話,https://pfres.carolgames.com/common/assets/upload/img/115/banner_016.png?width=226&height=206,https://pfres.carolgames.com/common/assets/upload/img/115/cover_016.png?width=200&height=182,0
17,第17話,https://yottacdn.akamaized.net/carolpfres/common/assets/upload/img/115/banner_017.png?width=226&height=206,https://yottacdn.akamaized.net/carolpfres/common/assets/upload/img/115/cover_017.png?width=200&height=182,0
18,第18話,https://yottacdn.akamaized.net/carolpfres/common/assets/upload/img/115/banner_018.png?width=226&height=206,https://yottacdn.akamaized.net/carolpfres/common/assets/upload/img/115/cover_018.png?width=200&height=182,0
19,第19話,https://yottacdn.akamaized.net/carolpfres/common/assets/upload/img/115/banner_019.png?width=226&height=206,https://yottacdn.akamaized.net/carolpfres/common/assets/upload/img/115/cover_019.png?width=200&height=182,0
