id,desc
40101,しーにゃんに引っ掻かれた。赤蓮がお詫びとして、胸キュンファンドを少しくれた。
40102,バルと夜まで遊んであげた。黄月英がお礼として、胸キュンファンドをかなりくれた。
40103,陸遜が駆けつけて、僕が抱き上げているラブリーに気付き、僕に誘拐疑惑が立った。
40201,風船の品質が良くなかったため、あまり売れなかった。
40202,イサウとヤコブの話によると、僕が初めての客らしい。かなり大げさに感謝された。
40203,大量の風船を持ち歩いている僕は、行き交う人たちの注目を集めた。
40301,ケーキ屋の新作の味はかなりおかしい味だったが、僕は顔色一つ変えずに完食した。
40302,新作のお茶を一口飲んだら、吐き出してしまい、店から追い出された。
40303,新作の和菓子が絶品だった。思わず近くにいるお客にも薦めた。
40401,DEFに連れて行かれ、馬車馬のように働かされた。
40402,呂蒙は全く道を知らなかった。\n変な森に迷い込んだが、宝箱を発見した！
40403,お馴染みのカジノに連れて行かれ、胸キュンファンドを少し勝ち取った。
40501,バニラの本じゃないらしい。
40502,曹植は感謝の気持ちとして、ソフトクリームを奢ってくれた。
40503,フェンリルは本を見ずに引き裂いてしまった。
40601,子猫は動物保護部に戻った。黄月英に何か足りないものはないかと聞く。
40602,おやつを子猫にあげたが、子猫は少し匂いを嗅ぐと、そっぽを向いた。
40603,しーにゃんを見かけた子猫は、嬉しそうにしーにゃんに飛びついた。
40701,バニラはモフモフの狐耳が気に入ったようで、ずっと触っていた。
40702,通りすがりのフェンリルに、自分の方が似合うという理由で奪われた。
40703,大きなウサ耳が目の前に垂れて来て、前が見えずにつまずいて転んだ。
40801,シルバー特製のおにぎりだ。非常に美味しかった。
40802,呂蒙がいたずらで大量のワサビを入れていた。涙が止まらない。
40803,劉禅に弁当を食べられてしまった。お腹空いた……
40901,張郃に手持ちの財産を全て巻き上げられた。
40902,張郃は断れたことがショックで、暫く機嫌が悪かった。
40903,運が味方をしてくれて、一等賞を取った。
41001,魏延がバイオリンを演奏して、観客から拍手を得た。
41002,蔡文姫が奏でる音色に誘われて、蝶が飛んできた。
41003,ガブリエルのハープが故障して、演奏できなかった。
41101,食欲旺盛の犬で、一日六食をせがまれた。今月のお財布事情がピンチ！
41102,動物保護部はすでに手一杯のようだ。黄月英が、少し餌と必要な道具を分けるから、自分で飼ってくれとお願いしてきた。
41103,落とし物預り所にいた後輩に笑われた。でも、来たかいあって、前に落とした鍵を見つけた。
41201,ユリの花を摘もうとした時、許褚に捕まった。こっぴどく怒られた。
41202,たんぽぽで編んだカゴはとても綺麗だ。ただ急に突風が吹いて、たんぽぽの種が辺りを舞った。
41203,鮮やかなヒマワリは多くの後輩の目を引いたが、同時に多くの蜂を引き寄せた。
41301,張飛は慣れた手付きで装備を取り出して、火起こしだけでなく、美味しい料理まで作ってくれた。
41302,祝融は二つ返事でやると言ってくれたが、火力の調整を間違えて、横にあった木が燃えてしまった。
41303,曹操は雷を落とし、燃料にする予定の枝を全てまっ黒焦げにしてしまった……
41401,まさかの絶版物の超貴重品だった！コレクターの間で超高額で取引されていた。
41402,本にのっている方法は全て古いもので、全く役に立たなかった。
41403,資料を読んで、幽夢の秘密を知った。意外と面白かった。
41501,営業妨害と言われて、店を追い出された。
41502,まるでオーダーメイドのようにピッタリだったため、思わず買ってしまった。
41503,店から出ようとした時、店主に呼び止められ、衣装モデルをする事になった。報酬を幾らか手に入れた。
41601,手持ちの水はすでに飲み干されていた。空になったペットボトルをゴミ箱に投げ捨てた。
41602,自動販売機が故障していて、飲み物が上手く落ちて来なかった。
41603,ちょうど100人目に来店した客だったので、無料でカプチーノをごちそうされた。
41701,12枚めの皿を割ったと同時に、張飛にクビだと言われた。
41702,生徒会の掃除を手伝ったら、遊園地のペアチケットを貰った。誰と一緒に行こう？
41703,十分な覚悟をしたはずだが、動物保護部のトイレ掃除で吐き出しそうになった。
41801,ちょうど1000人目の客になり、無料でごちそうされた。
41802,海鮮レストランで袁術に会って、袁術が気前よくおごってくれた。
41803,食事を楽しんでいる途中、横を通った客が足を滑らせて、手に持っていたジュースを僕の服にぶちまけた。
41901,映画館の設備が故障したせいで、中途半端な所で映画館を出た。
41902,予想以上に怖くて、悲鳴が鳴り止まなかった。
41903,感動的なストーリーで涙が止まらず、わざわざ持って来た箱ティッシュを全部使い切った。
42001,隣で巨大なバーベルを上げている後輩に見つめられて緊張した僕は、軽いダンベルでさえ上手く扱えなかった。
42002,普段シルバー先輩に追われているせいで、スタミナが付き、ルームランナーが壊れるぐらい走った。当然弁償する羽目になった。
42003,臨時のトレーナーがシルバー先輩だった。地獄のトレーニングメニューでクタクタだ。
42101,美味しくないとイチャモンを付けて来た客が、店を荒らしたため、多額の賠償金を請求した。
42102,申請がいつまでも通らなかったので、資金を証券投資に回したら、けっこう儲かった。
42103,アイドルグループは大人気を獲得して、非常に盛り上がった。
