id,unknown_2,name,desc
1100100,廖化,通常攻撃,盾猛攻
1100200,阮籍,通常攻撃,通常攻撃
1100300,王平,通常攻撃,通常攻撃
1200100,曹洪,通常攻撃,通常攻撃
1200200,紀霊,通常攻撃,通常攻撃
1200300,韓当,通常攻撃,通常攻撃
1300100,凌統,通常攻撃,通常攻撃
1300200,ジャコランタン,通常攻撃,通常攻撃
1300300,馬雲リョク,通常攻撃,通常攻撃
1400100,管輅,通常攻撃,通常攻撃
1400200,盧植,通常攻撃,通常攻撃
1400300,田豊,通常攻撃,通常攻撃
2100100,夏侯玄,通常攻撃,通常攻撃
2100200,程普,通常攻撃,通常攻撃
2100300,韓遂,通常攻撃,通常攻撃
2100400,曹芳,通常攻撃,通常攻撃
2200100,馬良,通常攻撃,通常攻撃
2200200,龐会,通常攻撃,通常攻撃
2200300,黄蓋,通常攻撃,通常攻撃
2200400,胡車児,通常攻撃,通常攻撃
2300100,張宝,通常攻撃,通常攻撃
2300200,張梁,通常攻撃,通常攻撃
2300300,猿飛佐助,通常攻撃,通常攻撃
2300400,沙摩柯,通常攻撃,通常攻撃
2400100,公孫瓚,通常攻撃,通常攻撃
2400200,丁奉,通常攻撃,通常攻撃
2400300,華雄,通常攻撃,通常攻撃
2400400,鐘繇,通常攻撃,通常攻撃
3100100,朱然,通常攻撃,通常攻撃
3100200,玉兎,通常攻撃,通常攻撃
3100300,孔融,通常攻撃,通常攻撃
3100400,王双,通常攻撃,通常攻撃
3100500,孫堅,通常攻撃,通常攻撃
3200100,郭図,通常攻撃,通常攻撃
3200200,エドワード,通常攻撃,通常攻撃
3200300,何進,通常攻撃,通常攻撃
3200400,陳登,通常攻撃,通常攻撃
3200500,織田信忠,通常攻撃,通常攻撃
3300100,鍾会,通常攻撃,通常攻撃
3300200,蔣幹,通常攻撃,通常攻撃
3300300,司馬師,通常攻撃,通常攻撃
3300400,夏侯覇,通常攻撃,通常攻撃
3300500,毛利元就,通常攻撃,通常攻撃
3400100,曹性,通常攻撃,通常攻撃
3400200,徐盛,通常攻撃,通常攻撃
3400300,蔣欽,通常攻撃,通常攻撃
3400400,高順,通常攻撃,通常攻撃
3400500,梅英毒,通常攻撃,通常攻撃
3500100,曹叡,通常攻撃,通常攻撃
3600100,嫦娥,通常攻撃,通常攻撃
4100100,周泰,通常攻撃,通常攻撃
4100200,赤兎,通常攻撃,通常攻撃
4100300,馬超,通常攻撃,通常攻撃
4100400,楊修,通常攻撃,通常攻撃
4100500,顔良,通常攻撃,通常攻撃
4100600,禰衡,通常攻撃,通常攻撃
4100700,文醜,通常攻撃,通常攻撃
4100800,張春華,通常攻撃,通常攻撃
4200100,小喬,通常攻撃,通常攻撃
4200200,典韋,通常攻撃,通常攻撃
4200300,孫策,通常攻撃,通常攻撃
4200400,甄姬,通常攻撃,通常攻撃
4200500,荀攸,通常攻撃,通常攻撃
4200600,曹沖,通常攻撃,通常攻撃
4200700,劉禅,通常攻撃,通常攻撃
4200800,徐晃,通常攻撃,通常攻撃
4300100,魯粛,通常攻撃,通常攻撃
4300200,曹休,通常攻撃,通常攻撃
4300300,王允,通常攻撃,通常攻撃
4300400,步練師,通常攻撃,通常攻撃
4300500,文聘,通常攻撃,通常攻撃
4300600,張角,通常攻撃,通常攻撃
4300700,魏延,通常攻撃,通常攻撃
4300800,諸葛瑾,通常攻撃,通常攻撃
4400100,袁術,通常攻撃,通常攻撃
4400200,潘鳳,通常攻撃,通常攻撃
4400300,步騭,通常攻撃,通常攻撃
4400400,王元姫,通常攻撃,通常攻撃
4400500,馬謖,通常攻撃,通常攻撃
4400600,李典,通常攻撃,通常攻撃
4400700,何皇后,通常攻撃,通常攻撃
4400800,張仲景,通常攻撃,通常攻撃
4500100,賈詡,通常攻撃,通常攻撃
4500200,王朗,通常攻撃,通常攻撃
4500300,李儒,通常攻撃,通常攻撃
4600100,程昱,通常攻撃,通常攻撃
4600200,張昭,通常攻撃,通常攻撃
4600300,法正,通常攻撃,通常攻撃
5100100,周瑜,通常攻撃,通常攻撃
5100200,張郃,通常攻撃,通常攻撃
5100300,董卓,通常攻撃,通常攻撃
5100400,ドラキュラ,通常攻撃,通常攻撃
5100500,孫悟空,通常攻撃,通常攻撃
5100600,鄧艾,通常攻撃,通常攻撃
5100700,孟獲,通常攻撃,通常攻撃
5100800,千本桜,通常攻撃,通常攻撃
5100900,甘夫人,通常攻撃,通常攻撃
5101000,司馬懿,通常攻撃,通常攻撃
5200100,貂蝉,通常攻撃,通常攻撃
5200200,荀彧,通常攻撃,通常攻撃
5200300,夏侯惇,通常攻撃,通常攻撃
5200400,曹操,通常攻撃,通常攻撃
5200500,趙雲,通常攻撃,通常攻撃
5200600,大喬,通常攻撃,通常攻撃
5200700,張飛,通常攻撃,通常攻撃
5200800,夏侯淵,通常攻撃,通常攻撃
5200900,関羽,通常攻撃,通常攻撃
5201000,曹植,通常攻撃,通常攻撃
5300100,左慈,通常攻撃,通常攻撃
5300200,偃月,通常攻撃,通常攻撃
5300300,霊帝,通常攻撃,通常攻撃
5300400,献帝,通常攻撃,通常攻撃
5300500,織田信長,通常攻撃,通常攻撃
5300600,姜維,通常攻撃,通常攻撃
5399999,バットン国王,通常攻撃,通常攻撃
5300800,豊臣秀吉,通常攻撃,通常攻撃
5300900,伊達政宗,通常攻撃,通常攻撃
5301000,方天,通常攻撃,通常攻撃
5301100,黄月英,通常攻撃,通常攻撃
5400100,黄忠,通常攻撃,通常攻撃
5400200,許褚,通常攻撃,通常攻撃
5400300,劉表,通常攻撃,通常攻撃
5400400,蔡文姫,通常攻撃,通常攻撃
5400500,祝融,通常攻撃,通常攻撃
5400600,郭氏,通常攻撃,通常攻撃
5400700,呂蒙,通常攻撃,通常攻撃
5400800,諸葛亮,通常攻撃,通常攻撃
5400900,孫尚香,通常攻撃,通常攻撃
5401000,呂玲綺,通常攻撃,通常攻撃
5500100,ワラキス,通常攻撃,通常攻撃
5500200,司馬昭,通常攻撃,通常攻撃
5500300,郭嘉,通常攻撃,通常攻撃
5500400,于吉,通常攻撃,通常攻撃
5500500,ルシファー,通常攻撃,通常攻撃
5600100,水鏡,通常攻撃,通常攻撃
5600200,ガブリエル,通常攻撃,通常攻撃
5600300,ミカエル,通常攻撃,通常攻撃
5600400,龐統,通常攻撃,通常攻撃
11100100,廖化-ボス,通常攻撃,通常攻撃
11200100,曹洪-ボス,通常攻撃,通常攻撃
11200200,紀霊-ボス,通常攻撃,通常攻撃
11300100,凌統-ボス,通常攻撃,通常攻撃
12100200,程普-ボス,通常攻撃,通常攻撃
12300100,張宝-ボス,通常攻撃,通常攻撃
12300200,張梁-ボス,通常攻撃,通常攻撃
12300300,猿飛佐助-ボス,通常攻撃,通常攻撃
13500100,曹叡-ボス,通常攻撃,通常攻撃
13600100,嫦娥-ボス,通常攻撃,通常攻撃
14500100,賈詡-ボス,通常攻撃,通常攻撃
14600100,程昱-ボス,通常攻撃,通常攻撃
54100100,周泰,通常攻撃,通常攻撃
54100200,赤兎,通常攻撃,通常攻撃
54100300,馬超,通常攻撃,通常攻撃
54100400,楊修,通常攻撃,通常攻撃
54100500,顔良,通常攻撃,通常攻撃
54100600,禰衡,通常攻撃,通常攻撃
54100700,文醜,通常攻撃,通常攻撃
54100800,張春華,通常攻撃,通常攻撃
54200100,小喬,通常攻撃,通常攻撃
54200200,典韋,通常攻撃,通常攻撃
54200300,孫策,通常攻撃,通常攻撃
54200400,甄姬,通常攻撃,通常攻撃
54200500,荀攸,通常攻撃,通常攻撃
54200600,曹沖,通常攻撃,通常攻撃
54200700,劉禅,通常攻撃,通常攻撃
54200800,徐晃,通常攻撃,通常攻撃
54300100,魯粛,通常攻撃,通常攻撃
54300200,曹休,通常攻撃,通常攻撃
54300300,王允,通常攻撃,通常攻撃
54300400,步練師,通常攻撃,通常攻撃
54300500,文聘,通常攻撃,通常攻撃
54300600,張角,通常攻撃,通常攻撃
54300700,魏延,通常攻撃,通常攻撃
54300800,諸葛瑾,通常攻撃,通常攻撃
54400100,袁術,通常攻撃,通常攻撃
54400200,潘鳳,通常攻撃,通常攻撃
54400300,步騭,通常攻撃,通常攻撃
54400400,王元姫,通常攻撃,通常攻撃
54400500,馬謖,通常攻撃,通常攻撃
54400600,李典,通常攻撃,通常攻撃
54400700,何皇后,通常攻撃,通常攻撃
54400800,張仲景,通常攻撃,通常攻撃
54500100,賈詡,通常攻撃,通常攻撃
54500200,王朗,通常攻撃,通常攻撃
54500300,李儒,通常攻撃,通常攻撃
54600100,程昱,通常攻撃,通常攻撃
54600200,張昭,通常攻撃,通常攻撃
54600300,法正,通常攻撃,通常攻撃
65100100,周瑜,通常攻撃,通常攻撃
65100200,董卓,通常攻撃,通常攻撃
65100300,ドラキュラ,通常攻撃,通常攻撃
65100400,孫悟空,通常攻撃,通常攻撃
65100500,孟獲,通常攻撃,通常攻撃
65100600,甘夫人,通常攻撃,通常攻撃
65100700,夏侯惇,通常攻撃,通常攻撃
65100800,趙雲,通常攻撃,通常攻撃
65100900,大喬,通常攻撃,通常攻撃
65101000,夏侯淵,通常攻撃,通常攻撃
65101100,司馬懿,通常攻撃,通常攻撃
65101200,張春華,通常攻撃,通常攻撃
65101300,馬超,通常攻撃,通常攻撃
65101400,楊修,通常攻撃,通常攻撃
65101500,張郃,通常攻撃,通常攻撃
65101600,鄧艾,通常攻撃,通常攻撃
65101700,千本桜,通常攻撃,通常攻撃
65200100,関羽,通常攻撃,通常攻撃
65200200,曹植,通常攻撃,通常攻撃
65200300,漢霊帝,通常攻撃,通常攻撃
65200400,織田信長,通常攻撃,通常攻撃
65200500,姜維,通常攻撃,通常攻撃
65200600,豊臣秀吉,通常攻撃,通常攻撃
65200700,伊達政宗,通常攻撃,通常攻撃
65200800,方天,通常攻撃,通常攻撃
65200900,黄忠,通常攻撃,通常攻撃
65201000,許褚,通常攻撃,通常攻撃
65201100,荀彧,通常攻撃,通常攻撃
65201200,甄姬,通常攻撃,通常攻撃
65201300,貂蝉,通常攻撃,通常攻撃
65201400,曹操,通常攻撃,通常攻撃
65201500,孫策,通常攻撃,通常攻撃
65201600,徐晃,通常攻撃,通常攻撃
