id,title,desc
10101,写真館-1,どう答える？
10102,写真館-2,どれに着替える？
10103,写真館-3,どうする？
10201,高級レストラン-1,お高いメニューを見て、どの料理を選ぶ？
10202,高級レストラン-2,どう答える？
10203,高級レストラン-3,甘夫人がこちらを見ている。\nどうする？
10301,和服屋-1,どう話を進める？
10302,和服屋-2,何色の羽織を選ぶ？
10303,和服屋-3,どう返す？
10401,和菓子屋-1,何を注文する？
10402,和菓子屋-2,どう評価する？
10403,和菓子屋-3,どう答える？
10501,休憩所-1,どう答える？
10502,休憩所-2,どうする？
10503,休憩所-3,どうやって証明する？
10601,金魚掬い-1,どうする？
10602,金魚掬い-2,どの金魚を掬う？
10603,金魚掬い-3,心配そうな彼女を見て、どうする？
10701,屋台-1,どう答える？
10702,屋台-2,決めてあげよう。どの味にする？
10703,屋台-3,焼きそばが甘夫人めがけて飛んできた。どうする？
10801,お面-1,甘夫人は他人からの視線が気になるようだ。\nどう答える？
10802,お面-2,甘夫人の言葉に対して、どう答える？
10803,お面-3,どのお面を選ぶ？
10901,花火大会-1,どうする？
10902,花火大会-2,甘夫人のケガは酷そうだ。どうする？
10903,花火大会-3,どこで花火を見る？
11001,ミスコン-1,何か不穏な殺気を感じる。どう答える？
11002,ミスコン-2,甘夫人を怒らせてしまった。どうする？
11003,ミスコン-3,ふぅん……では、\nどの参加者が一番良かったですか、ご主人様？
11101,劇場-1,どう答える？
11102,劇場-2,どう答える？
11103,劇場-3,どれにする？
11201,観客席-1,知らない人から挑発……どうする？
11202,観客席-2,ちなみに、先程の演目をどう思いますか？
11203,観客席-3,甘夫人が落ち込んでしまった。どうする？
11301,土産屋-1,店員のおすすめと甘夫人の意見が別れた。\nどうする？
11302,土産屋-2,どう返事する？
11303,土産屋-3,何を選ぶ？
11401,楽屋-1,どう答える？
11402,楽屋-2,どの役のメイクをして欲しい？
11403,楽屋-3,どう答える？
11501,舞台-1,どう返事する？
11502,舞台-2,昔を思い出して、少し感傷的になっているようだ。\nどうする？
11503,舞台-3,地面に直撃しそうな彼女を見て、どうする？
20101,観覧車-1,あまり観覧車に乗る気がないようだ。\nどう説得する？
20102,観覧車-2,どうやって座る？
20103,観覧車-3,怯えている鄧艾を見て、どうする？
20201,メリーゴーランド-1,素直になれない鄧艾を見て、どうする？
20202,メリーゴーランド-2,子供の言葉に対して、どう返事する？
20203,メリーゴーランド-3,どれに乗る？
20301,アイスクリームスタンド-1,どう説得する？
20302,アイスクリームスタンド-2,どれにする？
20303,アイスクリームスタンド-3,そんなことを言っているうちに、\n溶けたアイスが鄧艾の手に少し落ちた。\nどうする？
20401,ジェットコースター-1,あまり乗り気じゃないようだ。どうする？
20402,ジェットコースター-2,鄧艾に無理をさせないため、どう説得する？
20403,ジェットコースター-3,何に乗る？
20501,お化け屋敷-1,偶然出会った後輩のお願い、どう返事する？
20502,お化け屋敷-2,怖くないと言いつつ、鄧艾の体は震えていた。\nどうする？
20503,お化け屋敷-3,オプションを購入する？
20601,服屋-1,どう返事する？
20602,服屋-2,鄧艾は乗り気じゃないようだ。どうする？
20603,服屋-3,どの服が似合うと思う？
20701,猫カフェ-1,どうする？
20702,猫カフェ-2,どの猫を指名する？
20703,猫カフェ-3,プランチケットを購入しますか？
20801,英国式レストラン-1,どこに座る？
20802,英国式レストラン-2,どうする？
20803,英国式レストラン-3,どう答える？
20901,花屋-1,どう返事する？
20902,花屋-2,見知らぬ少女が花束を差し出した。どうする？
20903,花屋-3,何だかんだで楽しんでいる鄧艾見て、どの花を選ぶ？
21001,休憩所-1,どう返事する？
21002,休憩所-2,どうする？
21003,休憩所-3,いつもより少し素直な鄧艾を見て、どう返事する？
21101,りんご飴屋台-1,変な事を言ったせいで、\n少々おかしな雰囲気になってしまった。\nどう会話を続ける？
21102,りんご飴屋台-2,リンゴ飴をかじってみた。お味は？
21103,りんご飴屋台-3,鄧艾の口元にシロップがついている。どうする？
21201,花火大会-1,なんと答える？
21202,花火大会-2,どうする？
21203,花火大会-3,どこで花火を見る？
21301,たこ焼き屋-1,何をトッピングする？
21302,たこ焼き屋-2,どうする？
21303,たこ焼き屋-3,最後の一つ、どうする？
21401,かき氷屋-1,どうする？
21402,かき氷屋-2,どの味にする？
21403,かき氷屋-3,どうする？
21501,輪投げ屋-1,鄧艾は輪投げに興味があるようだ、どうする？
21502,輪投げ屋-2,どうする？
21503,輪投げ屋-3,どうする？
30101,湖畔での会話-1,どう答える？
30102,湖畔での会話-2,どうする？
30103,湖畔での会話-3,どう返事する？
30201,ボート-1,諸葛亮は一体何をしているのだろう？どうする？
30202,ボート-2,どの方向に進む？
30203,ボート-3,のんびりとした時間。何をする？
30301,ピクニック-1,どこに行く？
30302,ピクニック-2,諸葛亮と楽しくお茶を楽しんだ。\nどのお茶菓子が一番良かった？
30303,ピクニック-3,片付けを手伝う？
30401,凧揚げ-1,あまり凧揚げに適していない天気だ。どうする？
30402,凧揚げ-2,どれにする？
30403,凧揚げ-3,諸葛亮が困っているようだ。どうする？
30501,将棋-1,どうする？
30502,将棋-2,諸葛亮が助けを求めている。どうする？
30503,将棋-3,どうする？
30601,扇子屋-1,女将さんからどんな情報を聞く？
30602,扇子屋-2,どれにする？
30603,扇子屋-3,何か購入する？
30701,休憩所での会話-1,どう答える？
30702,休憩所での会話-2,どうする？
30703,休憩所での会話-3,どう答える？
30801,猫カフェ-1,執拗に絡んでくる店員に対して、どう対処する？
30802,猫カフェ-2,どの猫にする？
30803,猫カフェ-3,どうする？
30901,ブックカフェ-1,どう返事する？
30902,ブックカフェ-2,どんな本を選ぶ？
30903,ブックカフェ-3,諸葛亮が寝てしまった。どうする？
31001,ゲームセンター-1,どうする？
31002,ゲームセンター-2,どうする？
31003,ゲームセンター-3,誰が引く？
31101,ラフティング-1,諸葛亮の水着選びを手伝う？
31102,ラフティング-2,流れが速くなったせいで、\n諸葛亮が怯えているようだ。どうする？
31103,ラフティング-3,諸葛亮は水に入るか迷っているようだ。どうする？
31201,ジェットコースター-1,諸葛亮が突然、鳩を見ようと言い出した。\nどうする？
31202,ジェットコースター-2,どうする？
31203,ジェットコースター-3,写真を買う？
31301,バンパーカー-1,どうする？
31302,バンパーカー-2,どの作戦でいく？
31303,バンパーカー-3,諸葛亮が運転したいようだ。どうする？
31401,休憩所-1,何を食べる？
31402,休憩所-2,どうする？
31403,休憩所-3,後輩にデートを見られてしまった。どうする？
31501,釣り大会-1,人混みに入ろうとした途端、\n押し戻された。どうする？
31502,釣り大会-2,誰が参加する？
31503,釣り大会-3,どうやって慰める？
40001,思いがけない出会い-1,店の入り口で、よく知る人を見かけた。
40002,思いがけない出会い-2,イサウとヤコブが風船を売っている。
40003,思いがけない出会い-3,商品の試食をしている店がある。
40004,思いがけない出会い-4,見たことが無い分かれ道にさしかかった。
40005,思いがけない出会い-5,花畑の曲がり角で、本を拾った。
40006,思いがけない出会い-6,たまたま捨て猫を見つけた。
40007,思いがけない出会い-7,露店で、色々な種類のケモ耳カチューシャを売っている。
40008,思いがけない出会い-8,机に三重の弁当箱が置いてある。
40009,思いがけない出会い-9,張郃がポーカーを仕掛けてきた。
40010,思いがけない出会い-10,舞台の上で踊っている人がいる。
40011,思いがけない出会い-11,外に出ると、たまたま捨て犬を見つけた。
40012,思いがけない出会い-12,カゴを編む為に、花を選ぼう。
40013,思いがけない出会い-13,バーベキューなのに、ライターを忘れてしまった。
40014,思いがけない出会い-14,店長は新しい書籍を入荷したようだ。
40015,思いがけない出会い-15,今シーズンの新作を展示している。
40016,思いがけない出会い-16,歩いていると、突然喉の渇きに襲われた。
40017,思いがけない出会い-17,バイトで胸キュンファンドを稼ごう。
40018,思いがけない出会い-18,遊んでいたら、お腹が空いてしまった。\nどの店に行く？
40019,思いがけない出会い-19,映画を見に行こうと誘われた。どんな映画を見る？
40020,思いがけない出会い-20,生活習慣が乱れているので、ジムに行く。
40021,思いがけない出会い-21,資金が潤沢にあるので、投資をしよう。
100001,修羅場-1,誰とコーヒーを飲みに行く？
100002,修羅場-2,どのコーヒーを注文する？
100003,修羅場-3,誰の隣に座る？
100004,修羅場-4,誰と一緒に傘を差す？
100005,修羅場-5,誰を映画に誘う？
100006,修羅場-6,誰と映画を見る？
100007,修羅場-7,誰に花束を送る？
100008,修羅場-8,誰と補習に行く？
100009,修羅場-9,水晶に誰との縁を占ってもらう？
