id,name,desc
1011001,原始の怒り,使い魔が出陣している時、そのチームのHP＋{1}、攻撃力＋{2}
1012001,絶対の領地,使い魔が出陣している時、そのチームのHP＋{1}、攻撃力＋{2}、突破力＋{3}
1013001,野性の本能,使い魔が出陣している時、そのチームのHP+{1}、攻撃力+{2}、ブレイク+{3}
1014001,狩猟の時間,使い魔が出陣している時、そのチームのHP+{1}、攻撃力+{2}、速度+{3}
2011001,液体砲弾,使い魔が出陣している時、そのチームのHP＋{1}、攻撃力＋{2}
2012001,海神の庇護,使い魔が出陣している時、そのチームのHP＋{1}、攻撃力＋{2}、防御貫通＋{3}
2013001,洋流合流,使い魔が出陣している時、そのチームのHP+{1}、攻撃力+{2}、ブレイク+{3}
2014001,追風波斬,使い魔が出陣している時、そのチームのHP+{1}、攻撃力+{2}、速度+{3}
3011001,森のパワー,使い魔が出陣している時、そのチームのHP＋{1}、攻撃力＋{2}
3012001,緑陰の守護,使い魔が出陣している時、そのチームのHP＋{1}、攻撃力＋{2}、防御力＋{3}
3013001,惑乱の楽章,使い魔が出陣している時、そのチームのHP+{1}、攻撃力+{2}、ブロック+{3}
3014001,精霊の加持,使い魔が出陣している時、そのチームのHP+{1}、攻撃力+{2}、速度+{3}
4011001,霊力の利刃,使い魔が出陣している時、そのチームのHP＋{1}、攻撃力＋{2}
4012001,引力ハリケーン,使い魔が出陣している時、そのチームのHP＋{1}、攻撃力＋{2}、スキルダメージ率＋{3}
4013001,冥思鋭目,使い魔が出陣している時、そのチームのHP+{1}、攻撃力+{2}、ブレイク+{3}
4014001,翼解放,使い魔が出陣している時、そのチームのHP+{1}、攻撃力+{2}、速度+{3}
5011001,超磁場,使い魔が出陣している時、そのチームのHP＋{1}、攻撃力＋{2}
5012001,追跡爆破,使い魔が出陣している時、そのチームのHP+{1}、攻撃力+{2}、会心率+{3}
5013001,機械改造,使い魔が出陣している時、そのチームのHP＋{1}、攻撃力＋{2}、会心ダメージ＋{3}
5014001,回転嵐,使い魔が出陣している時、そのチームのHP+{1}、攻撃力+{2}、速度+{3}
6011001,エネルギー集中,使い魔が出陣している時、そのチームのHP＋{1}、攻撃力＋{2}
6012001,ゲイズ,使い魔が出陣している時、そのチームのHP＋{1}、攻撃力＋{2}、スキルダメージ率＋{3}
6013001,ソウルバースト,使い魔が出陣している時、そのチームのHP+{1}、攻撃力+{2}、ブロック+{3}
6014001,エレメンタルバースト,使い魔が出陣している時、そのチームのHP+{1}、攻撃力+{2}、速度+{3}
7011001,甘い香り,使い魔が出陣している時、そのチームのHP＋{1}、攻撃力＋{2}
7012001,つるの守護,使い魔が出陣している時、そのチームのHP＋{1}、攻撃力＋{2}、防御力＋{3}
7013001,花弁の障壁,使い魔が出陣している時、そのチームのHP+{1}、攻撃力+{2}、ブロック+{3}
7014001,狂花の舞,使い魔が出陣している時、そのチームのHP+{1}、攻撃力+{2}、速度+{3}
8011001,魂の導き,使い魔が出陣している時、そのチームのHP＋{1}、攻撃力＋{2}
8012001,霊界の目印,使い魔が出陣している時、そのチームのHP＋{1}、攻撃力＋{2}、防御貫通＋{3}
8013001,魔力解放,使い魔が出陣している時、そのチームのHP＋{1}、攻撃力＋{2}、会心ダメージ＋{3}
8014001,うたかたの夢,使い魔が出陣している時、そのチームのHP+{1}、攻撃力+{2}、速度+{3}
9011001,奔走の魔炎,使い魔が出陣している時、そのチームのHP＋{1}、攻撃力＋{2}
9012001,水晶の力,使い魔が出陣している時、そのチームのHP＋{1}、攻撃力＋{2}、防御力＋{3}
9013001,不屈の意志,使い魔が出陣している時、そのチームのHP+{1}、攻撃力+{2}、会心耐性+{3}
9014001,オーバーロード,使い魔が出陣している時、そのチームのHP+{1}、攻撃力+{2}、速度+{3}
