id,title,name,dialog,select_text
1,,,The scent of the ocean breeze tingled my nostrils as the radiant sun reflected a dazzling gold across the beach.,
2,,,Anyone that had this scene in sight would feel at peace… apart from me.,
3,,,and you will understand why…,
4,,,"Face burning red from the sun, eyes shut in agony from the harsh sunbeam and a mix of tears and sweat cascading down like waterfall.",
5,,,"Of course, I could leave this tragedy by finding a shady spot.",
6,,,But that's if I could leave…,
7,,,"At this moment, things are starting to get worse as a tiny crab approaches, staring eye level at me.",
8,,,"Subconsciouly I wanted to chase it away, but then I was reminded that I am unable to move my limbs.",
9,,,…that's right. Everything below my neck is currently buried in sand besides my head.,
10,,,"The crab is approaching menacingly as it swings its oddly shaped pincers and spiky feet, tramping over a photo laying on the sand on its way over.",
11,,,So small and yet so scary…,
12,,,How did it get to this point…,
13,,,"On a hot summer's day,",
14,,,as the heat distracted the students from studying and training and in order to lift their spirits,
15,,,the Student Union had taken the lead to organise a beach holiday.,
16,,Esau,Jacob! Jacob! It's the ocean!,
17,,Jacob,Oh... I've never seen the ocean before.,
18,,Chevalir,"Hahaha, I was also surprised the first time I saw it. I never knew anything more vast than the grassfield existed.",
19,,Chevalir,I heard Tech Guild has developed vehicles that can speed on ocean...  Maybe I should borrow one of them.,
20,,*,Why am I not surprised...,
21,,*,Someone has arrived before us and even opened a store.,
22,,Chevalir,This was also planned by of Student Union. They've prepared a lot for this trip.,
23,,Hottie,"Alright, now is the time to put on your swimsuits.",
24,,Ithil,"The locker room is right over there, let's head over.",
25,,Valeera,I'll set up a barrier to prevent Senpai from peeping~,
26,,*,I'm not a pervert!,
27,,*,(But I'm really looking forward to see everyone in their swimsuits...),
28,,*,(Well... I guess I can take a walk in the meantime),
29,,*,Huh...? Amelia's Divination?,
30,,Amelia,Senpai... Do you want to know your fortune?,
31,,*,But I don't see your crystal ball... Don't tell me you're going to use this beach ball.,
32,,Amelia,"No problem, any transparent ball can do.",
33,,*,Seriously!?,
34,,Amelia,Here we go...,
35,,,Boom!,
36,,Amelia,…………,
37,,*,…………,
38,,,The beach volleyball exploded after a loud noise.,
39,,*,Uh... Are you alright?,
40,,Amelia,"Senpai... You will be unlucky today, please be careful.",
41,,Amelia,Now I should go and get myself a new beach volleyball...,
42,,*,…………,
43,,,The sound of waves crashing reached my ears before I could gather my thoughts.,
44,,,"At that moment, I didn't know what I would be facing.",
45,,Ithil,What's wrong? Why are you staring into space?,
46,,*,Oh...  Ithil...,
47,,*,…………,
48,,Ithil,Why are you still staring? Is there something on my face?,You look nice.|The swimsuit suits you a lot.
49,,Ithil,Are you starstruck? If you're so free then come and assist me with the store.,
50,,*,You're operating a store too? But why do I still need to do hard labour on my holiday…,
51,,,Ithil is running a food store and was even supplied with ingredients and an ice-cream maker from the Student Union.,
52,,,I never knew that they were so generous... Is it because it's Ithil?,
53,,*,Phew... That was exhausting.,
54,,Ithil,Thanks for your help.,
55,,*,You made this for me?,
56,,Ithil,There isn't a third person here.,
57,,*,Now I feel that my hardwork was worth it.,
