id,title,name,dialog,select_text
1,1-1a,???,"Opening Ceremony, starting now! Welcome everybody!",
2,,???,to the unique and shiny Yume Academy!!,
1000001,,???,I am your Senpai——|I am your Senpai——*,
3,,*,You will start a brand new journey with all girls in this fantastic academy!!,
4,,*,"....All  the new girls are super adorable just like before. As the unique and supreme Senpai on campus, I'm pleased to say this.",
5,,,Then it all went black. Don't know who hit me....,
6,,*,Ouch! That hurts.....,
7,,Michael,"Senpai, please behave.",
8,,Michael,"Hello, everyone! I'm Michael, the senior representative. Welcome to Yume Academy.",
9,,Michael,"As one of the seniors in the academy, I'm here to help you adapt your new life on campus. That includes teaching you knowledge and skills in combat.",
10,,*,"That hurts, Michael... After the ceremony, please head to the playground and prepare for the preliminary test. It will help decide your future.",
11,,*,"Well everyone! I look forward to staying with you. Enjoy this campus life, and become my new waifus.",
12,,,Then it all went dark. Somebody hit me again.,
13,,*,"Oh, what happened?.... Where am I?.....I? Am I.....?",
14,,Michael,Please ignore this idiot....,
15,,,A large number of students started to leave and making vague comments.,
16,,Aquaris,What? Test in the first day of academy?!,
17,,Aquaris,"Even if I am not prepared for this, I won't give up! Let's do this!",
18,,Aquaris,....I'm lost.,
19,,Aquaris,"Hello, do you know which way is to the playground? (Tapping on a girl's back)",
20,,Iron Fist,Ah!!!! Don't touch me from behind!! (Swinging her prosthetic arms),
21,,Aquaris,What are you doing?!,
22,,Aquaris,Someone is over there! Danger!,
23,,*,What——ah!!,
24,1-2a,,Just now——,
25,,*,Don't know how the test is going.... Let's check it out....(Walking towards the corner of teaching building),
26,,Aquaris,Someone over there! Danger——,
27,,*,What——ah!!,
28,,Iron Fist,Ah!!!! (Couldn't stop and falls),
29,,*,Ouch... What is this soft and paddy...(Saw my hands grasping the girl's chest),
30,,*,I'm...I'm sorry!,
31,,Iron Fist,"(Got up) Ah, sorry!! My mistake.... Are you hurt, Senpai?",
32,,*,I'm okay...(Noticed Iron Fist's prosthetic arm) This prosthetic arm.....You're Iron Fist. How is your body?,
33,,Iron Fist,"Yeah... All thanks to KongMing, I'm fully recovered.....",
34,,*,Are you heading to the test? Let's go there together?,
35,,Aquaris,Please take me with you. I'm lost!,
36,,*,W-What an energetic newbie... Come with me!,
37,,*,"Look, there is the playground , but we have to...",
38,,Aquaris,Why don't we just take a short cut? (Step on the lawn),
39,,*,Hey! Come back here! You can't step on that lawn!,
40,,Bud Elf,Ahhh!!! How dare you trample on my children who I worked so hard on! You must want to feel how hard I can punch!,
41,1-2b,Aquaris,Who is she?,
42,,*,She is Bud Elf. The nightmare of the Gardening Club. 1 of the 7 mysteries on campus. And you just stepped on her plants...,
43,1-2c,*,You're so screwed.,
44,,Aquaris,"Huh... What's wrong with her? She is so strong, it's scary...",
45,,*,Let's go before Bud Elf wakes up. Move... Move... Hey!!!,
46,,*,"If you don't want to die, then don't step on the lawn again. This way~",
47,,Aquaris,"Oh, yes.... (Haha, this is funny)",
