id,desc
1000101,"Courage, Charisma, and Knowledge increased by 1 for every 20 draws in Outfit Store and Outfit Sale (Can be triggered at most 25 times)"
1000102,"Courage, Charisma, and Knowledge increased by 1 for every 20 draws in Outfit Store and Outfit Sale (Can be triggered at most 30 times)"
1000103,"Courage, Charisma, and Knowledge increased by 1 for every 20 draws in Outfit Store and Outfit Sale (Can be triggered at most 40 times)"
1000104,"Courage, Charisma, and Knowledge increased by 1 for every 20 draws in Outfit Store and Outfit Sale (Can be triggered at most 55 times)"
1000105,"Courage, Charisma, and Knowledge increased by 1 for every 20 draws in Outfit Store and Outfit Sale (Can be triggered at most 75 times)"
1000106,"Courage, Charisma, and Knowledge increased by 1 for every 20 draws in Outfit Store and Outfit Sale (Can be triggered at most 100 times)"
1000201,Crystal Chisels required when upgrading or exchanging Crystals decreased by 1%
1000202,Crystal Chisels required when upgrading or exchanging Crystals decreased by 2%
1000203,Crystal Chisels required when upgrading or exchanging Crystals decreased by 3%
1000204,Crystal Chisels required when upgrading or exchanging Crystals decreased by 4%
1000205,Crystal Chisels required when upgrading or exchanging Crystals decreased by 5%
1000206,Crystal Chisels required when upgrading or exchanging Crystals decreased by 7%
1000207,Crystal Chisels required when upgrading or exchanging Crystals decreased by 0.2%
1000208,Crystal Chisels required when upgrading or exchanging Crystals decreased by 0.2%
1000209,Crystal Chisels required when upgrading or exchanging Crystals decreased by 0.2%
1000210,Crystal Chisels required when upgrading or exchanging Crystals decreased by 0.2%
1000211,Crystal Chisels required when upgrading or exchanging Crystals decreased by 0.2%
1000301,Has 4% chance of returning 20% of consumed Coins or Gems for Market purchases. (This effect can stack.)
1000302,Has 7% chance of returning 20% of consumed Coins or Gems for Market purchases. (This effect can stack.)
1000303,Has 10% chance of returning 20% of consumed Coins or Gems for Market purchases. (This effect can stack.)
1000304,Has 14% chance of returning 20% of consumed Coins or Gems for Market purchases. (This effect can stack.)
1000305,Has 18% chance of returning 20% of consumed Coins or Gems for Market purchases. (This effect can stack.)
1000306,Has 25% chance of returning 20% of consumed Coins or Gems for Market purchases. (This effect can stack.)
1000307,Has 1% chance of returning 20% of consumed Coins or Gems for Market purchases. (This effect can stack.)
1000308,Has 1% chance of returning 20% of consumed Coins or Gems for Market purchases. (This effect can stack.)
1000309,Has 1% chance of returning 20% of consumed Coins or Gems for Market purchases. (This effect can stack.)
1000310,Has 1% chance of returning 20% of consumed Coins or Gems for Market purchases. (This effect can stack.)
1000311,Has 1% chance of returning 20% of consumed Coins or Gems for Market purchases. (This effect can stack.)
1000401,Has 2% chance of returning 1 Seal when using 10 Seals at one time in Enroll. (This effect can stack.)
1000402,Has 3% chance of returning 1 Seal when using 10 Seals at one time in Enroll. (This effect can stack.)
1000403,Has 4% chance of returning 1 Seal when using 10 Seals at one time in Enroll. (This effect can stack.)
1000404,Has 5.5% chance of returning 1 Seal when using 10 Seals at one time in Enroll. (This effect can stack.)
1000405,Has 7% chance of returning 1 Seal when using 10 Seals at one time in Enroll. (This effect can stack.)
