id,desc
1,Reach Top 64 in Ultimate League
2,Reach Top 8 in Ultimate League
3,Reach Top 4 in Ultimate League
4,Become the Champion in Ultimate League
5,Become the Champion in Ultimate League twice
6,Become the Champion in Ultimate League for 3 times
7,Become the Champion in Ultimate League for 4 times
8,Become the Champion in Ultimate League for 5 times
9,Become the Champion in Ultimate League for 6 times
10,Become the Champion in Ultimate League for 7 times
11,Become the Champion in Ultimate League for 8 times
12,Become the Champion in Ultimate League for 9 times
13,Become the Champion in Ultimate League for 10 times
