name,translation
MAIN_STORY,Campaign
MAIN_SCHOOL,Campus
MAIN_ARENA,Challenge
SEVENDAY_NORMAL,Day[c][5c5c5c][size=42][sc][ffffff] {1}[-][/c][-][/sc]
SEVENDAY_AVAILABEL,Day [c][d76500][size=42][sc][ffffff]{1}[-][/c][-][/sc]
SEVEN_DAY_DES1,Login [sc][d36901]2 days[/sc] to get [sc][d36901]5-star Saint[/sc]
SEVEN_DAY_DES2,Login [sc][d36901]7 days[/sc] to get [sc][d36901]her skin[/sc]
CONCERN_SNS_HTTP_H5,https://www.facebook.com/en.gxb2/
NEED_GO_APPSTORE,Please go to the app store and update the game
ACCOUNT_IS_BANNED,This account is banned
NEW_GAME_RESOURCE_LOADED,"New game feature detected, please restart the game!"
CONCERN_SNS_HTTP,https://www.facebook.com/Yume-Academy-100123678376158
WELFARE_LIMIT_NUM,{1}/[size=15]{2}[-]
TERMS_SERVICE_URL_UNITY_IOS,http://www.soaindo.com/article/terms_of_use
PRIVACY_POLICY_URL_UNITY_IOS,http://www.soaindo.com/article/privacy_policy
