id,title,name,dialog,select_text
1,Valentine's Again,,An endless galaxy shimmers of tiny starlight.,
2,,Student A,"Hey, have you heard? There's a rare seven-star alignment tonight~ Wanna go see it together?",
3,,Student B,"Nah, I'll pass. It's in the middle of the night and I'd rather be in bed.",
4,,Student A,I thought you would look forward to it.,
5,,Student B,I'm not as obsessed with the stars as Vivian! I look forward more to the chocolate contest.,
6,,Student A,Are you participating too?,
7,,Student B,Yea and I want to see if there are any serious opponents out there!,
8,,Student A,Seems like you're really confident.,
9,,,"Yume Academy, February 13th, 23:59",
10,,Mysterious Person A,"Who knew that girl, Skye could run so fast… This school is rather interesting.",
11,,Mysterious Person B,And her power to almost lift an entire library is not ordinary too.,
12,,Mysterious Person A,"Anyways, could you please move faster, although I don't think she will catch up? But if it weren't for your eagerness to compete, we'd been long gone by now.",
13,,Mysterious Person B,"Yea, yea…",
14,,Clock Tower,Dong ---,
15,,,"The clock chimes as it strikes 12, announcing the arrival of Valentine's Day.",
16,,Mysterious Person A,Oh no… Let's hurry up and go!,
17,,Mysterious Person B,"We don't need to use teleportation here, do we Gwe-",
18,,Mysterious Person A,"Phew… that was close, almost got stuck in there. What is this energy…",
19,,Mysterious Person B,Phew…. That was REALLY close. Almost lost the important chocolates!,
20,,Mysterious Person A,"In your case, it's good enough that you're already aware of it. And how many times have I told you not to call me by my real name when we're in action.",
21,,Mysterious Person A,Yume Academy… is really an interesting place. I'll come back to check it out when I get the chance.,
22,,Mysterious Person B,"Wow, for Ka, I mean K to take interest in a place. Would you prefer an interesting or a scary place?",
23,,Mysterious Person A,"I'm looking forward to coming back here. Oh, right, did you send out the advanced notice?",
24,,Mysterious Person B,Ah…,
25,,Mysterious Person A,"Judging from your expression, I guess that you haven't… As expected, in the future, I'll take over this job.",
26,,Mysterious Person B,I'm sorrrrry…,
27,,Mysterious Person A,Acting cute won't give you leeway.,
28,,Mysterious Person B,Sorrrrrryyyy ---- K----,
29,,Mysterious Person A,Stop it. Apologizing won't solve the matter now. Luckily I threw the card at Skye when she was pursuing us. Guess it's a good ending to our peculiar thieving aesthetic right?,
30,,Mysterious Person B,"(Then again, it's less of a notice than a crime declaration.)",
31,,Mysterious Person B,"Well, let's not say it out loud. At the end of the day, it's still my fault. I don't want to get lectured again…",
32,,,"Meanwhile, on the other side of the field.",
33,,Skye,What exactly were those two up to. They were quite skillful.,
34,,Skye,What is this card…,
35,,Skye,"""Thank you for your lovely gift, the chocolates have been received. The Twin Thieves~ """,
36,,Skye,What… So they aren't mere intruders…,
37,,Skye,If all the chocolates are stolen… I'm guessing KongMing will be furious…,
38,,Skye,Speaking of fury…,
39,,,……,
40,,,The library is a mess with only wreckages remaining of the bookshelves that were neatly arranged before.,
41,,Skye,"Well, the first thing I can be sure of is that Librarian and Valeera will definitely be mad.",
42,,Skye,I guess I should escape first for safety purposes.,
43,,,"Yume Academy, February 14th, 06:00 am",
44,,*,~,
45,,*,"Oh, it's unusual that I'm up this early~ I wonder why~ I wonder why~♪",
46,,*,"But of course, it's the long-awaited Valentine's Day! ♪♪♪",
47,,,"""The girls at Yume Academy are all very excited about a special day that the humans celebrate, that is… February 14th, Valentine’s Day. And so, on this day, some activities were held spontaneously. Amongst them is the most famous chocolate contest led by KongMing. Every year, on February 14th, many girls would bring their handmade chocolates to compete in this contest.",
48,,*,I wonder what kind of chocolates will all the lovely girls make this year. Just thinking about it makes me look forward to it~! ♪ Let's go!,
49,,*,… go…,
50,,*,What's going on? It felt like my head was spinning…,
51,,*,But it's Valentine's Day!,"This is awful, I need to go see Raphael.|Well… for the sake of chocolates, a tiny headache won't matter."
52,,*,I can do it! To the contest we go!,
53,,*,Ah… What happened?,
54,,*,Did a tornado hit last night or is this an additional event for Valentine's?,
55,,*,I'm reliving the same day twice…,
56,,*,I guess I should go see a doctor.,
57,,,Before I think I'm going insane.,
58,,,Could it be due to stress…,
59,,,Better not dwell on these things and quickly head over to the event.,
