id,get_chapter,get_url,get_url_h5
1,Episode 1,https://yottacdn.akamaized.net/carolpfres/common/assets/upload/img/115/manga_001_en_en_unity.png?width=720&height=1753,https://yottacdn.akamaized.net/carolpfres/common/assets/upload/img/115/manga_001_1_en_en.png?width=720&height=1753
2,Episode 2,https://yottacdn.akamaized.net/carolpfres/common/assets/upload/img/115/manga_002_en_en_unity.png?width=720&height=1753,https://mhome.carolgames.com/assets/img/upload/115/manga_002_en_en.png?width=720&height=1753
3,Episode 3,https://yottacdn.akamaized.net/carolpfres/common/assets/upload/img/115/manga_003_en_en_unity.png?width=720&height=1753,https://mhome.carolgames.com/assets/img/upload/115/manga_003_en_en.png?width=720&height=1753
4,Episode 4,https://yottacdn.akamaized.net/carolpfres/common/assets/upload/img/115/manga_004_en_en_unity.png?width=720&height=1753,https://yottacdn.akamaized.net/carolpfres/common/assets/upload/img/115/manga_004_en_en3.png?width=720&height=1753
5,Episode 5,https://yottacdn.akamaized.net/carolpfres/common/assets/upload/img/115/manga_005_en_en_unity.png?width=720&height=1753,https://yottacdn.akamaized.net/carolpfres/common/assets/upload/img/115/manga_005_en_en1.png?width=720&height=1753
6,Episode 6,https://yottacdn.akamaized.net/carolpfres/common/assets/upload/img/115/manga_006_en_en_unity.png?width=720&height=1753,https://yottacdn.akamaized.net/carolpfres/common/assets/upload/img/115/manga_006_en_en2.png?width=720&height=1753
7,Episode 7,https://yottacdn.akamaized.net/carolpfres/common/assets/upload/img/115/manga_007_en_en_unity.png?width=720&height=1753,https://yottacdn.akamaized.net/carolpfres/common/assets/upload/img/115/manga_007_en_en1.png?width=720&height=1753
8,Episode 8,https://yottacdn.akamaized.net/carolpfres/common/assets/upload/img/115/manga_008_en_en_unity.png?width=720&height=1753,https://mhome.carolgames.com/assets/img/upload/115/manga_008_en_en.png?width=720&height=1753
9,Episode 9,https://yottacdn.akamaized.net/carolpfres/common/assets/upload/img/115/manga_009_en_en_unity.png?width=720&height=1753,https://yottacdn.akamaized.net/carolpfres/common/assets/upload/img/115/manga_009_en_en1.png?width=720&height=1753
10,Episode 10,https://yottacdn.akamaized.net/carolpfres/common/assets/upload/img/115/manga_010_en_en_unity.png?width=720&height=1753,https://yottacdn.akamaized.net/carolpfres/common/assets/upload/img/115/manga_010_en_en1.png?width=720&height=1753
11,Episode 11,https://yottacdn.akamaized.net/carolpfres/common/assets/upload/img/115/manga_011_en_en_unity.png?width=720&height=1753,https://mhome.carolgames.com/assets/img/upload/115/manga_011_1_en_en.png?width=720&height=1753
