id,name,desc
1011001,Primal Rage,The Servant enters battle and increases team HP by {1} and Attack by {2}
1012001,Marked Territory,"The Servant enters battle and increases team HP by {1}, Attack by {2} and armor break by {3}"
1013001,Wild Instinct,"The Servant enters battle and increases team HP by {1}, Attack by {2} and Precision by {3}"
1014001,Time to Hunt,"The Servant enters battle and increases team HP by {1}, Attack by {2} and Speed by {3}"
2011001,Abyssal Cannon,The Servant enters battle and increases team HP by {1} and Attack by {2}
2012001,Poseidon's Blessing,"The Servant enters battle and increases team HP by {1}, Attack by {2}, and Holy Damage by {3}"
2013001,Manipulate Current,"The Servant enters battle and increases team HP by {1}, Attack by {2} and Precision by {3}"
2014001,Surf,"The Servant enters battle and increases team HP by {1}, Attack by {2} and Speed by {3}"
3011001,Healing Light,The Servant enters battle and increases team HP by {1} and Attack by {2}
3012001,Nature's Protection,"The Servant enters battle and increases team HP by {1}, Attack by {2} and Armor by {3}"
3013001,Siren's Song,"The Servant enters battle and increases team HP by {1}, Attack by {2}, and Block Rate by {3}"
3014001,Spirit's Blessings,"The Servant enters battle and increases team HP by {1}, Attack by {2} and Speed by {3}"
4011001,Light Saber,The Servant enters battle and increases team HP by {1} and Attack by {2}
4012001,Gravitational Vortex,"The Servant enters battle and increases team HP by {1}, Attack by {2}, and Skill Damage by {3}"
4013001,Meditate,"The Servant enters battle and increases team HP by {1}, Attack by {2} and Precision by {3}"
4014001,Wing Release,"The Servant enters battle and increases team HP by {1}, Attack by {2} and Speed by {3}"
5011001,Magnetic Field,The Servant enters battle and increases team HP by {1} and attack by {2}
5012001,Heat Seeker,"The Servant enters battle and increases team HP by {1}, Attack by {2}, and Crit by {3}"
5013001,Surge,"The Servant enters battle and increases team HP by {1}, Attack by {2}, and Crit Damage by {3}"
5014001,Hurricane,"The Servant enters battle and increases team HP by {1}, Attack by {2} and Speed by {3}"
6011001,Herbal Essence,The Servant enters battle and increases team HP by {1} and Attack by {2}
6012001,Elemental Essence,"The Servant enters battle and increases team HP by {1}, Attack by {2}, and Skill Damage by {3}"
6013001,Void Essence,"The Servant enters battle and increases team HP by {1}, Attack by {2}, and Block Rate by {3}"
6014001,Ether Essence,"The Servant enters battle and increases team HP by {1}, Attack by {2} and Speed by {3}"
7011001,Sweet Scent,The Servant enters battle and increases team HP by {1} and Attack by {2}
7012001,Entangling Roots,"The Servant enters battle and increases team HP by {1}, Attack by {2} and Armor by {3}"
7013001,Petal Barrier,"The Servant enters battle and increases team HP by {1}, Attack by {2}, and Block Rate by {3}"
7014001,Leaf Storm,"The Servant enters battle and increases team HP by {1}, Attack by {2} and Speed by {3}"
8011001,Spiritual Guidance,The Servant enters battle and increases team HP by {1} and Attack by {2}
8012001,Spiritual Beacon,"The Servant enters battle and increases team HP by {1}, Attack by {2}, and Holy Damage by {3}"
8013001,Abyss Strom,"The Servant enters battle and increases team HP by {1}, Attack by {2}, and Crit Damage by {3}"
8014001,Tidal Squall,"The Servant enters battle and increases team HP by {1}, Attack by {2} and Speed by {3}"
9011001,Wrath,The Servant enters battle and increases team HP by {1} and Attack by {2}
9012001,Crystal Borne,"The Servant enters battle and increases team HP by {1}, Attack by {2} and Armor by {3}"
9013001,Indomitable Will,"The Servant enters battle and increases team HP by {1}, Attack by {2}, and Crit Resist by {3}"
9014001,Overdrive,"The Servant enters battle and increases team HP by {1}, Attack by {2} and Speed by {3}"
