id,title,name,dialog,select_text
101101,Photo Studio-1,*,"I never knew there was a photo studio here, maybe we can take a photo together~",
101102,,Giana,Take a photo...? I thought we had to hire a professional photographer and do that at home.,
101103,,*,"Maybe you've never heard of it, but this is the place where ordinary people take photos, just come with me~",
101104,,Giana,Oh... Is that so? Thanks for telling me…,
101105,,Giana,But why are you staring at me? Is there something on my face?,
101106,,Giana,Huh? So you were really staring at me?,
101107,,Giana,"Senpai, you're so cute~ Even when you're coming up with an excuse...",
101108,,Giana,This praise is still too much for me~,
101201,Photo Studio-2,Giana,"Oh, it's the photo studio from last time~",
101202,,*,"Yes, and the shopkeeper wasn't in last time, which was a pity. But I'm pretty sure we can successfully take a photo this time.",
101203,,Giana,"Well... I won't refuse such invitation, but Senpai, please don't stare at me like you did last time...",
101204,,*,"Oh... Okay, I'll try my best...",
101205,,Shopkeeper,"Welcome, are you here to take photos? If so, I suggest you change into the prepared clothes we have here~",
101206,,Shopkeeper,"As I predicted, you must be a couple! Those fit you very well!",
101207,,Giana,"Senpai, you look perfect~ But, let me tighten the neckline for you.",
101208,,Giana,"That's hurtful, you aren't even willing to change your outfit for me…",
101301,Photo Studio-3,*,The shopkeeper said we will be able to get our photo today~,
101302,,Giana,I thought we could get them instantly after taking the photo... Sorry to embarass you by saying this last time in the studio...,
101303,,*,"Don't worry, you just need more experience with normal life~",
101304,,*,"Also, I asked the shopkeeper to print an additional photo for you.",
101305,,Shopkeeper,"Sorry, due to a printer error, you will need to wait a little longer for the second photo.",
101306,,Giana,"Oh, can I really have this?! Thank you so much, I will cherish it…",
101307,,Shopkeeper,"Sorry, but looks like you won't be getting the second photo anytime soon...",
101308,,Giana,"What a pity, but the wait isn't too bad if Senpai is around.",
101309,,*,We can print the photo whenever we want with this.,
101310,,Giana,"I've got a better suggestion, saving my appearance inside your brain is always faster than printing with film~",
102101,Michaelin-starred-1,*,I've never been to a restaurant like this before... It might cost me a year's internship pay to even have a meal here...,
102102,,Giana,"Senpai, are you saying something?",
102103,,*,Oh... I was thinking which dish I should suggest to you.,
102104,,Giana,"That's a relief, I was worried you'd be upset because of the price of this place.",
102105,,Giana,"But since you've been here before, please order for me.",
102106,,*,"Oh no, what did I say?!",
102107,,Giana,"Nice pick~ The name comes from Mont Blanc, as the dish resembles a snow-capped mountain.",
102108,,Giana,I hope we can go skiing together this winter…,
102109,,Giana,I admit this is a surprise...,
102110,,*,W-What's wrong?,
102111,,Giana,"Nothing, I'm just surprised that you also know how tasty it really is. You know, most people won't choose this dish because of its appearance.",
102112,,Giana,"Wow... This is my favourite! You really know me well, Senpai.",
102201,Michaelin-starred-2,*,What have I done? I tasted the dish!!!!,
102202,,*,Looks like I can't ask for a refund anymore... Hope they can accept my dishwashing labour as payment...,
102203,,Giana,"Senpai, how does it taste?",
102204,,Giana,Cash... You mean paper money? Why would you eat that?,
102205,,Giana,"It's a pity, I hoped to give you a better memory...",
102206,,Giana,"Maybe you can try my dish, it's nice.",
102207,,Giana,Huh? Is that so?,
102208,,Giana,Looks like I don't even need to introduce you the hidden recipe here.,
102301,Michaelin-starred-3,Giana,"Thank you for the meal~ I'm really full now. Senpai, what about you?",
102302,,*,Me too...,
102303,,*,"I've never wished harder for time to stop, so I won't need to pay the bill.",
